년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료과,진료비(천원),cost_bin_5,59이하_ratio,60-64_ratio,65-69_ratio,70-79_ratio,80-89_ratio,90이상_ratio,age_diversity,main_age_group,is_inpatient,year_encoded,disease_category,disease_encoded,category_encoded,dept_encoded
2021,부산,입원(연인원),M48,18220.0,623.0,219.0,776.0,15301,1240.0,61.0,정형외과,4465311.0,2,0.03419319429198683,0.012019758507135016,0.04259055982436882,0.8397914379802415,0.06805708013172337,0.0033479692645444568,6022.825272799027,70-79,1,0,Musculoskeletal,63,9,12
2021,부산,입원(연인원),M51,8332.0,466.0,46.0,353.0,7187,280.0,0.0,재활의학과,2100664.0,1,0.055928948631781085,0.005520883341334613,0.04236677868458953,0.8625780124819972,0.033605376860297645,0.0,2846.221331285862,70-79,1,0,Musculoskeletal,65,9,10
2021,부산,입원(연인원),M17,6078.0,101.0,177.0,559.0,4809,432.0,0.0,정형외과,1832364.0,1,0.016617308325106942,0.02912142152023692,0.09197104310628496,0.7912142152023692,0.07107601184600197,0.0,1871.3685900965636,70-79,1,0,Musculoskeletal,60,9,12
2021,부산,입원(연인원),M75,4463.0,83.0,146.0,147.0,3955,132.0,0.0,정형외과,1170617.0,1,0.018597356038539098,0.03271342146538203,0.03293748599596684,0.8861752184629174,0.029576518037194712,0.0,1574.1368957834216,70-79,1,0,Musculoskeletal,67,9,12
2021,부산,입원(연인원),S46,4194.0,130.0,331.0,378.0,3355,0.0,0.0,정형외과,1363897.0,1,0.030996661897949453,0.07892226990939437,0.09012875536480687,0.7999523128278493,0.0,0.0,1311.0121280903545,70-79,1,0,Injury,82,7,12
2021,부산,입원(연인원),I63,3652.0,233.0,0.0,0.0,2920,469.0,30.0,신경과,778332.0,1,0.06380065717415115,0.0,0.0,0.7995618838992333,0.12842278203723986,0.008214676889375685,1147.0570459513629,70-79,1,0,Circulatory,31,0,4
2021,부산,입원(연인원),I20,3598.0,31.0,77.0,181.0,2986,270.0,53.0,내과,3223656.0,1,0.008615897720956087,0.021400778210116732,0.05030572540300167,0.8299055030572541,0.07504168982768204,0.014730405780989438,1172.5148470986057,70-79,1,0,Circulatory,27,0,1
2021,부산,입원(연인원),U07,3593.0,2048.0,540.0,466.0,367,162.0,10.0,내과,1132642.0,1,0.5699972168104648,0.15029223490119678,0.1296966323406624,0.10214305594210966,0.04508767047035903,0.0027831895352073478,736.5439339690922,59이하,1,0,Other,85,12,1
2021,부산,입원(연인원),E11,3531.0,213.0,5.0,74.0,3002,237.0,0.0,내과,634669.0,1,0.06032285471537808,0.001416029453412631,0.02095723591050694,0.8501840838289436,0.06711979609175871,0.0,1186.6802012336768,70-79,1,0,Endocrine,9,2,1
2021,부산,입원(연인원),J18,3336.0,103.0,15.0,16.0,2024,682.0,496.0,내과,1138563.0,1,0.030875299760191845,0.0044964028776978415,0.004796163069544364,0.6067146282973621,0.20443645083932854,0.1486810551558753,769.9337633848771,70-79,1,0,Respiratory,35,13,1
2021,부산,입원(연인원),I50,2896.0,13.0,12.0,83.0,1930,711.0,147.0,내과,921568.0,1,0.004488950276243094,0.004143646408839779,0.028660220994475138,0.6664364640883977,0.2455110497237569,0.050759668508287295,756.4957809972681,70-79,1,0,Circulatory,29,0,1
2021,부산,입원(연인원),I69,2759.0,220.0,0.0,290.0,2148,10.0,91.0,신경과,600973.0,1,0.07973903588256614,0.0,0.10511054729974628,0.7785429503443276,0.003624501631025734,0.03298296484233418,834.9975848268465,70-79,1,0,Circulatory,32,0,4
2021,부산,입원(연인원),M50,2600.0,99.0,139.0,410.0,1793,93.0,66.0,재활의학과,731100.0,1,0.03807692307692308,0.05346153846153846,0.1576923076923077,0.6896153846153846,0.03576923076923077,0.025384615384615384,677.9984267435042,70-79,1,0,Musculoskeletal,64,9,10
2021,부산,입원(연인원),M96,2589.0,184.0,0.0,49.0,2333,23.0,0.0,신경외과,544039.0,1,0.07106991116261105,0.0,0.01892622634221707,0.9011201235998455,0.008883738895326381,0.0,934.0793863478629,70-79,1,0,Musculoskeletal,68,9,5
