병원명,진료과,현재전문의수,최적전문의수,변화량,변화율,예측환자수,현재_환자당전문의비율,최적_환자당전문의비율
광주,가정의학과,3,2.9370393594589106,-0.06296064054108941,-2.098688018036314,28127.537,7031.88425,7144.337262573297
광주,산부인과,2,1.5858988878908902,-0.4141011121091098,-20.70505560545549,4356.6973,1452.2324333333333,1684.790275598675
광주,소아청소년과,2,1.5887238231205054,-0.4112761768794946,-20.56380884397473,23842.078,7947.359333333334,9209.97357348851
광주,신경과,3,4.0,1.0,33.33333333333333,49703.457,12425.86425,9940.6914
광주,신경외과,2,1.2631642829967953,-0.7368357170032047,-36.841785850160235,12563.993,4187.997666666667,5551.516120324788
광주,안과,2,1.0,-1.0,-50.0,12195.758,4065.2526666666668,6097.879
광주,외과,2,1.757475539553045,-0.24252446044695497,-12.126223022347748,30738.656,10246.218666666666,11147.39027022607
광주,이비인후과,2,1.3980385767972925,-0.6019614232027075,-30.098071160135376,10913.748,3637.9159999999997,4551.114442277192
광주,재활의학과,4,5.0,1.0,25.0,66434.33,13286.866,11072.388333333334
광주,정형외과,2,2.0,0.0,0.0,43981.39,14660.463333333333,14660.463333333333
광주,치과,0,1.9265830894487102,1.9265830894487102,0.0,21724.635,21724.635,7423.207999227638
광주,피부과,1,1.4922907350721704,0.49229073507217036,49.22907350721704,15517.796,7758.898,6226.318535646542
광주,핵의학과,1,1.1342348419115404,0.13423484191154045,13.423484191154046,192.99524,96.49762,90.42830536265757
광주,응급의학과,3,1.3505106720982187,-1.6494893279017813,-54.982977596726045,4148.8354,1037.20885,1765.0783079816777
광주,정신건강의학과,1,1.398150222572322,0.3981502225723219,39.815022257232194,12886.918,6443.459,5373.690888378601
광주,비뇨의학과,4,3.720710675623352,-0.2792893243766481,-6.982233109416203,43506.836,8701.3672,9216.162351287308
대구,가정의학과,4,2.0,-2.0,-50.0,12836.602,2567.3204,4278.867333333334
대구,내과,9,5.0,-4.0,-44.44444444444444,8772.172,877.2172,1462.0286666666668
대구,산부인과,1,1.0628869191049437,0.0628869191049437,6.288691910494371,6471.7026,3235.8513,3137.2066689956887
대구,소아청소년과,1,1.2989664074937188,0.29896640749371883,29.896640749371883,1204.0587,602.02935,523.7391447196645
대구,신경과,2,2.0,0.0,0.0,32247.824,10749.274666666666,10749.274666666666
대구,신경외과,3,3.7350658284207348,0.7350658284207348,24.502194280691157,45370.555,11342.63875,9581.82138201281
대구,안과,2,1.6473093285805085,-0.3526906714194915,-17.634533570974575,24281.986,8093.995333333333,9172.326685759854
대구,외과,3,3.115968838347514,0.11596883834751415,3.8656279449171382,11212.456,2803.114,2724.1352984833566
대구,이비인후과,3,1.0,-2.0,-66.66666666666666,17740.049,4435.01225,8870.0245
대구,재활의학과,2,2.0,0.0,0.0,53177.13,17725.71,17725.71
대구,정형외과,4,3.507604881260427,-0.492395118739573,-12.309877968489324,43206.543,8641.3086,9585.25517168188
대구,치과,0,1.3587604702736569,1.3587604702736569,0.0,25953.277,25953.277,11002.930279304272
대구,피부과,2,1.6001403196393849,-0.39985968036061514,-19.992984018030757,20109.908,6703.3026666666665,7734.162594266857
대구,핵의학과,0,1.6033946451009427,1.6033946451009427,0.0,7352.2886,7352.2886,2824.1160493417724
대구,정신건강의학과,1,1.8839958823079295,0.8839958823079295,88.39958823079294,11798.963,5899.4815,4091.1857996682825
대구,비뇨의학과,1,2.0,1.0,100.0,43021.203,21510.6015,14340.401
대구,마취통증의학과,2,1.0059817883669369,-0.9940182116330631,-49.700910581653154,2641.0735,880.3578333333334,1316.5989418827621
대전,가정의학과,3,2.9781761463524545,-0.021823853647545466,-0.7274617882515155,34215.367,8553.84175,8600.76722127342
대전,내과,6,4.765192295990578,-1.2348077040094223,-20.580128400157037,7259.579,1037.0827142857142,1259.2084751533264
대전,산부인과,1,1.208493830734348,0.20849383073434802,20.8493830734348,10918.405,5459.2025,4943.824088641223
대전,소아청소년과,1,1.0254630521279067,0.02546305212790667,2.546305212790667,697.0506,348.5253,344.14382393581263
대전,신경과,3,2.3875287878683515,-0.6124712121316485,-20.415707071054946,36322.113,9080.52825,10722.303860583921
대전,신경외과,2,1.1512949686599634,-0.8487050313400366,-42.43525156700183,10420.881,3473.627,4844.003798554478
대전,안과,1,1.3420144765880913,0.34201447658809125,34.20144765880912,12663.494,6331.747,5407.094672808561
대전,외과,2,1.6964358371336044,-0.30356416286639565,-15.178208143319782,12949.107,4316.369,4802.304887686593
대전,이비인후과,1,1.0093868935663117,0.009386893566311727,0.9386893566311727,11290.346,5645.173,5618.8014543887075
대전,재활의학과,1,1.9135262684815448,0.9135262684815448,91.35262684815449,23287.588,11643.794,7992.92192829169
대전,정형외과,3,4.0,1.0,33.33333333333333,68639.125,17159.78125,13727.825
대전,치과,0,1.7816911685721641,1.7816911685721641,0.0,26313.98,26313.98,9459.705770826784
대전,피부과,1,1.3539284114607189,0.35392841146071885,35.39284114607189,12800.823,6400.4115,5438.068098280233
대전,응급의학과,0,1.4980394296531607,1.4980394296531607,0.0,0.0027489383,0.0027489383,0.0011004383146913238
대전,정신건강의학과,1,1.7513240369979566,0.7513240369979566,75.13240369979566,6181.7314,3090.8657,2246.8205550753855
대전,비뇨의학과,3,2.8597517867180757,-0.14024821328192427,-4.67494044273081,33098.79,8274.6975,8575.367492256208
대전,마취통증의학과,3,1.2264577976726336,-1.7735422023273664,-59.11807341091221,3457.3625,864.340625,1552.853372569675
부산,가정의학과,5,3.4213960746127134,-1.5786039253872866,-31.572078507745733,35255.69,5875.948333333334,7973.881870125869
부산,산부인과,2,1.4230668191570954,-0.5769331808429046,-28.846659042145227,2253.0947,751.0315666666667,929.8524837147401
부산,소아청소년과,2,2.0,0.0,0.0,29010.512,9670.170666666667,9670.170666666667
부산,신경과,2,1.8913540169585408,-0.10864598304145923,-5.432299152072961,20639.436,6879.812000000001,7138.328920963797
부산,신경외과,3,4.0,1.0,33.33333333333333,54230.266,13557.5665,10846.0532
부산,안과,2,1.8572216129475276,-0.14277838705247237,-7.138919352623619,27798.69,9266.23,9729.273317137868
부산,외과,3,2.4093100437689774,-0.5906899562310226,-19.689665207700756,7681.144,1920.286,2252.9907522017356
부산,이비인후과,2,1.0,-1.0,-50.0,13217.497,4405.832333333333,6608.7485
부산,재활의학과,2,2.0,0.0,0.0,44526.977,14842.325666666666,14842.325666666666
부산,정형외과,3,4.0,1.0,33.33333333333333,69673.45,17418.3625,13934.689999999999
부산,치과,0,1.865554425905258,1.865554425905258,0.0,33953.996,33953.996,11849.01451985983
