"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","I10","본태성(일차성)고혈압","3986"
"가정의학과","2","E11","인슐린-비의존 당뇨병","1720"
"가정의학과","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1604"
"가정의학과","4","J02","급성 인두염","974"
"가정의학과","5","E46","상세불명의 단백칼로리 영양실조","675"
"가정의학과","6","J00","급성 코인두염[감기]","583"
"가정의학과","7","J20","급성 기관지염","537"
"가정의학과","8","E14","상세불명의 당뇨병","532"
"가정의학과","9","E78","지질단백질대사장애 및 기타 지질증","443"
"가정의학과","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","336"
"가정의학과","11","J30","혈관운동성 및 앨러지성 비염","236"
"가정의학과","12","J40","급성인지 만성인지 명시되지 않은 기관지염","182"
"가정의학과","13","M81","병적골절이 없는 골다공증","169"
"가정의학과","14","G47","수면장애","167"
"가정의학과","15","J44","기타 만성 폐쇄성 폐질환","131"
"가정의학과","16","E03","기타 갑상선기능저하증","105"
"가정의학과","17","R53","병감 및 피로","99"
"가정의학과","18","K21","위-식도역류병","91"
"가정의학과","19","J18","상세불명 병원체의 폐렴","89"
"가정의학과","20","R06","호흡의 이상","79"
"내과","1","J06","다발성 및 상세불명 부위의 급성 상기도감염","46"
"내과","2","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","33"
"내과","3","I10","본태성(일차성)고혈압","18"
"내과","4","E11","인슐린-비의존 당뇨병","14"
"내과","5","J44","기타 만성 폐쇄성 폐질환","10"
"내과","6","J45","천식","7"
"내과","7","E78","지질단백질대사장애 및 기타 지질증","6"
"내과","8","J12","달리 분류되지 않은 바이러스폐렴","6"
"내과","9","J21","급성 세기관지염","5"
"내과","10","E10","인슐린-의존 당뇨병","4"
"내과","11","M62","기타 근장애","3"
"내과","12","K21","위-식도역류병","3"
"내과","13","J01","급성 부비동염","3"
"내과","14","R05","기침","3"
"내과","15","J20","급성 기관지염","3"
"내과","16","J09","확인된 조류 인플루엔자 바이러스에 의한 인플루엔자","2"
"내과","17","K30","소화불량","2"
"내과","18","J84","기타 사이질성 폐질환","2"
"내과","19","I11","고혈압성 심장병","2"
"내과","20","J11","바이러스가 확인되지 않은 인플루엔자","1"
"마취통증의학과","1","M48","기타 척추병증","321"
"마취통증의학과","2","M75","어깨병변","98"
"마취통증의학과","3","M54","배통","91"
"마취통증의학과","4","G53","달리 분류된 질환에서의 뇌신경장애","78"
"마취통증의학과","5","M79","달리 분류되지 않은 기타 연조직장애","53"
"마취통증의학과","6","M17","윤충증","50"
"마취통증의학과","7","M51","기타 추간판장애","32"
"마취통증의학과","8","M13","추 락","29"
"마취통증의학과","9","M50","목뼈원판 장애","17"
"마취통증의학과","10","S99","발목 및 발의 기타 및 상세불명의 손상","16"
"마취통증의학과","11","M77","기타 골부착부병증","13"
"마취통증의학과","12","S46","어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상","12"
"마취통증의학과","13","M25","달리 분류되지 않은 기타 관절장애","9"
"마취통증의학과","14","R52","달리 분류되지 않은 통증","9"
"마취통증의학과","15","G58","기타 단일신경병증","4"
"마취통증의학과","16","G44","기타 두통증후군","4"
"마취통증의학과","17","M43","기타 변형성 배병증","3"
"마취통증의학과","18","M89","뼈의 기타 장애","2"
"마취통증의학과","19","R53","병감 및 피로","2"
"마취통증의학과","20","M06","피부 및 피하조직의 방사선 관련성 장애","1"
"비뇨의학과","1","N40","전립선증식증","12379"
"비뇨의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1979"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","886"
"비뇨의학과","4","C61","전립선의 악성 신생물","478"
"비뇨의학과","5","L29","소양증","361"
"비뇨의학과","6","C67","방광의 악성 신생물","294"
"비뇨의학과","7","N30","방광염","180"
"비뇨의학과","8","N45","고환염 및 부고환염","156"
"비뇨의학과","9","N34","요도염 및 요도증후군","136"
"비뇨의학과","10","B35","피부사상균증","109"
"비뇨의학과","11","N41","전립선의 염증성 질환","79"
"비뇨의학과","12","R31","상세불명의 혈뇨","74"
"비뇨의학과","13","N20","콩팥(신장)및 요관의 결석","73"
"비뇨의학과","14","L24","자극성 접촉피부염","45"
"비뇨의학과","15","L21","지루피부염","37"
"비뇨의학과","16","G53","달리 분류된 질환에서의 뇌신경장애","37"
"비뇨의학과","17","B02","대상포진","32"
"비뇨의학과","18","N48","음경의 기타 장애","32"
"비뇨의학과","19","L50","두드러기","24"
"비뇨의학과","20","L30","기타 피부염","19"
"소화기내과","1","I10","본태성(일차성)고혈압","3633"
