"진료과","순위","상명코드","상병명","건수"
"DM","1","M79","달리 분류되지 않은 기타 연조직장애","6"
"DM","2","M96","달리 분류되지 않은 처치후 근육골격 장애","4"
"DM","3","R52","달리 분류되지 않은 통증","3"
"가정의학과","1","I10","본태성(원발성) 고혈압","50"
"가정의학과","2","J00","급성 코인두염 [감기]","39"
"가정의학과","3","E11","인슐린-비의존 당뇨병","23"
"가정의학과","4","J06","다발성 및 상세불명 부위의 급성 상기도감염","19"
"가정의학과","5","R53","병감 및 피로","14"
"가정의학과","6","E78","지질단백질대사장애 및 기타 지질증","12"
"가정의학과","7","E14","상세불명의 당뇨병","11"
"가정의학과","8","F17","담배흡연에 의한 정신 및 행동 장애","11"
"가정의학과","9","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","9"
"가정의학과","10","R42","현기 및 어지러움","8"
"가정의학과","11","M81","병적골절이 없는 골다공증","7"
"가정의학과","12","K21","위-식도역류병","6"
"가정의학과","13","K29","위염 및 십이지장염","3"
"가정의학과","14","F41","기타 불안장애","3"
"가정의학과","15","K59","기타 기능적 창자 장애","3"
"가정의학과","16","D50","철결핍성 빈혈","3"
"가정의학과","17","R10","복부 및 골반통증","2"
"가정의학과","18","R52","달리 분류되지 않은 통증","2"
"가정의학과","19","K58","자극성 장증후군","2"
"가정의학과","20","R51","두통","2"
"감염내과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","23"
"감염내과","2","R76","혈청의 기타 면역학적 이상소견","10"
"감염내과","3","J00","급성 코인두염 [감기]","2"
"감염내과","4","M75","어깨병변","1"
"감염내과","5","J69","고체 및 액체에 의한 폐염","1"
"감염내과","6","M46","기타 염증성 척추병증","1"
"감염내과","7","J18","상세불명 병원체의 폐렴","1"
"감염내과","8","N39","비뇨기계통의 기타 장애","1"
"내과","1","I10","본태성(원발성) 고혈압","2"
"내과","2","I20","협심증","2"
"내과","3","E78","지질단백질대사장애 및 기타 지질증","1"
"내분비내과","1","E11","인슐린-비의존 당뇨병","198"
"내분비내과","2","E03","기타 갑상선기능저하증","15"
"내분비내과","3","E04","기타 비중독성 갑상선종","12"
"내분비내과","4","E05","갑상선독증[갑상선기능항진증]","7"
"내분비내과","5","C73","갑상선의 악성 신생물","7"
"내분비내과","6","E07","갑상선의 기타 장애","5"
"내분비내과","7","M81","병적골절이 없는 골다공증","5"
"내분비내과","8","I10","본태성(원발성) 고혈압","2"
"내분비내과","9","E78","지질단백질대사장애 및 기타 지질증","2"
"내분비내과","10","E89","달리 분류되지 않은 처치후의 내분비및 대사장애","1"
"내분비내과","11","D35","기타 및 상세불명의 내분비선의 양성 신생물","1"
"내분비내과","12","D50","철결핍성 빈혈","1"
"내분비내과","13","E06","갑상선염","1"
"류마티스내과","1","M10","활막 및 건 장애","15"
"류마티스내과","2","M13","추 락","15"
"류마티스내과","3","M05","흑색종 및 피부의 기타 악성 신생물","8"
"류마티스내과","4","M35","달리 분류된 질환 및 사망원인과 관련된 보조 요인","2"
"류마티스내과","5","E79","퓨린 및 피리미딘의 대사장애","2"
"류마티스내과","6","R68","기타 전신 증상 및 징후","1"
"류마티스내과","7","M06","피부 및 피하조직의 방사선 관련성 장애","1"
"류마티스내과","8","M19","연기, 불 및 화염에 노출","1"
"방사선종양학과","1","C61","전립선의 악성 신생물","7"
"방사선종양학과","2","C34","기관지 및 폐의 악성 신생물","3"
"방사선종양학과","3","C20","직장의 악성 신생물","2"
"방사선종양학과","4","C50","유방의 악성 신생물","2"
"방사선종양학과","5","C22","간 및 간내담관의 악성 신생물","2"
"방사선종양학과","6","C46","카포시육종","1"
"방사선종양학과","7","C32","후두의 악성 신생물","1"
"방사선종양학과","8","D05","유방의 제자리암종","1"
"비뇨의학과","1","N40","전립선증식증","223"
"비뇨의학과","2","C61","전립선의 악성 신생물","36"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","15"
"비뇨의학과","4","N41","전립선의 염증성 질환","8"
"비뇨의학과","5","C67","방광의 악성 신생물","8"
"비뇨의학과","6","N20","콩팥(신장)및 요관의 결석","6"
"비뇨의학과","7","N48","음경의 기타 장애","6"
"비뇨의학과","8","R31","상세불명의 혈뇨","5"
"비뇨의학과","9","N35","요도협착","4"
"비뇨의학과","10","R33","요폐","3"
"비뇨의학과","11","N45","고환염 및 부고환염","3"
"비뇨의학과","12","N39","비뇨기계통의 기타 장애","3"
"비뇨의학과","13","N21","하부요로의 결석","3"
"비뇨의학과","14","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","1"
"비뇨의학과","15","I86","기타 부위의 정맥류","1"
"비뇨의학과","16","C65","콩팥깔때기의 악성 신생물","1"
"비뇨의학과","17","J00","급성 코인두염 [감기]","1"
"비뇨의학과","18","M89","뼈의 기타 장애","1"
"비뇨의학과","19","C64","콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물","1"
"비뇨의학과","20","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","1"
"산부인과","1","N95","폐경기 및 기타 폐경기전후 장애","27"
"산부인과","2","M81","병적골절이 없는 골다공증","17"
"산부인과","3","N39","비뇨기계통의 기타 장애","10"
"산부인과","4","D25","자궁의 평활근종","4"
"산부인과","5","N60","양성 유방형성이상","4"
"산부인과","6","N31","달리 분류되지 않은 방광의 신경근육기능장애","3"
"산부인과","7","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","3"
"산부인과","8","N80","자궁내막증","3"
"산부인과","9","N81","여성생식기탈출","2"
"산부인과","10","N85","자궁경부를 제외한 자궁의 기타 비염증성 장애","2"
"산부인과","11","N76","질 및 외음부의 기타 염증","2"
"산부인과","12","N90","외음부 및 회음부의 기타 비염증성 장애","1"
"산부인과","13","N87","자궁목의 형성이상","1"
"산부인과","14","D27","난소의 양성 신생물","1"
"산부인과","15","N73","기타 여성골반염증질환","1"
"산부인과","16","R87","여성생식기관 검사물의 이상소견","1"
"산부인과","17","N91","무월경. 소량 및 희발 월경","1"
"소아청소년과","1","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2"
"소아청소년과","2","J30","혈관운동성 및 앨러지성 비염","1"
"소아청소년과","3","J02","급성 인두염","1"
"소아청소년과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1"
"소화기내과","1","K21","위-식도역류병","21"
"소화기내과","2","K29","위염 및 십이지장염","20"
"소화기내과","3","C22","간 및 간내담관의 악성 신생물","16"
"소화기내과","4","R94","기능검사의 이상결과","15"
"소화기내과","5","B18","만성 바이러스간염","14"
"소화기내과","6","K59","기타 기능적 창자 장애","14"
"소화기내과","7","K63","창자의 기타 질환","11"
"소화기내과","8","K73","달리 분류되지 않은 만성 간염","11"
"소화기내과","9","K74","간의 섬유증 및 경화증","10"
"소화기내과","10","K30","소화불량","9"
"소화기내과","11","D13","기타 및 부위불명의 소화계통의 양성 신생물","9"
"소화기내과","12","C16","위의 악성 신생물","9"
"소화기내과","13","K76","간의 기타 질환","8"
"소화기내과","14","D12","결장. 직장. 항문 및 항문관의 양성 신생물","6"
"소화기내과","15","K25","위궤양","4"
"소화기내과","16","K58","자극성 장증후군","4"
"소화기내과","17","C18","결장의 악성 신생물","3"
"소화기내과","18","K80","담석증","3"
"소화기내과","19","K71","독성간질환","2"
"소화기내과","20","R10","복부 및 골반통증","2"
"순환기내과","1","I10","본태성(원발성) 고혈압","176"
"순환기내과","2","I20","협심증","110"
"순환기내과","3","I51","심장병의 불명확한 기록 및 합병증","26"
"순환기내과","4","E78","지질단백질대사장애 및 기타 지질증","20"
"순환기내과","5","R07","인후 및 흉곽의 동통","19"
"순환기내과","6","I48","심방세동 및 조동","14"
"순환기내과","7","I50","심장기능상실(심부전)","8"
"순환기내과","8","E11","인슐린-비의존 당뇨병","7"
"순환기내과","9","Z95","심장 및 혈관 삽입물 및 이식편의 존재","7"
"순환기내과","10","I70","죽상경화증","7"
"순환기내과","11","I25","만성 허혈심장병","5"
"순환기내과","12","I49","기타 심장성 부정맥","3"
"순환기내과","13","R00","심장박동의 이상","2"
"순환기내과","14","I21","급성 심근경색증","2"
"순환기내과","15","N40","전립선증식증","1"
"순환기내과","16","I47","발작성 빠른맥","1"
"순환기내과","17","I31","심장막의 기타 질환","1"
"순환기내과","18","R06","호흡의 이상","1"
"순환기내과","19","I26","폐색전증","1"
"순환기내과","20","I35","비류마티스성 대동맥판장애","1"
"신경과","1","I63","뇌경색증","109"
"신경과","2","R42","현기 및 어지러움","83"
"신경과","3","G98","달리 분류되지 않은 신경계통의 기타 장애","32"
"신경과","4","R51","두통","26"
"신경과","5","G96","중추신경계통의 기타 장애","25"
"신경과","6","M54","배통","21"
"신경과","7","R29","신경계통 및 근육골격계통을 침습한 기타 증상 및 징후","16"
"신경과","8","F03","상세불명의 치매","13"
"신경과","9","F00","알츠하이머병에서의 치매(G30.-+)","12"
"신경과","10","R41","인지기능 및 자각에 관한 기타 증상 및 징후","11"
"신경과","11","G45","일과성 대뇌허혈발작 및 관련 증후군","9"
"신경과","12","G20","파킨슨병","8"
"신경과","13","G25","기타 추체외로 및 운동 장애","6"
"신경과","14","G40","뇌전증","5"
"신경과","15","G44","기타 두통증후군","4"
"신경과","16","I10","본태성(원발성) 고혈압","4"
"신경과","17","G54","신경뿌리 및 신경총 장애","3"
"신경과","18","I67","기타 대뇌혈관 질환","2"
"신경과","19","G53","달리 분류된 질환에서의 뇌신경장애","2"
"신경과","20","H53","시각장애","2"
"신경외과","1","M48","기타 척추병증","42"
"신경외과","2","M51","기타 추간판장애","16"
"신경외과","3","M54","배통","9"
"신경외과","4","M96","달리 분류되지 않은 처치후 근육골격 장애","4"
"신경외과","5","M47","척추증","4"
"신경외과","6","I67","기타 대뇌혈관 질환","4"
"신경외과","7","M43","기타 변형성 배병증","4"
"신경외과","8","I61","뇌내출혈","3"
"신경외과","9","M50","목뼈원판 장애","3"
"신경외과","10","R52","달리 분류되지 않은 통증","2"
"신경외과","11","S32","허리뼈 및 골반의 골절","2"
"신경외과","12","G44","기타 두통증후군","2"
"신경외과","13","I62","기타 비외상성 머리내 출혈","1"
"신경외과","14","I63","뇌경색증","1"
"신경외과","15","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","1"
"신경외과","16","I65","대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착","1"
"신경외과","17","C71","뇌의 악성 신생물","1"
"신경외과","18","I60","지주막하출혈","1"
"신경외과","19","G82","하반신마비 및 사지마비","1"
"신경외과","20","S06","머리내 손상","1"
"신장내과","1","N18","만성 콩팥(신장)기능상실","90"
"신장내과","2","E11","인슐린-비의존 당뇨병","12"
"신장내과","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","10"
"신장내과","4","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","8"
"신장내과","5","R60","달리 분류되지 않은 부종","7"
"신장내과","6","Q61","낭성 콩팥(신장)병","4"
"신장내과","7","I10","본태성(원발성) 고혈압","4"
"신장내과","8","R79","혈액화학의 기타 이상소견","3"
"신장내과","9","N02","재발성 및 지속성 혈뇨","3"
"신장내과","10","N39","비뇨기계통의 기타 장애","2"
"신장내과","11","N04","신증후군","2"
"신장내과","12","R80","고립성 단백뇨증","2"
"신장내과","13","T85","기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증","2"
"신장내과","14","R10","복부 및 골반통증","2"
"신장내과","15","N19","상세불명의 콩팥(신장)기능상실","2"
"신장내과","16","N17","급성 콩팥(신장)기능상실","1"
"신장내과","17","I79","달리 분류된 질환에서의 동맥. 소동맥 및 모세혈관의 장애","1"
"신장내과","18","R50","원인 미상의 열","1"
"신장내과","19","E14","상세불명의 당뇨병","1"
"신장내과","20","K81","담낭염","1"
"안과","1","H04","눈물기관의 장애","77"
"안과","2","H25","노인성 백내장","58"
"안과","3","H35","기타 망막장애","43"
"안과","4","H01","안검의 기타 염증","8"
"안과","5","H43","초자체의 장애","5"
"안과","6","H16","각막염","4"
"안과","7","H52","굴절 및 조절의 장애","3"
"안과","8","H50","기타 사시","3"
"안과","9","H40","녹내장","2"
"안과","10","H36","달리 분류된 질환에서의 망막장애","2"
"안과","11","H02","안검의 기타 장애","1"
"안과","12","B02","대상포진","1"
"안과","13","H33","망막박리 및 망막이단(離斷)","1"
"안과","14","E10","인슐린-의존 당뇨병","1"
"안과","15","H42","달리 분류된 질환에서의 녹내장","1"
"안과","16","E11","인슐린-비의존 당뇨병","1"
"안과","17","H53","시각장애","1"
"안과","18","H34","망막혈관폐쇄","1"
"안과","19","H26","기타 백내장","1"
"안과","20","H44","안구의 장애","1"
"완화의료사업","1","C16","위의 악성 신생물","4"
"완화의료사업","2","C18","결장의 악성 신생물","1"
"완화의료사업","3","D46","골수형성이상증후군","1"
"외과","1","K64","치핵 및 항문주위정맥혈전증","9"
"외과","2","C18","결장의 악성 신생물","8"
"외과","3","C20","직장의 악성 신생물","7"
"외과","4","K59","기타 기능적 창자 장애","5"
"외과","5","D17","양성 지방종성 신생물","4"
"외과","6","C22","간 및 간내담관의 악성 신생물","3"
"외과","7","C16","위의 악성 신생물","3"
"외과","8","R15","분변의 실금","3"
"외과","9","L72","피부 및 피하조직의 모낭성 낭","3"
"외과","10","K40","서혜헤르니아","2"
"외과","11","C19","직장구불결장접합부의 악성 신생물","1"
