"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","4850"
"가정의학과","2","J00","급성 코인두염[감기]","697"
"가정의학과","3","C34","기관지 및 폐의 악성 신생물","453"
"가정의학과","4","I10","본태성(일차성)고혈압","405"
"가정의학과","5","F00","알츠하이머병에서의 치매(G30.-+)","367"
"가정의학과","6","K21","위-식도역류병","307"
"가정의학과","7","K29","위염 및 십이지장염","287"
"가정의학과","8","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","187"
"가정의학과","9","T65","기타 및 상세불명 물질의 중독작용","181"
"가정의학과","10","C16","위의 악성 신생물","157"
"가정의학과","11","E66","비만","157"
"가정의학과","12","E11","인슐린-비의존 당뇨병","128"
"가정의학과","13","K27","상세불명 부위의 소화성 궤양","118"
"가정의학과","14","C61","전립선의 악성 신생물","104"
"가정의학과","15","R94","기능검사의 이상결과","101"
"가정의학과","16","F03","상세불명의 치매","91"
"가정의학과","17","I63","뇌경색증","70"
"가정의학과","18","E78","지질단백질대사장애 및 기타 지질증","68"
"가정의학과","19","G81","편마비","66"
"가정의학과","20","C18","결장의 악성 신생물","52"
"내과","1","I10","본태성(일차성)고혈압","23508"
"내과","2","E11","인슐린-비의존 당뇨병","19115"
"내과","3","I20","협심증","13294"
"내과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","8713"
"내과","5","N18","만성 콩팥(신장)기능상실","6503"
"내과","6","K21","위-식도역류병","5596"
"내과","7","K29","위염 및 십이지장염","4930"
"내과","8","R07","인후 및 흉곽의 동통","4122"
"내과","9","E78","지질단백질대사장애 및 기타 지질증","3279"
"내과","10","J44","기타 만성 폐쇄성 폐질환","2800"
"내과","11","I48","심방세동 및 조동","2755"
"내과","12","J42","상세불명의 만성 기관지염","2463"
"내과","13","T97","출처가 주로 비의약품인 물질의 독성효과의 후유증","2091"
"내과","14","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","1839"
"내과","15","E10","인슐린-의존 당뇨병","1834"
"내과","16","D13","기타 및 부위불명의 소화계통의 양성 신생물","1770"
"내과","17","J40","급성인지 만성인지 명시되지 않은 기관지염","1667"
"내과","18","R05","기침","1571"
"내과","19","J20","급성 기관지염","1495"
"내과","20","J18","상세불명 병원체의 폐렴","1389"
"마취통증의학과","1","M48","기타 척추병증","1023"
"마취통증의학과","2","M51","기타 추간판장애","797"
"마취통증의학과","3","S43","팔이음뼈의 관절 및 인대의 탈구, 염좌 및 긴장","444"
"마취통증의학과","4","M50","목뼈원판 장애","230"
"마취통증의학과","5","M17","윤충증","214"
"마취통증의학과","6","M54","배통","211"
"마취통증의학과","7","M75","어깨병변","171"
"마취통증의학과","8","M79","달리 분류되지 않은 기타 연조직장애","52"
"마취통증의학과","9","G44","기타 두통증후군","40"
"마취통증의학과","10","M77","기타 골부착부병증","28"
"마취통증의학과","11","G53","달리 분류된 질환에서의 뇌신경장애","10"
"마취통증의학과","12","G56","팔의 단일신경병증","6"
"마취통증의학과","13","H91","기타 청력소실","3"
"마취통증의학과","14","M96","달리 분류되지 않은 처치후 근육골격 장애","1"
"비뇨의학과","1","N40","전립선증식증","37961"
"비뇨의학과","2","C61","전립선의 악성 신생물","4841"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","2258"
"비뇨의학과","4","N39","비뇨기계통의 기타 장애","1458"
"비뇨의학과","5","C67","방광의 악성 신생물","1157"
"비뇨의학과","6","R31","상세불명의 혈뇨","669"
"비뇨의학과","7","N35","요도협착","370"
"비뇨의학과","8","N20","콩팥(신장)및 요관의 결석","333"
"비뇨의학과","9","N30","방광염","277"
"비뇨의학과","10","N45","고환염 및 부고환염","198"
"비뇨의학과","11","N28","달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애","164"
"비뇨의학과","12","N32","방광의 기타 장애","154"
"비뇨의학과","13","N48","음경의 기타 장애","149"
"비뇨의학과","14","N43","음낭수종 및 정액류","141"
"비뇨의학과","15","C64","콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물","141"
"비뇨의학과","16","N21","하부요로의 결석","113"
"비뇨의학과","17","N10","급성 세뇨관-사이질성 신염","75"
"비뇨의학과","18","N13","폐쇄성 및 역류성 요로병증","72"
"비뇨의학과","19","R35","다뇨증","54"
"비뇨의학과","20","D17","양성 지방종성 신생물","45"
"산부인과","1","M81","병적골절이 없는 골다공증","2295"
"산부인과","2","N95","폐경기 및 기타 폐경기전후 장애","643"
"산부인과","3","E11","인슐린-비의존 당뇨병","416"
"산부인과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","408"
"산부인과","5","N64","유방의 기타 장애","338"
"산부인과","6","I10","본태성(일차성)고혈압","307"
"산부인과","7","Z10","한정된 소인구집단에 대한 정례적인 일반 건강점검","214"
"산부인과","8","I20","협심증","154"
"산부인과","9","N30","방광염","67"
"산부인과","10","D25","자궁의 평활근종","50"
"산부인과","11","M79","달리 분류되지 않은 기타 연조직장애","40"
"산부인과","12","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","35"
"산부인과","13","N83","난소. 난관 및 광 인대의 비염증성 장애","32"
"산부인과","14","N71","자궁목을 제외한 자궁의 염증성 질환","30"
"산부인과","15","N31","달리 분류되지 않은 방광의 신경근육기능장애","29"
"산부인과","16","E78","지질단백질대사장애 및 기타 지질증","29"
"산부인과","17","N76","질 및 외음부의 기타 염증","28"
"산부인과","18","N94","여성생식기관 및 월경주기와 관련된 통증 및 기타 병태","23"
"산부인과","19","I70","죽상경화증","17"
"산부인과","20","R82","요의 기타 이상소견","14"
"소아청소년과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","481"
"소아청소년과","2","J30","혈관운동성 및 앨러지성 비염","212"
"소아청소년과","3","J20","급성 기관지염","183"
"소아청소년과","4","E30","달리 분류되지 않은 사춘기의 장애","168"
"소아청소년과","5","J00","급성 코인두염[감기]","80"
"소아청소년과","6","J18","상세불명 병원체의 폐렴","61"
"소아청소년과","7","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","38"
"소아청소년과","8","E66","비만","32"
"소아청소년과","9","D50","철결핍성 빈혈","29"
"소아청소년과","10","L50","두드러기","21"
"소아청소년과","11","K76","간의 기타 질환","20"
"소아청소년과","12","J01","급성 부비동염","17"
"소아청소년과","13","I88","비특정 림프절염","16"
"소아청소년과","14","L20","질병이환 및 사망의 외인","15"
"소아청소년과","15","K59","기타 기능적 창자 장애","15"
"소아청소년과","16","J45","천식","13"
"소아청소년과","17","J02","급성 인두염","13"
"소아청소년과","18","R51","두통","11"
"소아청소년과","19","R50","원인 미상의 열","11"
"소아청소년과","20","N93","기타 이상 자궁 및 질 출혈","10"
"신경과","1","I63","뇌경색증","9182"
"신경과","2","F00","알츠하이머병에서의 치매(G30.-+)","3099"
"신경과","3","R51","두통","2032"
"신경과","4","R41","인지기능 및 자각에 관한 기타 증상 및 징후","1776"
"신경과","5","R42","현기 및 어지러움","1369"
"신경과","6","I65","대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착","990"
"신경과","7","G20","파킨슨병","917"
"신경과","8","G25","기타 추체외로 및 운동 장애","771"
"신경과","9","G63","달리 분류된 질환에서의 다발신경병증","735"
"신경과","10","R25","이상적 불수의적 운동","588"
"신경과","11","G45","일과성 대뇌허혈발작 및 관련 증후군","430"
"신경과","12","R44","일반적 감각 및 지각에 관한 기타 증상 및 징후","386"
"신경과","13","E14","상세불명의 당뇨병","337"
"신경과","14","G40","뇌전증","262"
"신경과","15","G62","기타 다발신경병증","260"
"신경과","16","G60","유전성 및 특발성 신경병증","223"
"신경과","17","T97","출처가 주로 비의약품인 물질의 독성효과의 후유증","206"
"신경과","18","H81","전정기능의 장애","187"
"신경과","19","G22","달리 분류된 질환에서의 파킨슨증","176"
