시뮬레이션회차,지표명,시뮬레이션값,전국평균,평가
bedchg_-50_specchg_-10,병상가동률(%),73.99025309586482,85.0,적정 (전국평균 대비 87.0%)
bedchg_-50_specchg_-10,병상당의사수,0.0863794111891944,0.1671,낮음 (전국평균 대비 51.7%)
bedchg_-50_specchg_-10,의사당입원환자수,0.8938775498102673,4.0327,낮음 (전국평균 대비 22.2%)
bedchg_-50_specchg_-10,의사당외래환자수,6.716918730809169,10.625,낮음 (전국평균 대비 63.2%)
bedchg_-50_specchg_-10,외래대비입원비율,0.13865514421502598,0.3795,낮음 (전국평균 대비 36.5%)
bedchg_-50_specchg_-10,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bedchg_-50_specchg_0,병상가동률(%),82.70287424922792,85.0,적정 (전국평균 대비 97.3%)
bedchg_-50_specchg_0,병상당의사수,0.11330519243800823,0.1671,낮음 (전국평균 대비 67.8%)
bedchg_-50_specchg_0,의사당입원환자수,0.965342103355802,4.0327,낮음 (전국평균 대비 23.9%)
bedchg_-50_specchg_0,의사당외래환자수,6.225453359425963,10.625,낮음 (전국평균 대비 58.6%)
bedchg_-50_specchg_0,외래대비입원비율,0.16055535524656955,0.3795,낮음 (전국평균 대비 42.3%)
bedchg_-50_specchg_0,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bedchg_-50_specchg_10,병상가동률(%),83.33333333333333,85.0,적정 (전국평균 대비 98.0%)
bedchg_-50_specchg_10,병상당의사수,0.14023097368682205,0.1671,적정 (전국평균 대비 83.9%)
bedchg_-50_specchg_10,의사당입원환자수,1.0304708645239524,4.0327,낮음 (전국평균 대비 25.6%)
bedchg_-50_specchg_10,의사당외래환자수,5.783981541786809,10.625,낮음 (전국평균 대비 54.4%)
bedchg_-50_specchg_10,외래대비입원비율,0.1833958153494579,0.3795,낮음 (전국평균 대비 48.3%)
bedchg_-50_specchg_10,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bedchg_0_specchg_-10,병상가동률(%),68.51934743553188,85.0,적정 (전국평균 대비 80.6%)
