시뮬레이션회차,지표명,시뮬레이션값,전국평균,평가
2023,병상가동률(%),81.7012737322759,85.0,적정 (전국평균 대비 96.1%)
2023,병상당의사수,0.09950823331349577,0.1671,낮음 (전국평균 대비 59.6%)
2023,의사당입원환자수,1.0329223744292237,4.0327,낮음 (전국평균 대비 25.6%)
2023,의사당외래환자수,5.769939207798797,10.625,낮음 (전국평균 대비 54.3%)
2023,외래대비입원비율,0.18514577852911196,0.3795,낮음 (전국평균 대비 48.8%)
2023,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
2024,병상가동률(%),82.19150952058969,85.0,적정 (전국평균 대비 96.7%)
2024,병상당의사수,0.09842654096553949,0.1671,낮음 (전국평균 대비 58.9%)
2024,의사당입원환자수,0.9941389833886166,4.0327,낮음 (전국평균 대비 24.7%)
2024,의사당외래환자수,6.028738685218626,10.625,낮음 (전국평균 대비 56.7%)
2024,외래대비입원비율,0.17251824923784803,0.3795,낮음 (전국평균 대비 45.5%)
2024,고가도지표,0.9999999999999998,1.0,적정 (전국평균 대비 100.0%)
2025,병상가동률(%),83.15193800335776,85.0,적정 (전국평균 대비 97.8%)
2025,병상당의사수,0.09873238120248974,0.1671,낮음 (전국평균 대비 59.1%)
2025,의사당입원환자수,1.015947927102938,4.0327,낮음 (전국평균 대비 25.2%)
2025,의사당외래환자수,5.8610104089613815,10.625,낮음 (전국평균 대비 55.2%)
2025,외래대비입원비율,0.1758405200871279,0.3795,낮음 (전국평균 대비 46.3%)
2025,고가도지표,1.0000000000000002,1.0,적정 (전국평균 대비 100.0%)
2026,병상가동률(%),83.28134241843519,85.0,적정 (전국평균 대비 98.0%)
2026,병상당의사수,0.09839896231681707,0.1671,낮음 (전국평균 대비 58.9%)
2026,의사당입원환자수,1.0380788072165992,4.0327,낮음 (전국평균 대비 25.7%)
2026,의사당외래환자수,5.733597309664997,10.625,낮음 (전국평균 대비 54.0%)
2026,외래대비입원비율,0.18842412396495056,0.3795,낮음 (전국평균 대비 49.7%)
2026,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
2027,병상가동률(%),83.33333333333333,85.0,적정 (전국평균 대비 98.0%)
2027,병상당의사수,0.09880415292429394,0.1671,낮음 (전국평균 대비 59.1%)
2027,의사당입원환자수,1.0664456261839306,4.0327,낮음 (전국평균 대비 26.4%)
2027,의사당외래환자수,5.556915769033242,10.625,낮음 (전국평균 대비 52.3%)
2027,외래대비입원비율,0.1956459762256393,0.3795,낮음 (전국평균 대비 51.6%)
2027,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
