"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3005"
"59세 이하","2","I10","본태성(일차성)고혈압","1236"
"59세 이하","3","K05","치은염(잇몸염)및 치주 질환","1014"
"59세 이하","4","E11","인슐린-비의존 당뇨병","981"
"59세 이하","5","N18","만성 콩팥(신장)기능상실","920"
"59세 이하","6","M51","기타 추간판장애","757"
"59세 이하","7","K02","치아우식증","586"
"59세 이하","8","K29","위염 및 십이지장염","508"
"59세 이하","9","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","507"
"59세 이하","10","K21","위-식도역류병","454"
"59세 이하","11","N39","비뇨기계통의 기타 장애","421"
"59세 이하","12","B18","만성 바이러스간염","392"
"59세 이하","13","R07","인후 및 흉곽의 동통","386"
"59세 이하","14","M13","추 락","381"
"59세 이하","15","N40","전립선증식증","368"
"59세 이하","16","M17","윤충증","362"
"59세 이하","17","J30","혈관운동성 및 앨러지성 비염","351"
"59세 이하","18","M75","어깨병변","348"
"59세 이하","19","S33","허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","335"
"59세 이하","20","M54","배통","330"
"60대","1","I10","본태성(일차성)고혈압","3388"
"60대","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3215"
"60대","3","N40","전립선증식증","2796"
"60대","4","E11","인슐린-비의존 당뇨병","2607"
"60대","5","M81","병적골절이 없는 골다공증","1387"
"60대","6","K05","치은염(잇몸염)및 치주 질환","1346"
"60대","7","M13","추 락","1267"
"60대","8","M17","윤충증","1194"
"60대","9","K21","위-식도역류병","1152"
"60대","10","I20","협심증","1134"
"60대","11","K29","위염 및 십이지장염","1062"
"60대","12","M51","기타 추간판장애","1045"
"60대","13","M48","기타 척추병증","1037"
"60대","14","I63","뇌경색증","970"
"60대","15","K08","치아 및 지지구조의 기타 장애","868"
"60대","16","E78","지질단백질대사장애 및 기타 지질증","782"
"60대","17","M75","어깨병변","778"
"60대","18","H25","노인성 백내장","685"
"60대","19","R07","인후 및 흉곽의 동통","671"
"60대","20","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","580"
"70대","1","N40","전립선증식증","27183"
"70대","2","I10","본태성(일차성)고혈압","14755"
"70대","3","E11","인슐린-비의존 당뇨병","13203"
"70대","4","I20","협심증","9896"
"70대","5","M48","기타 척추병증","9298"
"70대","6","M13","추 락","7905"
"70대","7","K08","치아 및 지지구조의 기타 장애","7118"
"70대","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","6898"
"70대","9","H25","노인성 백내장","6898"
"70대","10","I63","뇌경색증","6777"
"70대","11","M51","기타 추간판장애","6752"
"70대","12","K05","치은염(잇몸염)및 치주 질환","5971"
"70대","13","M17","윤충증","5392"
"70대","14","M75","어깨병변","5213"
"70대","15","N18","만성 콩팥(신장)기능상실","3974"
"70대","16","B35","피부사상균증","3895"
"70대","17","K29","위염 및 십이지장염","3712"
"70대","18","K21","위-식도역류병","3601"
"70대","19","H93","달리 분류되지 않은 귀의 기타 장애","3460"
"70대","20","K04","치수 및 치근단주위조직의 질환","3385"
"80대","1","N40","전립선증식증","5613"
"80대","2","I10","본태성(일차성)고혈압","3779"
"80대","3","I63","뇌경색증","2470"
"80대","4","F00","알츠하이머병에서의 치매(G30.-+)","2391"
"80대","5","E11","인슐린-비의존 당뇨병","2333"
"80대","6","M48","기타 척추병증","2015"
"80대","7","I20","협심증","1913"
"80대","8","C61","전립선의 악성 신생물","1357"
"80대","9","H25","노인성 백내장","1331"
"80대","10","M51","기타 추간판장애","1091"
"80대","11","K08","치아 및 지지구조의 기타 장애","1086"
"80대","12","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1062"
"80대","13","K29","위염 및 십이지장염","1000"
"80대","14","M17","윤충증","874"
"80대","15","M13","추 락","860"
"80대","16","J44","기타 만성 폐쇄성 폐질환","793"
"80대","17","N18","만성 콩팥(신장)기능상실","753"
"80대","18","K05","치은염(잇몸염)및 치주 질환","751"
"80대","19","F32","우울증 에피소드","666"
"80대","20","K21","위-식도역류병","617"
"90세 이상","1","N40","전립선증식증","1992"
"90세 이상","2","I10","본태성(일차성)고혈압","1132"
"90세 이상","3","F00","알츠하이머병에서의 치매(G30.-+)","930"
"90세 이상","4","I63","뇌경색증","792"
"90세 이상","5","E11","인슐린-비의존 당뇨병","662"
"90세 이상","6","M48","기타 척추병증","480"
"90세 이상","7","N18","만성 콩팥(신장)기능상실","347"
"90세 이상","8","K08","치아 및 지지구조의 기타 장애","317"
"90세 이상","9","K29","위염 및 십이지장염","314"
"90세 이상","10","H25","노인성 백내장","301"
"90세 이상","11","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","286"
"90세 이상","12","C61","전립선의 악성 신생물","281"
"90세 이상","13","M17","윤충증","280"
"90세 이상","14","I20","협심증","241"
"90세 이상","15","L29","소양증","211"
"90세 이상","16","F03","상세불명의 치매","198"
"90세 이상","17","M51","기타 추간판장애","186"
"90세 이상","18","K21","위-식도역류병","182"
"90세 이상","19","C67","방광의 악성 신생물","181"
"90세 이상","20","J18","상세불명 병원체의 폐렴","175"
