"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","E30","달리 분류되지 않은 사춘기의 장애","10074"
"59세 이하","2","J20","급성 기관지염","3872"
"59세 이하","3","J00","급성 코인두염 [감기]","3120"
"59세 이하","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2551"
"59세 이하","5","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2111"
"59세 이하","6","E34","기타 내분비장애","1931"
"59세 이하","7","I10","본태성(원발성) 고혈압","1814"
"59세 이하","8","E11","인슐린-비의존 당뇨병","1778"
"59세 이하","9","N18","만성 콩팥(신장)기능상실","1321"
"59세 이하","10","J21","급성 세기관지염","1317"
"59세 이하","11","M48","기타 척추병증","1233"
"59세 이하","12","K05","치은염(잇몸염)및 치주 질환","1097"
"59세 이하","13","J03","급성 편도염","1093"
"59세 이하","14","I20","협심증","943"
"59세 이하","15","J30","혈관운동성 및 앨러지성 비염","855"
"59세 이하","16","J02","급성 인두염","813"
"59세 이하","17","K21","위-식도역류병","799"
"59세 이하","18","R52","달리 분류되지 않은 통증","789"
"59세 이하","19","M51","기타 추간판장애","780"
"59세 이하","20","K29","위염 및 십이지장염","772"
"60대","1","I10","본태성(원발성) 고혈압","3553"
"60대","2","E11","인슐린-비의존 당뇨병","3328"
"60대","3","M48","기타 척추병증","2825"
"60대","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2614"
"60대","5","N40","전립선증식증","2499"
"60대","6","I20","협심증","2218"
"60대","7","M17","윤충증","2018"
"60대","8","K05","치은염(잇몸염)및 치주 질환","1781"
"60대","9","K21","위-식도역류병","1288"
"60대","10","M75","어깨병변","1119"
"60대","11","K29","위염 및 십이지장염","1055"
"60대","12","N18","만성 콩팥(신장)기능상실","967"
"60대","13","J00","급성 코인두염 [감기]","956"
"60대","14","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","955"
"60대","15","E78","지질단백질대사장애 및 기타 지질증","930"
"60대","16","F32","우울증 에피소드","877"
"60대","17","M79","달리 분류되지 않은 기타 연조직장애","834"
"60대","18","H25","노인성 백내장","810"
"60대","19","M51","기타 추간판장애","807"
"60대","20","I63","뇌경색증","759"
"70대","1","N40","전립선증식증","21003"
"70대","2","E11","인슐린-비의존 당뇨병","16144"
"70대","3","M48","기타 척추병증","15947"
"70대","4","I20","협심증","13593"
"70대","5","I10","본태성(원발성) 고혈압","13486"
"70대","6","K05","치은염(잇몸염)및 치주 질환","9863"
"70대","7","M17","윤충증","8834"
"70대","8","H25","노인성 백내장","8410"
"70대","9","K21","위-식도역류병","5545"
"70대","10","L23","앨러지성 접촉피부염","5047"
"70대","11","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","4660"
"70대","12","J44","기타 만성 폐쇄성 폐질환","4605"
"70대","13","N18","만성 콩팥(신장)기능상실","4513"
"70대","14","M75","어깨병변","4445"
"70대","15","B35","피부사상균증","4322"
"70대","16","I63","뇌경색증","4118"
"70대","17","J30","혈관운동성 및 앨러지성 비염","4077"
"70대","18","R53","병감 및 피로","4056"
"70대","19","K02","치아우식증","3942"
"70대","20","K04","치수 및 치근단주위조직의 질환","3396"
"80대","1","N40","전립선증식증","3882"
"80대","2","I10","본태성(원발성) 고혈압","3299"
"80대","3","M48","기타 척추병증","2816"
"80대","4","F00","알츠하이머병에서의 치매(G30.-+)","2731"
"80대","5","E11","인슐린-비의존 당뇨병","2326"
"80대","6","I20","협심증","2225"
"80대","7","M17","윤충증","1659"
"80대","8","R53","병감 및 피로","1464"
"80대","9","N18","만성 콩팥(신장)기능상실","1347"
"80대","10","I63","뇌경색증","1253"
"80대","11","J44","기타 만성 폐쇄성 폐질환","1177"
"80대","12","K05","치은염(잇몸염)및 치주 질환","1018"
"80대","13","H25","노인성 백내장","999"
"80대","14","K21","위-식도역류병","894"
"80대","15","C61","전립선의 악성 신생물","757"
"80대","16","I48","심방세동 및 조동","736"
"80대","17","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","713"
"80대","18","R41","인지기능 및 자각에 관한 기타 증상 및 징후","696"
"80대","19","J00","급성 코인두염 [감기]","692"
"80대","20","F32","우울증 에피소드","676"
"90세 이상","1","N40","전립선증식증","1490"
"90세 이상","2","I10","본태성(원발성) 고혈압","767"
"90세 이상","3","F00","알츠하이머병에서의 치매(G30.-+)","755"
"90세 이상","4","M48","기타 척추병증","694"
"90세 이상","5","R53","병감 및 피로","418"
"90세 이상","6","E11","인슐린-비의존 당뇨병","416"
"90세 이상","7","J44","기타 만성 폐쇄성 폐질환","406"
"90세 이상","8","I20","협심증","398"
"90세 이상","9","M17","윤충증","365"
"90세 이상","10","N18","만성 콩팥(신장)기능상실","356"
"90세 이상","11","I69","대뇌혈관 질환의 후유증","330"
"90세 이상","12","I63","뇌경색증","313"
"90세 이상","13","M19","연기, 불 및 화염에 노출","256"
"90세 이상","14","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","224"
"90세 이상","15","H25","노인성 백내장","214"
"90세 이상","16","K05","치은염(잇몸염)및 치주 질환","214"
"90세 이상","17","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","207"
"90세 이상","18","J00","급성 코인두염 [감기]","193"
"90세 이상","19","I48","심방세동 및 조동","192"
"90세 이상","20","M51","기타 추간판장애","177"
