"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2842"
"59세 이하","2","J18","상세불명 병원체의 폐렴","2376"
"59세 이하","3","J00","급성 코인두염[감기]","1098"
"59세 이하","4","E11","인슐린-비의존 당뇨병","939"
"59세 이하","5","J02","급성 인두염","783"
"59세 이하","6","I10","본태성(일차성)고혈압","719"
"59세 이하","7","K02","치아우식증","718"
"59세 이하","8","M17","윤충증","714"
"59세 이하","9","N18","만성 콩팥(신장)기능상실","663"
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","635"
"59세 이하","11","M54","배통","598"
"59세 이하","12","G82","하반신마비 및 사지마비","578"
"59세 이하","13","R52","달리 분류되지 않은 통증","555"
"59세 이하","14","L29","소양증","538"
"59세 이하","15","K30","소화불량","504"
"59세 이하","16","L30","기타 피부염","498"
"59세 이하","17","K29","위염 및 십이지장염","469"
"59세 이하","18","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","425"
"59세 이하","19","M51","기타 추간판장애","409"
"59세 이하","20","M96","달리 분류되지 않은 처치후 근육골격 장애","390"
"60대","1","E11","인슐린-비의존 당뇨병","3365"
"60대","2","M17","윤충증","2837"
"60대","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2702"
"60대","4","N40","전립선증식증","2595"
"60대","5","I10","본태성(일차성)고혈압","2466"
"60대","6","N18","만성 콩팥(신장)기능상실","2014"
"60대","7","K02","치아우식증","1433"
"60대","8","M54","배통","1393"
"60대","9","M48","기타 척추병증","1372"
"60대","10","K05","치은염(잇몸염)및 치주 질환","1363"
"60대","11","I20","협심증","1174"
"60대","12","M75","어깨병변","1092"
"60대","13","L29","소양증","1010"
"60대","14","F41","기타 불안장애","995"
"60대","15","B35","피부사상균증","965"
"60대","16","K30","소화불량","905"
"60대","17","J00","급성 코인두염[감기]","891"
"60대","18","K29","위염 및 십이지장염","877"
"60대","19","L30","기타 피부염","861"
"60대","20","H04","눈물기관의 장애","736"
"70대","1","N40","전립선증식증","33175"
"70대","2","E11","인슐린-비의존 당뇨병","19341"
"70대","3","I10","본태성(일차성)고혈압","15782"
"70대","4","M48","기타 척추병증","12487"
"70대","5","M17","윤충증","12329"
"70대","6","I20","협심증","11200"
"70대","7","L29","소양증","11014"
"70대","8","K05","치은염(잇몸염)및 치주 질환","10715"
"70대","9","M54","배통","9332"
"70대","10","N18","만성 콩팥(신장)기능상실","9081"
"70대","11","K02","치아우식증","8325"
"70대","12","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","7364"
"70대","13","L30","기타 피부염","7152"
"70대","14","F41","기타 불안장애","6898"
"70대","15","I63","뇌경색증","6576"
"70대","16","K08","치아 및 지지구조의 기타 장애","5642"
"70대","17","H25","노인성 백내장","5588"
"70대","18","J00","급성 코인두염[감기]","5478"
"70대","19","C61","전립선의 악성 신생물","5396"
"70대","20","H35","기타 망막장애","5350"
"80대","1","N40","전립선증식증","4525"
"80대","2","I10","본태성(일차성)고혈압","2822"
"80대","3","E11","인슐린-비의존 당뇨병","2817"
"80대","4","N18","만성 콩팥(신장)기능상실","2263"
"80대","5","M48","기타 척추병증","1851"
"80대","6","M17","윤충증","1783"
"80대","7","I20","협심증","1474"
"80대","8","F41","기타 불안장애","1293"
"80대","9","L29","소양증","1263"
"80대","10","I63","뇌경색증","1260"
"80대","11","K05","치은염(잇몸염)및 치주 질환","1111"
"80대","12","M54","배통","1069"
"80대","13","L30","기타 피부염","942"
"80대","14","C61","전립선의 악성 신생물","793"
"80대","15","R53","병감 및 피로","758"
"80대","16","J00","급성 코인두염[감기]","757"
"80대","17","H25","노인성 백내장","756"
"80대","18","K02","치아우식증","743"
"80대","19","H35","기타 망막장애","739"
"80대","20","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","735"
"90세 이상","1","N40","전립선증식증","1098"
"90세 이상","2","I10","본태성(일차성)고혈압","559"
"90세 이상","3","E11","인슐린-비의존 당뇨병","461"
"90세 이상","4","N18","만성 콩팥(신장)기능상실","293"
"90세 이상","5","M48","기타 척추병증","285"
"90세 이상","6","I20","협심증","279"
"90세 이상","7","L29","소양증","278"
"90세 이상","8","F03","상세불명의 치매","241"
"90세 이상","9","I63","뇌경색증","238"
"90세 이상","10","C61","전립선의 악성 신생물","237"
"90세 이상","11","M17","윤충증","218"
"90세 이상","12","R53","병감 및 피로","199"
"90세 이상","13","M50","목뼈원판 장애","184"
"90세 이상","14","K29","위염 및 십이지장염","180"
"90세 이상","15","K05","치은염(잇몸염)및 치주 질환","168"
"90세 이상","16","K08","치아 및 지지구조의 기타 장애","160"
"90세 이상","17","H35","기타 망막장애","154"
"90세 이상","18","H04","눈물기관의 장애","149"
"90세 이상","19","H25","노인성 백내장","146"
"90세 이상","20","K59","기타 기능적 창자 장애","141"
