"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","G82","하반신마비 및 사지마비","4541"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","3799"
"59세 이하","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3273"
"59세 이하","4","E11","인슐린-비의존 당뇨병","2823"
"59세 이하","5","K02","치아우식증","2298"
"59세 이하","6","I10","본태성(원발성) 고혈압","2286"
"59세 이하","7","G81","편마비","2134"
"59세 이하","8","K08","치아 및 지지구조의 기타 장애","2065"
"59세 이하","9","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2019"
"59세 이하","10","F20","조현병","1997"
"59세 이하","11","M79","달리 분류되지 않은 기타 연조직장애","1805"
"59세 이하","12","H04","눈물기관의 장애","1474"
"59세 이하","13","M51","기타 추간판장애","1323"
"59세 이하","14","R52","달리 분류되지 않은 통증","1312"
"59세 이하","15","L29","소양증","1287"
"59세 이하","16","N18","만성 콩팥(신장)기능상실","1265"
"59세 이하","17","K04","치수 및 치근단주위조직의 질환","1123"
"59세 이하","18","M75","어깨병변","982"
"59세 이하","19","F32","우울증 에피소드","956"
"59세 이하","20","J00","급성 코인두염 [감기]","949"
"60대","1","I10","본태성(원발성) 고혈압","7359"
"60대","2","E11","인슐린-비의존 당뇨병","6944"
"60대","3","K05","치은염(잇몸염)및 치주 질환","6809"
"60대","4","K08","치아 및 지지구조의 기타 장애","5248"
"60대","5","N40","전립선증식증","4015"
"60대","6","M48","기타 척추병증","3591"
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3555"
"60대","8","H04","눈물기관의 장애","3399"
"60대","9","M17","윤충증","2771"
"60대","10","I63","뇌경색증","2386"
"60대","11","H25","노인성 백내장","2384"
"60대","12","K02","치아우식증","2383"
"60대","13","M81","병적골절이 없는 골다공증","2219"
"60대","14","N95","폐경기 및 기타 폐경기전후 장애","2159"
"60대","15","I20","협심증","2142"
"60대","16","M75","어깨병변","2100"
"60대","17","G81","편마비","1919"
"60대","18","M51","기타 추간판장애","1899"
"60대","19","E78","지질단백질대사장애 및 기타 지질증","1897"
"60대","20","L29","소양증","1789"
"70대","1","N40","전립선증식증","47001"
"70대","2","I10","본태성(원발성) 고혈압","37972"
"70대","3","E11","인슐린-비의존 당뇨병","37930"
"70대","4","K08","치아 및 지지구조의 기타 장애","37415"
"70대","5","K05","치은염(잇몸염)및 치주 질환","29381"
"70대","6","I20","협심증","22328"
"70대","7","M48","기타 척추병증","21316"
"70대","8","I63","뇌경색증","21183"
"70대","9","H25","노인성 백내장","19120"
"70대","10","H04","눈물기관의 장애","18385"
"70대","11","M51","기타 추간판장애","16234"
"70대","12","L29","소양증","15079"
"70대","13","G81","편마비","12697"
"70대","14","C61","전립선의 악성 신생물","12053"
"70대","15","R42","현기 및 어지러움","11605"
"70대","16","M17","윤충증","11434"
"70대","17","K02","치아우식증","11175"
"70대","18","N18","만성 콩팥(신장)기능상실","10352"
"70대","19","K04","치수 및 치근단주위조직의 질환","9137"
"70대","20","M75","어깨병변","8584"
"80대","1","N40","전립선증식증","11697"
"80대","2","I10","본태성(원발성) 고혈압","11034"
"80대","3","E11","인슐린-비의존 당뇨병","7966"
"80대","4","M48","기타 척추병증","6645"
"80대","5","I63","뇌경색증","6381"
"80대","6","K08","치아 및 지지구조의 기타 장애","6290"
"80대","7","H25","노인성 백내장","5758"
"80대","8","I20","협심증","4806"
"80대","9","R42","현기 및 어지러움","4375"
"80대","10","K05","치은염(잇몸염)및 치주 질환","4237"
"80대","11","N18","만성 콩팥(신장)기능상실","3940"
"80대","12","M17","윤충증","3846"
"80대","13","H04","눈물기관의 장애","3615"
"80대","14","M51","기타 추간판장애","3246"
"80대","15","C61","전립선의 악성 신생물","2991"
"80대","16","L29","소양증","2626"
"80대","17","F00","알츠하이머병에서의 치매(G30.-+)","2501"
"80대","18","F32","우울증 에피소드","2195"
"80대","19","F03","상세불명의 치매","2194"
"80대","20","R52","달리 분류되지 않은 통증","2003"
"90세 이상","1","N40","전립선증식증","3379"
"90세 이상","2","I10","본태성(원발성) 고혈압","2424"
"90세 이상","3","I63","뇌경색증","1787"
"90세 이상","4","E11","인슐린-비의존 당뇨병","1310"
"90세 이상","5","M48","기타 척추병증","1235"
"90세 이상","6","N18","만성 콩팥(신장)기능상실","1111"
"90세 이상","7","H25","노인성 백내장","1073"
"90세 이상","8","K08","치아 및 지지구조의 기타 장애","1043"
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1041"
"90세 이상","10","I20","협심증","988"
"90세 이상","11","R42","현기 및 어지러움","983"
"90세 이상","12","K05","치은염(잇몸염)및 치주 질환","718"
"90세 이상","13","H04","눈물기관의 장애","699"
"90세 이상","14","F03","상세불명의 치매","680"
"90세 이상","15","M17","윤충증","650"
"90세 이상","16","C61","전립선의 악성 신생물","634"
"90세 이상","17","L29","소양증","585"
"90세 이상","18","M51","기타 추간판장애","572"
"90세 이상","19","F32","우울증 에피소드","545"
"90세 이상","20","J44","기타 만성 폐쇄성 폐질환","491"
