"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1635"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","1435"
"59세 이하","3","K29","위염 및 십이지장염","1181"
"59세 이하","4","M54","배통","1109"
"59세 이하","5","I10","본태성(일차성)고혈압","979"
"59세 이하","6","E11","인슐린-비의존 당뇨병","971"
"59세 이하","7","M51","기타 추간판장애","816"
"59세 이하","8","K02","치아우식증","628"
"59세 이하","9","M15","진균증","614"
"59세 이하","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","568"
"59세 이하","11","N18","만성 콩팥(신장)기능상실","512"
"59세 이하","12","J30","혈관운동성 및 앨러지성 비염","449"
"59세 이하","13","M17","윤충증","398"
"59세 이하","14","M75","어깨병변","384"
"59세 이하","15","E86","체액용적고갈","375"
"59세 이하","16","K63","창자의 기타 질환","337"
"59세 이하","17","N40","전립선증식증","333"
"59세 이하","18","J98","기타 호흡장애","331"
"59세 이하","19","G82","하반신마비 및 사지마비","323"
"59세 이하","20","M48","기타 척추병증","315"
"60대","1","I10","본태성(일차성)고혈압","2723"
"60대","2","E11","인슐린-비의존 당뇨병","2627"
"60대","3","K05","치은염(잇몸염)및 치주 질환","2067"
"60대","4","N40","전립선증식증","1969"
"60대","5","M54","배통","1928"
"60대","6","K29","위염 및 십이지장염","1796"
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1675"
"60대","8","E86","체액용적고갈","1189"
"60대","9","M48","기타 척추병증","1180"
"60대","10","M17","윤충증","1113"
"60대","11","I69","대뇌혈관 질환의 후유증","874"
"60대","12","E78","지질단백질대사장애 및 기타 지질증","830"
"60대","13","K63","창자의 기타 질환","772"
"60대","14","K08","치아 및 지지구조의 기타 장애","745"
"60대","15","K02","치아우식증","744"
"60대","16","M75","어깨병변","734"
"60대","17","M15","진균증","714"
"60대","18","J30","혈관운동성 및 앨러지성 비염","703"
"60대","19","B35","피부사상균증","673"
"60대","20","M81","병적골절이 없는 골다공증","657"
"70대","1","N40","전립선증식증","19592"
"70대","2","E11","인슐린-비의존 당뇨병","12555"
"70대","3","I10","본태성(일차성)고혈압","10631"
"70대","4","K05","치은염(잇몸염)및 치주 질환","10282"
"70대","5","M54","배통","10274"
"70대","6","M48","기타 척추병증","9528"
"70대","7","I69","대뇌혈관 질환의 후유증","6850"
"70대","8","K08","치아 및 지지구조의 기타 장애","5748"
"70대","9","K29","위염 및 십이지장염","5232"
"70대","10","L29","소양증","5097"
"70대","11","K02","치아우식증","4777"
"70대","12","I20","협심증","4556"
"70대","13","M17","윤충증","4514"
"70대","14","E86","체액용적고갈","4173"
"70대","15","N18","만성 콩팥(신장)기능상실","3801"
"70대","16","F03","상세불명의 치매","3736"
"70대","17","J44","기타 만성 폐쇄성 폐질환","3674"
"70대","18","B35","피부사상균증","3633"
"70대","19","Z95","심장 및 혈관 삽입물 및 이식편의 존재","3539"
"70대","20","J30","혈관운동성 및 앨러지성 비염","3490"
"80대","1","N40","전립선증식증","3876"
"80대","2","F03","상세불명의 치매","2235"
"80대","3","M48","기타 척추병증","2215"
"80대","4","I10","본태성(일차성)고혈압","2187"
"80대","5","E11","인슐린-비의존 당뇨병","1954"
"80대","6","I69","대뇌혈관 질환의 후유증","1720"
"80대","7","E86","체액용적고갈","1408"
"80대","8","N18","만성 콩팥(신장)기능상실","1246"
"80대","9","K05","치은염(잇몸염)및 치주 질환","1046"
"80대","10","R42","현기 및 어지러움","941"
"80대","11","M17","윤충증","883"
"80대","12","K08","치아 및 지지구조의 기타 장애","852"
"80대","13","L29","소양증","839"
"80대","14","K29","위염 및 십이지장염","811"
"80대","15","M54","배통","690"
"80대","16","J44","기타 만성 폐쇄성 폐질환","669"
"80대","17","C61","전립선의 악성 신생물","629"
"80대","18","J98","기타 호흡장애","617"
"80대","19","R51","두통","612"
"80대","20","I48","심방세동 및 조동","574"
"90세 이상","1","N40","전립선증식증","1235"
"90세 이상","2","F03","상세불명의 치매","801"
"90세 이상","3","I10","본태성(일차성)고혈압","580"
"90세 이상","4","M48","기타 척추병증","531"
"90세 이상","5","E86","체액용적고갈","356"
"90세 이상","6","R42","현기 및 어지러움","342"
"90세 이상","7","E11","인슐린-비의존 당뇨병","341"
"90세 이상","8","I69","대뇌혈관 질환의 후유증","330"
"90세 이상","9","N18","만성 콩팥(신장)기능상실","293"
"90세 이상","10","M54","배통","286"
"90세 이상","11","K05","치은염(잇몸염)및 치주 질환","286"
"90세 이상","12","J40","급성인지 만성인지 명시되지 않은 기관지염","250"
"90세 이상","13","L29","소양증","243"
"90세 이상","14","K08","치아 및 지지구조의 기타 장애","238"
"90세 이상","15","K29","위염 및 십이지장염","200"
"90세 이상","16","M17","윤충증","195"
"90세 이상","17","J98","기타 호흡장애","195"
"90세 이상","18","K59","기타 기능적 창자 장애","193"
"90세 이상","19","J44","기타 만성 폐쇄성 폐질환","174"
"90세 이상","20","F51","비기질적 수면 장애","168"
