"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","959"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","725"
"59세 이하","3","I10","본태성(일차성)고혈압","376"
"59세 이하","4","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","260"
"59세 이하","5","M54","배통","225"
"59세 이하","6","M48","기타 척추병증","219"
"59세 이하","7","E11","인슐린-비의존 당뇨병","209"
"59세 이하","8","M51","기타 추간판장애","209"
"59세 이하","9","H04","눈물기관의 장애","177"
"59세 이하","10","J00","급성 코인두염[감기]","165"
"59세 이하","11","M19","연기, 불 및 화염에 노출","165"
"59세 이하","12","S83","무릎의 관절 및 인대의 탈구. 염좌 및 긴장","159"
"59세 이하","13","S06","머리내 손상","153"
"59세 이하","14","N40","전립선증식증","149"
"59세 이하","15","J02","급성 인두염","142"
"59세 이하","16","I63","뇌경색증","131"
"59세 이하","17","B35","피부사상균증","131"
"59세 이하","18","M17","윤충증","127"
"59세 이하","19","L24","자극성 접촉피부염","121"
"59세 이하","20","K21","위-식도역류병","118"
"60대","1","K05","치은염(잇몸염)및 치주 질환","1113"
"60대","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1085"
"60대","3","I10","본태성(일차성)고혈압","991"
"60대","4","M48","기타 척추병증","871"
"60대","5","N40","전립선증식증","714"
"60대","6","E11","인슐린-비의존 당뇨병","616"
"60대","7","M17","윤충증","480"
"60대","8","M19","연기, 불 및 화염에 노출","445"
"60대","9","H04","눈물기관의 장애","402"
"60대","10","M75","어깨병변","376"
"60대","11","M54","배통","376"
"60대","12","K21","위-식도역류병","250"
"60대","13","B35","피부사상균증","224"
"60대","14","I63","뇌경색증","197"
"60대","15","H25","노인성 백내장","194"
"60대","16","M51","기타 추간판장애","182"
"60대","17","E78","지질단백질대사장애 및 기타 지질증","159"
"60대","18","J00","급성 코인두염[감기]","156"
"60대","19","J02","급성 인두염","141"
"60대","20","R51","두통","139"
"70대","1","N40","전립선증식증","8462"
"70대","2","K05","치은염(잇몸염)및 치주 질환","6399"
"70대","3","I10","본태성(일차성)고혈압","5087"
"70대","4","M48","기타 척추병증","4867"
"70대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2945"
"70대","6","E11","인슐린-비의존 당뇨병","2749"
"70대","7","M17","윤충증","1953"
"70대","8","I63","뇌경색증","1876"
"70대","9","H04","눈물기관의 장애","1702"
"70대","10","M75","어깨병변","1563"
"70대","11","M54","배통","1432"
"70대","12","H25","노인성 백내장","1281"
"70대","13","K21","위-식도역류병","1261"
"70대","14","M19","연기, 불 및 화염에 노출","1246"
"70대","15","B35","피부사상균증","1184"
"70대","16","M51","기타 추간판장애","1020"
"70대","17","K04","치수 및 치근단주위조직의 질환","978"
"70대","18","H26","기타 백내장","891"
"70대","19","R42","현기 및 어지러움","833"
"70대","20","H90","전음성 및 감각신경성 청력소실","756"
"80대","1","N40","전립선증식증","2380"
"80대","2","M48","기타 척추병증","1805"
"80대","3","I10","본태성(일차성)고혈압","1700"
"80대","4","K05","치은염(잇몸염)및 치주 질환","1378"
"80대","5","E11","인슐린-비의존 당뇨병","700"
"80대","6","F00","알츠하이머병에서의 치매(G30.-+)","634"
"80대","7","I63","뇌경색증","623"
"80대","8","M54","배통","591"
"80대","9","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","580"
"80대","10","M17","윤충증","525"
"80대","11","H04","눈물기관의 장애","451"
"80대","12","R42","현기 및 어지러움","351"
"80대","13","M19","연기, 불 및 화염에 노출","301"
"80대","14","K59","기타 기능적 창자 장애","298"
"80대","15","M51","기타 추간판장애","289"
"80대","16","H90","전음성 및 감각신경성 청력소실","280"
"80대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","273"
"80대","18","M75","어깨병변","248"
"80대","19","B35","피부사상균증","211"
"80대","20","E46","상세불명의 단백칼로리 영양실조","196"
"90세 이상","1","N40","전립선증식증","705"
"90세 이상","2","M48","기타 척추병증","624"
"90세 이상","3","I10","본태성(일차성)고혈압","505"
"90세 이상","4","K05","치은염(잇몸염)및 치주 질환","254"
"90세 이상","5","F00","알츠하이머병에서의 치매(G30.-+)","187"
"90세 이상","6","E11","인슐린-비의존 당뇨병","171"
"90세 이상","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","137"
"90세 이상","8","I63","뇌경색증","136"
"90세 이상","9","M17","윤충증","117"
"90세 이상","10","H04","눈물기관의 장애","116"
"90세 이상","11","M54","배통","109"
"90세 이상","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","93"
"90세 이상","13","K59","기타 기능적 창자 장애","90"
"90세 이상","14","H90","전음성 및 감각신경성 청력소실","70"
"90세 이상","15","R42","현기 및 어지러움","69"
"90세 이상","16","B35","피부사상균증","68"
"90세 이상","17","M51","기타 추간판장애","67"
"90세 이상","18","I20","협심증","61"
"90세 이상","19","L29","소양증","60"
"90세 이상","20","K21","위-식도역류병","56"
