구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,45,-,34,1,-,-,35,80,0.2
소화기내과,793,-,294,27,-,-,321,"1,114",3.1
심장내과,134,1,55,2,-,-,58,192,0.5
호흡기내과,107,1,89,9,-,-,99,206,0.6
내분비내과,29,-,10,1,-,-,11,40,0.1
류마티스내과,10,-,6,1,-,-,7,17,-
신장내과,70,-,27,6,-,-,33,103,0.3
신경과,63,-,41,2,-,-,43,106,0.3
정신건강의학과,-,-,-,-,-,-,-,-,-
혈액종양내과,133,1,215,12,-,-,228,361,1.0
외과,299,-,218,24,-,-,242,541,1.5
정형외과,"1,319",3,498,36,3,3,543,"1,862",5.1
신경외과,50,-,31,6,-,2,39,89,0.2
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
심장초음파실,-,-,-,-,-,-,-,-,-
안과,135,-,104,4,-,-,108,243,0.7
이비인후과,52,-,26,-,-,-,26,78,0.2
피부과,-,-,-,-,-,-,-,-,-
비뇨의학과,51,-,40,-,-,-,40,91,0.2
통증클리닉,-,-,-,-,-,-,-,-,-
건강검진실,-,-,-,-,-,-,-,-,-
가정간호사업실,-,-,-,-,-,-,-,-,-
가정의학과,25,8,25,4,-,-,37,62,0.2
재활의학과,161,-,32,5,-,1,38,199,0.5
한방진료과,-,-,-,-,-,-,-,-,-
응급실,-,-,-,-,-,-,-,-,-
마취통증의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
영상의학과,-,-,-,-,-,-,-,-,-
진단검사의학과,-,-,-,-,-,-,-,-,-
암센터,-,-,-,-,-,-,-,-,-
호스피스실,-,-,-,-,-,-,-,-,-
치과,-,-,-,-,-,-,-,-,-
계,"3,476",14,"1,745",140,3,6,"1,908","5,384",14.8
