"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","I10","본태성(일차성)고혈압","4441"
"가정의학과","2","U07","U07의 응급사용","3996"
"가정의학과","3","E11","인슐린-비의존 당뇨병","2367"
"가정의학과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1218"
"가정의학과","5","F00","알츠하이머병에서의 치매(G30.-+)","907"
"가정의학과","6","E78","지질단백질대사장애 및 기타 지질증","730"
"가정의학과","7","J40","급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS","653"
"가정의학과","8","E46","상세불명의 단백칼로리 영양실조","539"
"가정의학과","9","M81","병적골절이 없는 골다공증","490"
"가정의학과","10","G47","수면장애","430"
"가정의학과","11","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","324"
"가정의학과","12","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","264"
"가정의학과","13","K59","기타 기능적 창자 장애","140"
"가정의학과","14","I63","뇌경색증","134"
"가정의학과","15","J44","기타 만성 폐쇄성 폐질환","125"
"가정의학과","16","I20","협심증","124"
"가정의학과","17","K21","위-식도역류병","88"
"가정의학과","18","B90","결핵의 후유증","88"
"가정의학과","19","K30","소화불량","76"
"가정의학과","20","E03","기타 갑상선기능저하증","71"
"내과","1","I10","본태성(일차성)고혈압","4567"
"내과","2","E11","인슐린-비의존 당뇨병","2900"
"내과","3","K29","위염 및 십이지장염","1107"
"내과","4","J21","급성 세기관지염","1082"
"내과","5","K21","위-식도역류병","863"
"내과","6","E78","지질단백질대사장애 및 기타 지질증","682"
"내과","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","482"
"내과","8","K59","기타 기능적 창자 장애","465"
"내과","9","J44","기타 만성 폐쇄성 폐질환","314"
"내과","10","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","227"
"내과","11","K58","자극성 장증후군","206"
"내과","12","B18","만성 바이러스간염.   주: 다음의 5단위 세분류는 면역관용기 여부를 표기하기 위해 B18.0-B18.1에 사용한다.","202"
"내과","13","I20","협심증","197"
"내과","14","J45","천식","196"
"내과","15","K25","위궤양","196"
"내과","16","U07","U07의 응급사용","190"
"내과","17","E03","기타 갑상선기능저하증","187"
"내과","18","J41","단순성 및 점액화농성 만성 기관지염","178"
"내과","19","K30","소화불량","102"
"내과","20","E10","인슐린-의존 당뇨병","89"
"마취통증의학과","1","M48","기타 척추병증","635"
"마취통증의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","405"
"마취통증의학과","3","M54","배통","327"
"마취통증의학과","4","M75","어깨병변","174"
"마취통증의학과","5","M13","추 락","134"
"마취통증의학과","6","M51","기타 추간판장애","76"
"마취통증의학과","7","M17","윤충증","75"
"마취통증의학과","8","U07","U07의 응급사용","70"
"마취통증의학과","9","M79","달리 분류되지 않은 기타 연조직장애","58"
"마취통증의학과","10","G53","달리 분류된 질환에서의 뇌신경장애","57"
"마취통증의학과","11","M50","목뼈원판 장애","51"
"마취통증의학과","12","B02","대상포진","39"
"마취통증의학과","13","R52","달리 분류되지 않은 통증","26"
