"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3263"
"가정의학과","2","J00","급성 코인두염[감기]","410"
"가정의학과","3","I10","본태성(일차성)고혈압","267"
"가정의학과","4","F00","알츠하이머병에서의 치매(G30.-+)","239"
"가정의학과","5","K29","위염 및 십이지장염","228"
"가정의학과","6","K21","위-식도역류병","195"
"가정의학과","7","C34","기관지 및 폐의 악성 신생물","191"
"가정의학과","8","F03","상세불명의 치매","181"
"가정의학과","9","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","174"
"가정의학과","10","E11","인슐린-비의존 당뇨병","136"
"가정의학과","11","C25","췌장의 악성신생물","108"
"가정의학과","12","C18","결장의 악성 신생물","93"
"가정의학과","13","D24","유방의 양성 신생물","88"
"가정의학과","14","T65","기타 및 상세불명 물질의 중독작용","85"
"가정의학과","15","E78","지질단백질대사장애 및 기타 지질증","83"
"가정의학과","16","C16","위의 악성 신생물","72"
"가정의학과","17","R94","기능검사의 이상결과","68"
"가정의학과","18","R53","병감 및 피로","63"
"가정의학과","19","C22","간 및 간내담관의 악성 신생물","54"
"가정의학과","20","C10","입인두의 악성신생물","53"
"감염내과","1","U07","U07의 응급사용","10870"
"감염내과","2","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","4212"
"감염내과","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","522"
"감염내과","4","Z10","한정된 소인구집단에 대한 정례적인 일반 건강점검","172"
"감염내과","5","R50","원인 미상의 열","38"
"감염내과","6","Z24","특정한 단일 바이러스질환에 대한 예방접종의 필요","33"
"감염내과","7","R05","기침","24"
"감염내과","8","T14","상세불명의 신체부위의 손상","24"
"감염내과","9","Z22","감염성 질환의 보균자","23"
"감염내과","10","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","20"
"감염내과","11","N39","비뇨기계통의 기타 장애","18"
"감염내과","12","J44","기타 만성 폐쇄성 폐질환","16"
"감염내과","13","R91","폐의 진단적 영상상 이상소견","13"
"감염내과","14","L03","혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애","11"
"감염내과","15","J06","다발성 및 상세불명 부위의 급성 상기도감염","8"
"감염내과","16","E11","인슐린-비의존 당뇨병","6"
"감염내과","17","M79","달리 분류되지 않은 기타 연조직장애","6"
"감염내과","18","E55","비타민D결핍","5"
"감염내과","19","R09","순환기계통 및 호흡기계통을 침습한 기타 증상 및 징후","5"
"감염내과","20","J40","급성인지 만성인지 명시되지 않은 기관지염","4"
"내과","1","U07","U07의 응급사용","8542"
"내과","2","B34","상세불명 부위의 바이러스감염","19"
"내과","3","J00","급성 코인두염[감기]","10"
"내과","4","E11","인슐린-비의존 당뇨병","8"
"내과","5","I71","대동맥류 및 박리","6"
"내과","6","A08","바이러스성 및 기타 명시된 장감염","6"
"내과","7","I48","심방세동 및 조동","5"
"내과","8","J20","급성 기관지염","4"
"내과","9","K29","위염 및 십이지장염","2"
"내과","10","J40","급성인지 만성인지 명시되지 않은 기관지염","1"
"내과","11","D64","기타 빈혈","1"
"내분비내과","1","E11","인슐린-비의존 당뇨병","10732"
"내분비내과","2","I10","본태성(일차성)고혈압","1516"
"내분비내과","3","E78","지질단백질대사장애 및 기타 지질증","998"
"내분비내과","4","E03","기타 갑상선기능저하증","558"
"내분비내과","5","R73","혈당치상승","302"
"내분비내과","6","J44","기타 만성 폐쇄성 폐질환","250"
"내분비내과","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","185"
"내분비내과","8","E05","갑상선독증[갑상선기능항진증]","180"
"내분비내과","9","D35","기타 및 상세불명의 내분비선의 양성 신생물","172"
