"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","I10","본태성(원발성) 고혈압","5938"
"가정의학과","2","E11","인슐린-비의존 당뇨병","2709"
"가정의학과","3","J00","급성 코인두염 [감기]","1959"
"가정의학과","4","R53","병감 및 피로","1464"
"가정의학과","5","U07","U07의 응급사용","1329"
"가정의학과","6","E78","지질단백질대사장애 및 기타 지질증","1060"
"가정의학과","7","J30","혈관운동성 및 앨러지성 비염","809"
"가정의학과","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","451"
"가정의학과","9","K59","기타 기능적 창자 장애","362"
"가정의학과","10","J40","급성인지 만성인지 명시되지 않은 기관지염","325"
"가정의학과","11","M79","달리 분류되지 않은 기타 연조직장애","294"
"가정의학과","12","J42","상세불명의 만성 기관지염","222"
"가정의학과","13","C16","위의 악성 신생물","178"
"가정의학과","14","K30","소화불량","178"
"가정의학과","15","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","166"
"가정의학과","16","K29","위염 및 십이지장염","165"
"가정의학과","17","C34","기관지 및 폐의 악성 신생물","144"
"가정의학과","18","R69","미상 및 상세불명의 병인","117"
"가정의학과","19","C25","췌장의 악성신생물","74"
"가정의학과","20","R73","혈당치상승","72"
"내분비내과","1","E11","인슐린-비의존 당뇨병","17553"
"내분비내과","2","E03","기타 갑상선기능저하증","1321"
"내분비내과","3","I10","본태성(원발성) 고혈압","978"
"내분비내과","4","E04","기타 비중독성 갑상선종","786"
"내분비내과","5","E78","지질단백질대사장애 및 기타 지질증","573"
"내분비내과","6","R73","혈당치상승","493"
"내분비내과","7","E06","갑상선염","355"
"내분비내과","8","E05","갑상선독증[갑상선기능항진증]","286"
"내분비내과","9","D35","기타 및 상세불명의 내분비선의 양성 신생물","232"
"내분비내과","10","Z08","악성신생물의 치료후 추후검사","140"
"내분비내과","11","E14","상세불명의 당뇨병","67"
"내분비내과","12","E10","인슐린-의존 당뇨병","65"
"내분비내과","13","E27","부신의 기타 장애","64"
"내분비내과","14","M81","병적골절이 없는 골다공증","61"
"내분비내과","15","C73","갑상선의 악성 신생물","54"
"내분비내과","16","M85","뼈 밀도 및 구조의 기타 장애","41"
"내분비내과","17","E26","고알도스테론증","29"
"내분비내과","18","I11","고혈압성 심장병","29"
"내분비내과","19","E22","뇌하수체의 기능항진증","21"
"내분비내과","20","M80","병적 골절을 동반한 골다공증","21"
"류마티스내과","1","M13","추 락","1363"
"류마티스내과","2","M10","활막 및 건 장애","1214"
"류마티스내과","3","M05","흑색종 및 피부의 기타 악성 신생물","556"
"류마티스내과","4","M15","진균증","361"
"류마티스내과","5","M45","강직척추염","165"
"류마티스내과","6","M06","피부 및 피하조직의 방사선 관련성 장애","154"
"류마티스내과","7","M19","연기, 불 및 화염에 노출","107"
"류마티스내과","8","M81","병적골절이 없는 골다공증","90"
"류마티스내과","9","M35","달리 분류된 질환 및 사망원인과 관련된 보조 요인","56"
"류마티스내과","10","M34","질환과 사망의 외인의 후유증","40"
"류마티스내과","11","M17","윤충증","39"
"류마티스내과","12","M32","진단 및 치료에 이용되는 의료장치에 의한 부작용","36"
"류마티스내과","13","M79","달리 분류되지 않은 기타 연조직장애","36"
"류마티스내과","14","I73","기타 말초혈관질환","22"
"류마티스내과","15","R68","기타 전신 증상 및 징후","17"
"류마티스내과","16","E79","퓨린 및 피리미딘의 대사장애","13"
"류마티스내과","17","M62","기타 근장애","13"
"류마티스내과","18","G54","신경뿌리 및 신경총 장애","12"
"류마티스내과","19","D69","자색반증 및 기타 출혈성 병태","10"
"류마티스내과","20","G56","팔의 단일신경병증","10"
"비뇨의학과","1","N40","전립선증식증","38141"
"비뇨의학과","2","C61","전립선의 악성 신생물","6390"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","3297"
"비뇨의학과","4","R31","상세불명의 혈뇨","1974"
"비뇨의학과","5","M79","달리 분류되지 않은 기타 연조직장애","1354"
"비뇨의학과","6","C67","방광의 악성 신생물","987"
"비뇨의학과","7","N20","콩팥(신장)및 요관의 결석","597"
"비뇨의학과","8","C64","콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물","505"
"비뇨의학과","9","N41","전립선의 염증성 질환","426"
