"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","E86","체액용적고갈","9231"
"가정의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3645"
"가정의학과","3","Z29","기타 예방적 조치의 필요","3491"
"가정의학과","4","U07","U07의 응급사용","3301"
"가정의학과","5","I10","본태성(일차성)고혈압","1637"
"가정의학과","6","J30","혈관운동성 및 앨러지성 비염","1032"
"가정의학과","7","E78","지질단백질대사장애 및 기타 지질증","690"
"가정의학과","8","J00","급성 코인두염[감기]","567"
"가정의학과","9","J06","다발성 및 상세불명 부위의 급성 상기도감염","554"
"가정의학과","10","E11","인슐린-비의존 당뇨병","536"
"가정의학과","11","J02","급성 인두염","495"
"가정의학과","12","K29","위염 및 십이지장염","351"
"가정의학과","13","M81","병적골절이 없는 골다공증","332"
"가정의학과","14","J20","급성 기관지염","254"
"가정의학과","15","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","242"
"가정의학과","16","F32","우울증 에피소드","226"
"가정의학과","17","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","190"
"가정의학과","18","C25","췌장의 악성신생물","161"
"가정의학과","19","K59","기타 기능적 창자 장애","158"
"가정의학과","20","K21","위-식도역류병","134"
"내과","1","I10","본태성(일차성)고혈압","1567"
"내과","2","E11","인슐린-비의존 당뇨병","1225"
"내과","3","N18","만성 콩팥(신장)기능상실","1029"
"내과","4","E78","지질단백질대사장애 및 기타 지질증","306"
"내과","5","R60","달리 분류되지 않은 부종","191"
"내과","6","E87","수분. 전해질 및 산-염기균형의 기타장애","156"
"내과","7","K29","위염 및 십이지장염","141"
"내과","8","I20","협심증","135"
"내과","9","E14","상세불명의 당뇨병","71"
"내과","10","R80","고립성 단백뇨증","52"
"내과","11","K21","위-식도역류병","49"
"내과","12","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","45"
"내과","13","U07","U07의 응급사용","39"
"내과","14","J44","기타 만성 폐쇄성 폐질환","38"
"내과","15","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","38"
"내과","16","E10","인슐린-의존 당뇨병","36"
"내과","17","E03","기타 갑상선기능저하증","34"
"내과","18","N39","비뇨기계통의 기타 장애","29"
"내과","19","Z29","기타 예방적 조치의 필요","29"
"내과","20","E12","영양실조와 관련된 당뇨병","25"
"내분비내과","1","E11","인슐린-비의존 당뇨병","6003"
"내분비내과","2","I10","본태성(일차성)고혈압","723"
"내분비내과","3","E03","기타 갑상선기능저하증","420"
"내분비내과","4","E78","지질단백질대사장애 및 기타 지질증","340"
"내분비내과","5","E05","갑상선독증[갑상선기능항진증]","171"
"내분비내과","6","R73","혈당치상승","141"
"내분비내과","7","D35","기타 및 상세불명의 내분비선의 양성 신생물","136"
"내분비내과","8","M81","병적골절이 없는 골다공증","128"
"내분비내과","9","Z29","기타 예방적 조치의 필요","111"
"내분비내과","10","U07","U07의 응급사용","105"
"내분비내과","11","E04","기타 비중독성 갑상선종","66"
"내분비내과","12","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","63"
"내분비내과","13","E27","부신의 기타 장애","49"
"내분비내과","14","E10","인슐린-의존 당뇨병","42"
"내분비내과","15","J44","기타 만성 폐쇄성 폐질환","25"
"내분비내과","16","K21","위-식도역류병","22"
"내분비내과","17","C73","갑상선의 악성 신생물","22"
"내분비내과","18","M85","뼈 밀도 및 구조의 기타 장애","20"
"내분비내과","19","E23","뇌하수체의 기능저하증 및 기타 장애","13"
"내분비내과","20","K59","기타 기능적 창자 장애","7"
"류마티스내과","1","E11","인슐린-비의존 당뇨병","2505"
"류마티스내과","2","I10","본태성(일차성)고혈압","1564"
"류마티스내과","3","M10","활막 및 건 장애","647"
"류마티스내과","4","M15","진균증","468"
"류마티스내과","5","M19","연기, 불 및 화염에 노출","402"
"류마티스내과","6","M05","흑색종 및 피부의 기타 악성 신생물","333"
"류마티스내과","7","E78","지질단백질대사장애 및 기타 지질증","173"
"류마티스내과","8","U07","U07의 응급사용","87"
"류마티스내과","9","M35","달리 분류된 질환 및 사망원인과 관련된 보조 요인","83"
"류마티스내과","10","E79","퓨린 및 피리미딘의 대사장애","81"
"류마티스내과","11","M81","병적골절이 없는 골다공증","58"
"류마티스내과","12","M06","피부 및 피하조직의 방사선 관련성 장애","52"
"류마티스내과","13","M45","강직척추염","52"
"류마티스내과","14","M79","달리 분류되지 않은 기타 연조직장애","46"
"류마티스내과","15","E14","상세불명의 당뇨병","39"
"류마티스내과","16","K29","위염 및 십이지장염","37"
"류마티스내과","17","M17","윤충증","33"
"류마티스내과","18","K59","기타 기능적 창자 장애","26"
"류마티스내과","19","M13","추 락","26"
"류마티스내과","20","I48","심방세동 및 조동","25"
"비뇨의학과","1","N40","전립선증식증","26352"
"비뇨의학과","2","N31","달리 분류되지 않은 방광의 신경근육기능장애","1856"
"비뇨의학과","3","C61","전립선의 악성 신생물","1751"
"비뇨의학과","4","Z29","기타 예방적 조치의 필요","969"
"비뇨의학과","5","U07","U07의 응급사용","475"
"비뇨의학과","6","R31","상세불명의 혈뇨","311"
"비뇨의학과","7","N39","비뇨기계통의 기타 장애","276"
"비뇨의학과","8","C67","방광의 악성 신생물","207"
"비뇨의학과","9","R35","다뇨증","146"
"비뇨의학과","10","N20","콩팥(신장)및 요관의 결석","141"
"비뇨의학과","11","N30","방광염","99"
"비뇨의학과","12","N45","고환염 및 부고환염","62"
"비뇨의학과","13","F52","기질적 장애나 질병에 의하지 않은 성기능 이상","60"
"비뇨의학과","14","R32","상세불명의 요실금","57"
"비뇨의학과","15","N41","전립선의 염증성 질환","55"
"비뇨의학과","16","R33","요폐","54"
