"진료과","순위","상명코드","상병명","건수"
"DM","1","M79","달리 분류되지 않은 기타 연조직장애","755"
"DM","2","R52","달리 분류되지 않은 통증","618"
"DM","3","M96","달리 분류되지 않은 처치후 근육골격 장애","365"
"가정의학과","1","I10","본태성(원발성) 고혈압","10583"
"가정의학과","2","E11","인슐린-비의존 당뇨병","6104"
"가정의학과","3","J00","급성 코인두염 [감기]","3773"
"가정의학과","4","E78","지질단백질대사장애 및 기타 지질증","3668"
"가정의학과","5","R42","현기 및 어지러움","2514"
"가정의학과","6","R53","병감 및 피로","2034"
"가정의학과","7","M81","병적골절이 없는 골다공증","1991"
"가정의학과","8","J06","다발성 및 상세불명 부위의 급성 상기도감염","1885"
"가정의학과","9","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1338"
"가정의학과","10","R05","기침","1075"
"가정의학과","11","E14","상세불명의 당뇨병","1070"
"가정의학과","12","R63","음식 및 수액섭취에 관계된 증상 및 징후","1018"
"가정의학과","13","K59","기타 기능적 창자 장애","1006"
"가정의학과","14","K30","소화불량","631"
"가정의학과","15","K29","위염 및 십이지장염","544"
"가정의학과","16","G47","수면장애","514"
"가정의학과","17","E03","기타 갑상선기능저하증","444"
"가정의학과","18","K21","위-식도역류병","405"
"가정의학과","19","J44","기타 만성 폐쇄성 폐질환","402"
"가정의학과","20","N40","전립선증식증","307"
"감염내과","1","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","5100"
"감염내과","2","U07","U07의 응급사용","3785"
"감염내과","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3550"
"감염내과","4","Z20","전염성 질환에 접촉 및 노출","953"
"감염내과","5","J00","급성 코인두염 [감기]","280"
"감염내과","6","U09","코로나-19 이후 병태","214"
"감염내과","7","Z22","감염성 질환의 보균자","196"
"감염내과","8","L03","혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애","59"
"감염내과","9","R50","원인 미상의 열","42"
"감염내과","10","T14","상세불명의 신체부위의 손상","36"
"감염내과","11","B24","상세불명의 인체면역결핍바이러스병","35"
"감염내과","12","J20","급성 기관지염","33"
"감염내과","13","N39","비뇨기계통의 기타 장애","33"
"감염내과","14","A41","기타 패혈증","28"
"감염내과","15","J40","급성인지 만성인지 명시되지 않은 기관지염","25"
"감염내과","16","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","24"
"감염내과","17","J02","급성 인두염","23"
"감염내과","18","A52","만기매독","22"
"감염내과","19","J11","바이러스가 확인되지 않은 인플루엔자","19"
"감염내과","20","J18","상세불명 병원체의 폐렴","19"
"감염병전담의학과","1","U07","U07의 응급사용","433"
"감염병전담의학과","2","R42","현기 및 어지러움","2"
"감염병전담의학과","3","K21","위-식도역류병","1"
"감염병전담의학과","4","C25","췌장의 악성신생물","1"
"감염병전담의학과","5","R53","병감 및 피로","1"
"감염병전담의학과","6","I46","심장정지","1"
"내과","1","C16","위의 악성 신생물","1"
"내분비내과","1","E11","인슐린-비의존 당뇨병","42453"
"내분비내과","2","E03","기타 갑상선기능저하증","3117"
"내분비내과","3","E04","기타 비중독성 갑상선종","1354"
"내분비내과","4","C73","갑상선의 악성 신생물","1257"
"내분비내과","5","E78","지질단백질대사장애 및 기타 지질증","1199"
"내분비내과","6","E07","갑상선의 기타 장애","1097"
"내분비내과","7","M81","병적골절이 없는 골다공증","724"
"내분비내과","8","E05","갑상선독증[갑상선기능항진증]","612"
"내분비내과","9","D35","기타 및 상세불명의 내분비선의 양성 신생물","396"
"내분비내과","10","I10","본태성(원발성) 고혈압","264"
"내분비내과","11","E27","부신의 기타 장애","174"
"내분비내과","12","E10","인슐린-의존 당뇨병","165"
"내분비내과","13","E23","뇌하수체의 기능저하증 및 기타 장애","121"
"내분비내과","14","E89","달리 분류되지 않은 처치후의 내분비및 대사장애","100"
"내분비내과","15","R73","혈당치상승","72"
"내분비내과","16","E14","상세불명의 당뇨병","68"
"내분비내과","17","E55","비타민D결핍","42"
"내분비내과","18","E22","뇌하수체의 기능항진증","42"
"내분비내과","19","E21","부갑상선기능항진증 및 부갑상선의 기타장애","38"
"내분비내과","20","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","36"
"류마티스내과","1","M10","활막 및 건 장애","4172"
"류마티스내과","2","M05","흑색종 및 피부의 기타 악성 신생물","2128"
"류마티스내과","3","M19","연기, 불 및 화염에 노출","1405"
"류마티스내과","4","M79","달리 분류되지 않은 기타 연조직장애","1262"
"류마티스내과","5","M13","추 락","955"
"류마티스내과","6","M06","피부 및 피하조직의 방사선 관련성 장애","755"
"류마티스내과","7","M45","강직척추염","448"
"류마티스내과","8","M35","달리 분류된 질환 및 사망원인과 관련된 보조 요인","337"
"류마티스내과","9","M12","체간, 사지 또는 신체부위의 상세불명 부분의 손상","169"
"류마티스내과","10","I73","기타 말초혈관질환","148"
"류마티스내과","11","E79","퓨린 및 피리미딘의 대사장애","146"
"류마티스내과","12","R68","기타 전신 증상 및 징후","82"
"류마티스내과","13","K12","입안염 및 관련 병터","80"
"류마티스내과","14","D89","달리 분류되지 않은 면역메커니즘을 침범한 기타 장애","67"
"류마티스내과","15","M31","외관적 및 내과적 치료중 환자의 재난","56"
"류마티스내과","16","M32","진단 및 치료에 이용되는 의료장치에 의한 부작용","44"
"류마티스내과","17","M48","기타 척추병증","25"
"류마티스내과","18","M25","달리 분류되지 않은 기타 관절장애","25"
"류마티스내과","19","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","21"
"류마티스내과","20","M07","피부 부속기의 장애","17"
"마취통증의학과","1","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","54"
