"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","4643"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","601"
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","491"
"59세 이하","4","I10","본태성(일차성)고혈압","487"
"59세 이하","5","E11","인슐린-비의존 당뇨병","418"
"59세 이하","6","H04","눈물기관의 장애","268"
"59세 이하","7","R52","달리 분류되지 않은 통증","241"
"59세 이하","8","N40","전립선증식증","199"
"59세 이하","9","K02","치아우식증","190"
"59세 이하","10","G81","편마비","188"
"59세 이하","11","M19","연기, 불 및 화염에 노출","186"
"59세 이하","12","L24","자극성 접촉피부염","176"
"59세 이하","13","N31","달리 분류되지 않은 방광의 신경근육기능장애","168"
"59세 이하","14","M75","어깨병변","165"
"59세 이하","15","E78","지질단백질대사장애 및 기타 지질증","164"
"59세 이하","16","K04","치수 및 치근단주위조직의 질환","161"
"59세 이하","17","K29","위염 및 십이지장염","159"
"59세 이하","18","M54","배통","149"
"59세 이하","19","B35","피부사상균증","135"
"59세 이하","20","K21","위-식도역류병","117"
"60대","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2959"
"60대","2","I10","본태성(일차성)고혈압","1333"
"60대","3","N40","전립선증식증","978"
"60대","4","E11","인슐린-비의존 당뇨병","818"
"60대","5","K05","치은염(잇몸염)및 치주 질환","809"
"60대","6","H04","눈물기관의 장애","460"
"60대","7","M19","연기, 불 및 화염에 노출","441"
"60대","8","M54","배통","348"
"60대","9","H25","노인성 백내장","346"
"60대","10","M48","기타 척추병증","332"
"60대","11","R52","달리 분류되지 않은 통증","293"
"60대","12","E78","지질단백질대사장애 및 기타 지질증","266"
"60대","13","B35","피부사상균증","241"
"60대","14","M75","어깨병변","239"
"60대","15","K29","위염 및 십이지장염","233"
"60대","16","M51","기타 추간판장애","226"
"60대","17","K04","치수 및 치근단주위조직의 질환","213"
"60대","18","L24","자극성 접촉피부염","205"
"60대","19","M17","윤충증","204"
"60대","20","N31","달리 분류되지 않은 방광의 신경근육기능장애","169"
"70대","1","N40","전립선증식증","11413"
"70대","2","I10","본태성(일차성)고혈압","6129"
"70대","3","K05","치은염(잇몸염)및 치주 질환","5702"
"70대","4","E11","인슐린-비의존 당뇨병","4066"
"70대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3945"
"70대","6","M48","기타 척추병증","2950"
"70대","7","H04","눈물기관의 장애","2503"
"70대","8","H25","노인성 백내장","2341"
"70대","9","M19","연기, 불 및 화염에 노출","2151"
"70대","10","M54","배통","2148"
"70대","11","K04","치수 및 치근단주위조직의 질환","1743"
"70대","12","L24","자극성 접촉피부염","1680"
"70대","13","B35","피부사상균증","1512"
"70대","14","K02","치아우식증","1475"
"70대","15","K29","위염 및 십이지장염","1378"
"70대","16","I63","뇌경색증","1377"
"70대","17","K08","치아 및 지지구조의 기타 장애","1344"
"70대","18","K21","위-식도역류병","1294"
"70대","19","H90","전음성 및 감각신경성 청력소실","1197"
"70대","20","M75","어깨병변","1121"
"80대","1","N40","전립선증식증","2301"
"80대","2","I10","본태성(일차성)고혈압","1558"
"80대","3","E11","인슐린-비의존 당뇨병","911"
"80대","4","K05","치은염(잇몸염)및 치주 질환","878"
"80대","5","M48","기타 척추병증","817"
"80대","6","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","588"
"80대","7","H04","눈물기관의 장애","539"
"80대","8","I63","뇌경색증","499"
"80대","9","F00","알츠하이머병에서의 치매(G30.-+)","499"
"80대","10","M19","연기, 불 및 화염에 노출","372"
"80대","11","N31","달리 분류되지 않은 방광의 신경근육기능장애","371"
"80대","12","H90","전음성 및 감각신경성 청력소실","365"
"80대","13","L24","자극성 접촉피부염","345"
"80대","14","H25","노인성 백내장","334"
"80대","15","M54","배통","286"
"80대","16","M17","윤충증","269"
"80대","17","K59","기타 기능적 창자 장애","256"
"80대","18","J21","급성 세기관지염","241"
"80대","19","I20","협심증","236"
"80대","20","R52","달리 분류되지 않은 통증","221"
"90세 이상","1","N40","전립선증식증","1334"
"90세 이상","2","I10","본태성(일차성)고혈압","951"
"90세 이상","3","E11","인슐린-비의존 당뇨병","334"
"90세 이상","4","F00","알츠하이머병에서의 치매(G30.-+)","320"
"90세 이상","5","M48","기타 척추병증","298"
"90세 이상","6","K05","치은염(잇몸염)및 치주 질환","285"
"90세 이상","7","H04","눈물기관의 장애","263"
"90세 이상","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","152"
"90세 이상","9","M19","연기, 불 및 화염에 노출","139"
"90세 이상","10","I63","뇌경색증","134"
"90세 이상","11","H90","전음성 및 감각신경성 청력소실","129"
"90세 이상","12","N31","달리 분류되지 않은 방광의 신경근육기능장애","117"
"90세 이상","13","L24","자극성 접촉피부염","111"
"90세 이상","14","K59","기타 기능적 창자 장애","101"
"90세 이상","15","J21","급성 세기관지염","94"
"90세 이상","16","K04","치수 및 치근단주위조직의 질환","89"
"90세 이상","17","R52","달리 분류되지 않은 통증","89"
"90세 이상","18","C61","전립선의 악성 신생물","87"
"90세 이상","19","H25","노인성 백내장","84"
"90세 이상","20","K29","위염 및 십이지장염","83"
