"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","U07","U07의 응급사용","10075"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","4483"
"59세 이하","3","G82","하반신마비 및 사지마비","2715"
"59세 이하","4","E11","인슐린-비의존 당뇨병","2542"
"59세 이하","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2441"
"59세 이하","6","G81","편마비","2206"
"59세 이하","7","I10","본태성(원발성) 고혈압","2028"
"59세 이하","8","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","1936"
"59세 이하","9","K02","치아우식증","1899"
"59세 이하","10","F20","조현병","1679"
"59세 이하","11","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1641"
"59세 이하","12","L30","기타 피부염","1478"
"59세 이하","13","M51","기타 추간판장애","1375"
"59세 이하","14","K08","치아 및 지지구조의 기타 장애","1373"
"59세 이하","15","R52","달리 분류되지 않은 통증","1180"
"59세 이하","16","M79","달리 분류되지 않은 기타 연조직장애","1125"
"59세 이하","17","K04","치수 및 치근단주위조직의 질환","1048"
"59세 이하","18","N18","만성 콩팥(신장)기능상실","1046"
"59세 이하","19","F32","우울증 에피소드","838"
"59세 이하","20","M75","어깨병변","836"
"60대","1","K05","치은염(잇몸염)및 치주 질환","7564"
"60대","2","I10","본태성(원발성) 고혈압","5875"
"60대","3","E11","인슐린-비의존 당뇨병","5682"
"60대","4","K08","치아 및 지지구조의 기타 장애","3682"
"60대","5","N40","전립선증식증","3178"
"60대","6","M48","기타 척추병증","2772"
"60대","7","U07","U07의 응급사용","2378"
"60대","8","L30","기타 피부염","2141"
"60대","9","G81","편마비","2132"
"60대","10","M17","윤충증","1949"
"60대","11","E78","지질단백질대사장애 및 기타 지질증","1813"
"60대","12","M75","어깨병변","1717"
"60대","13","H25","노인성 백내장","1698"
"60대","14","K02","치아우식증","1689"
"60대","15","G82","하반신마비 및 사지마비","1582"
"60대","16","N18","만성 콩팥(신장)기능상실","1504"
"60대","17","K04","치수 및 치근단주위조직의 질환","1464"
"60대","18","I20","협심증","1379"
"60대","19","M51","기타 추간판장애","1339"
"60대","20","M81","병적골절이 없는 골다공증","1338"
"70대","1","N40","전립선증식증","42851"
"70대","2","E11","인슐린-비의존 당뇨병","35550"
"70대","3","K05","치은염(잇몸염)및 치주 질환","34652"
"70대","4","I10","본태성(원발성) 고혈압","33869"
"70대","5","K08","치아 및 지지구조의 기타 장애","30264"
"70대","6","M48","기타 척추병증","20804"
"70대","7","L30","기타 피부염","20164"
"70대","8","I20","협심증","18458"
"70대","9","I63","뇌경색증","14351"
"70대","10","H25","노인성 백내장","13398"
"70대","11","C61","전립선의 악성 신생물","13135"
"70대","12","G81","편마비","12181"
"70대","13","M51","기타 추간판장애","11864"
"70대","14","M17","윤충증","10688"
"70대","15","H35","기타 망막장애","10633"
"70대","16","N18","만성 콩팥(신장)기능상실","10103"
"70대","17","R42","현기 및 어지러움","9897"
"70대","18","K04","치수 및 치근단주위조직의 질환","9272"
"70대","19","K02","치아우식증","8907"
"70대","20","H42","달리 분류된 질환에서의 녹내장","8578"
"80대","1","N40","전립선증식증","9814"
"80대","2","I10","본태성(원발성) 고혈압","9618"
"80대","3","E11","인슐린-비의존 당뇨병","8066"
"80대","4","K05","치은염(잇몸염)및 치주 질환","6155"
"80대","5","M48","기타 척추병증","5608"
"80대","6","K08","치아 및 지지구조의 기타 장애","5327"
"80대","7","I63","뇌경색증","4845"
"80대","8","I20","협심증","4371"
"80대","9","L30","기타 피부염","3668"
"80대","10","N18","만성 콩팥(신장)기능상실","3430"
"80대","11","R42","현기 및 어지러움","3373"
"80대","12","H25","노인성 백내장","3198"
"80대","13","M51","기타 추간판장애","3109"
"80대","14","H35","기타 망막장애","2933"
"80대","15","C61","전립선의 악성 신생물","2917"
"80대","16","M17","윤충증","2742"
"80대","17","H42","달리 분류된 질환에서의 녹내장","2220"
"80대","18","F00","알츠하이머병에서의 치매(G30.-+)","2138"
"80대","19","F32","우울증 에피소드","1985"
"80대","20","K02","치아우식증","1918"
"90세 이상","1","N40","전립선증식증","4268"
"90세 이상","2","I10","본태성(원발성) 고혈압","3146"
"90세 이상","3","I63","뇌경색증","2160"
"90세 이상","4","E11","인슐린-비의존 당뇨병","1886"
"90세 이상","5","M48","기타 척추병증","1647"
"90세 이상","6","N18","만성 콩팥(신장)기능상실","1547"
"90세 이상","7","K08","치아 및 지지구조의 기타 장애","1332"
"90세 이상","8","I20","협심증","1330"
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1299"
"90세 이상","10","R42","현기 및 어지러움","1222"
"90세 이상","11","K05","치은염(잇몸염)및 치주 질환","1183"
"90세 이상","12","H35","기타 망막장애","1137"
"90세 이상","13","F03","상세불명의 치매","942"
"90세 이상","14","L30","기타 피부염","878"
"90세 이상","15","H25","노인성 백내장","856"
"90세 이상","16","J44","기타 만성 폐쇄성 폐질환","721"
"90세 이상","17","C61","전립선의 악성 신생물","711"
"90세 이상","18","M17","윤충증","690"
"90세 이상","19","K59","기타 기능적 창자 장애","651"
"90세 이상","20","R52","달리 분류되지 않은 통증","650"
