"상병코드","상병명","국비","사비"
"A047","클로스트리듐 디피실리에 의한 장결장염","0","1"
"A090","감염성 기원의 기타 및 상세불명의 위장염 및 결장염","0","1"
"A099","상세불명 기원의 위장염 및 결장염","18","12"
"A1501","배양 유무에 관계없이 가래 현미경 검사로 확인된 폐결핵, 공동이 없거나 상세불명의","1","0"
"A1520","조직학적으로 확인된 공동이 있는 폐결핵","1","1"
"A1651","세균학적 또는 조직학적 확인에 대한 언급이 없는 공동이 없거나 상세불명의 결핵성 흉막염","1","0"
"A318","기타 마이코박테리아감염","0","1"
"A418","기타 명시된 패혈증","2","1"
"A419","상세불명의 패혈증","1","0"
"A498","상세불명 부위의 기타 세균감염","0","1"
"A630","항문생식기의(성병성) 사마귀","1","0"
"A753","리케차 쯔쯔가무시에 의한 발진티푸스","1","0"
"A759","상세불명의 발진티푸스","0","1"
"B009","상세불명의 헤르페스바이러스감염","2","0"
"B029","합병증이 없는 대상포진","2","1"
"B172","급성 E형간염","1","0"
"B182","만성 바이러스C형간염","0","4"
"B189","상세불명의 만성 바이러스간염","0","1"
"B353","발백선","1","0"
"B3780","칸디다식도염","1","0"
"C039","상세불명의 잇몸의 악성 신생물","1","0"
"C080","턱밑샘의 악성 신생물","0","1"
"C099","상세불명의 편도의 악성 신생물","1","0"
"C109","상세불명의 입인두의 악성 신생물","1","0"
"C139","상세불명의 하인두의 악성 신생물","0","1"
"C148","입술, 구강 및 인두의 중복병변의 악성 신생물","0","1"
"C159","상세불명의 식도의 악성 신생물","3","4"
"C1609","분문의 악성 신생물, 상세불명","11","2"
"C1629","위의 체부의 악성 신생물, 상세불명","1","0"
"C1631","유문동의 악성 신생물, 진행형","1","0"
"C1649","유문의 악성 신생물, 상세불명","1","0"
"C1650","상세불명의 위의 소만부의 악성 신생물, 조기","2","0"
"C1691","상세불명의 위의 악성 신생물, 진행형","12","0"
"C1699","상세불명의 위의 악성 신생물, 상세불명","46","21"
"C180","맹장의 악성 신생물","0","1"
"C182","상행결장의 악성 신생물","3","2"
"C184","횡행결장의 악성 신생물","0","2"
"C186","하행결장의 악성 신생물","2","0"
"C187","구불결장의 악성 신생물","7","1"
"C189","상세불명의 결장의 악성 신생물","5","12"
"C19","직장구불결장접합부의 악성 신생물","5","3"
"C20","직장의 악성 신생물","11","4"
"C220","간세포암종의 악성 신생물","22","10"
"C221","간내담관암종의 악성 신생물","4","3"
"C229","상세불명의 간의 악성 신생물","0","1"
"C23","담낭의 악성 신생물","3","2"
"C240","간외담관의 악성 신생물","6","2"
"C241","파터팽대의 악성 신생물","3","2"
"C249","상세불명의 담도의 악성 신생물","0","2"
"C250","췌장의 두부의 악성 신생물","1","0"
"C251","췌장의 체부의 악성 신생물","1","1"
"C252","췌장의 꼬리의 악성 신생물","0","1"
"C257","췌장의 기타 부분의 악성 신생물","2","1"
"C259","상세불명의 췌장의 악성 신생물","6","11"
"C320","성문의 악성 신생물","0","1"
"C321","성문상의 악성 신생물","2","0"
"C3400","주기관지의 악성 신생물, 오른쪽","1","0"
"C3409","주기관지의 악성 신생물, 상세불명 쪽","0","1"
"C3410","상엽, 기관지 또는 폐의 악성 신생물, 오른쪽","1","1"
"C3411","상엽, 기관지 또는 폐의 악성 신생물, 왼쪽","2","1"
"C3490","상세불명의 기관지 또는 폐의 악성 신생물, 오른쪽","3","1"
"C3491","상세불명의 기관지 또는 폐의 악성 신생물, 왼쪽","0","1"
"C3499","상세불명의 기관지 또는 폐의 악성 신생물, 상세불명 쪽","25","32"
"C447","엉덩이를 포함한 다리의 피부의 악성 신생물","0","1"
"C479","상세불명의 말초신경 및 자율신경계통의 악성 신생물","0","1"
"C499","상세불명의 결합조직 및 연조직의 악성 신생물","3","3"
"C5091","상세불명의 유방의 악성 신생물, 왼쪽 ","0","2"
"C5099","상세불명의 유방의 악성 신생물, 상세불명 쪽 ","0","2"
"C539","상세불명의 자궁경부의 악성 신생물","0","1"
"C569","난소의 악성 신생물, 상세불명 쪽","0","2"
"C61","전립선의 악성 신생물","44","9"
"C649","신우를 제외한 신장의 악성 신생물, 상세불명 쪽","7","4"
"C650","신우의 악성 신생물, 오른쪽","1","0"
