"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"가정의학과","1","N10","급성 세뇨관-간질신장염","2"
"가정의학과","3","N30","방광염","1"
"가정의학과","3","J15","달리 분류되지 않은 세균성 폐렴","1"
"가정의학과","3","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된","1"
"가정의학과","3","S32","요추 및 골반의 골절","1"
"가정의학과","3","E11","2형 당뇨병","1"
"가정의학과","3","C25","췌장의 악성 신생물","1"
"가정의학과","3","R06","호흡의 이상","1"
"가정의학과","3","C82","소포성 림프종","1"
"가정의학과","3","C92","골수성 백혈병","1"
"가정의학과","3","C78","호흡 및 소화기관의 이차성 악성 신생물","1"
"내분비내과","1","E11","2형 당뇨병","68"
"내분비내과","2","D35","기타 및 상세불명의 내분비선의 양성 신생물","5"
"내분비내과","3","E27","부신의 기타 장애","2"
"내분비내과","3","E24","쿠싱증후군","2"
"내분비내과","5","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"내분비내과","5","I10","본태성(원발성) 고혈압","1"
"내분비내과","5","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"내분비내과","5","E83","무기질대사장애","1"
"내분비내과","5","E89","달리 분류되지 않은 처치후 내분비 및 대사 장애","1"
"내분비내과","5","E03","기타 갑상선기능저하증","1"
"내분비내과","5","K22","식도의 기타 질환","1"
"내분비내과","5","E10","1형 당뇨병","1"
"비뇨기과","1","C61","전립선의 악성 신생물","201"
"비뇨기과","2","N40","전립선증식증","102"
"비뇨기과","3","D09","기타 및 상세불명 부위의 제자리암종","86"
"비뇨기과","4","C67","방광의 악성 신생물","58"
"비뇨기과","5","N20","신장 및 요관의 결석","47"
"비뇨기과","6","C64","신우를 제외한 신장의 악성 신생물","37"
"비뇨기과","7","Z46","기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람","27"
"비뇨기과","8","N21","하부요로의 결석","26"
"비뇨기과","8","N13","폐색성 및 역류성 요로병증","26"
"비뇨기과","10","N28","달리 분류되지 않은 신장 및 요관의 기타 장애","23"
"비뇨기과","11","N30","방광염","21"
"비뇨기과","12","N32","방광의 기타 장애","19"
"비뇨기과","12","N35","요도협착","19"
"비뇨기과","14","N39","비뇨계통의 기타 장애","16"
"비뇨기과","15","N48","음경의 기타 장애","15"
"비뇨기과","15","T83","비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증","15"
"비뇨기과","17","T81","달리 분류되지 않은 처치의 합병증","12"
"비뇨기과","17","N41","전립선의 염증성 질환","12"
"비뇨기과","19","N10","급성 세뇨관-간질신장염","11"
"비뇨기과","20","N43","음낭수종 및 정액류","10"
"산부인과","1","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","38"
"산부인과","2","N84","여성생식관의 폴립","21"
