"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","4638"
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","4223"
"59세 이하","3","G82","하반신마비 및 사지마비","3465"
"59세 이하","4","E11","인슐린-비의존 당뇨병","2674"
"59세 이하","5","G81","편마비","2145"
"59세 이하","6","I10","본태성(원발성) 고혈압","2091"
"59세 이하","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1859"
"59세 이하","8","F20","조현병","1842"
"59세 이하","9","K02","치아우식증","1750"
"59세 이하","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1563"
"59세 이하","11","K08","치아 및 지지구조의 기타 장애","1547"
"59세 이하","12","M51","기타 추간판장애","1212"
"59세 이하","13","M79","달리 분류되지 않은 기타 연조직장애","1171"
"59세 이하","14","R52","달리 분류되지 않은 통증","969"
"59세 이하","15","K04","치수 및 치근단주위조직의 질환","926"
"59세 이하","16","F32","우울증 에피소드","877"
"59세 이하","17","M75","어깨병변","847"
"59세 이하","18","H04","눈물기관의 장애","831"
"59세 이하","19","M48","기타 척추병증","802"
"59세 이하","20","N18","만성 콩팥(신장)기능상실","781"
"60대","1","K05","치은염(잇몸염)및 치주 질환","7023"
"60대","2","I10","본태성(원발성) 고혈압","6549"
"60대","3","E11","인슐린-비의존 당뇨병","6536"
"60대","4","K08","치아 및 지지구조의 기타 장애","4335"
"60대","5","N40","전립선증식증","3609"
"60대","6","M48","기타 척추병증","3019"
"60대","7","M17","윤충증","2153"
"60대","8","H25","노인성 백내장","2042"
"60대","9","M81","병적골절이 없는 골다공증","1993"
"60대","10","H04","눈물기관의 장애","1897"
"60대","11","E78","지질단백질대사장애 및 기타 지질증","1878"
"60대","12","M75","어깨병변","1849"
"60대","13","N95","폐경기 및 기타 폐경기전후 장애","1790"
"60대","14","K02","치아우식증","1729"
"60대","15","I20","협심증","1717"
"60대","16","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1648"
"60대","17","R42","현기 및 어지러움","1582"
"60대","18","N18","만성 콩팥(신장)기능상실","1544"
"60대","19","G81","편마비","1484"
"60대","20","G82","하반신마비 및 사지마비","1449"
"70대","1","N40","전립선증식증","45334"
"70대","2","E11","인슐린-비의존 당뇨병","38169"
"70대","3","I10","본태성(원발성) 고혈압","36299"
"70대","4","K08","치아 및 지지구조의 기타 장애","32113"
"70대","5","K05","치은염(잇몸염)및 치주 질환","31740"
"70대","6","M48","기타 척추병증","20874"
"70대","7","I20","협심증","20770"
"70대","8","H25","노인성 백내장","16942"
"70대","9","I63","뇌경색증","15179"
"70대","10","M51","기타 추간판장애","13607"
"70대","11","G81","편마비","13033"
"70대","12","C61","전립선의 악성 신생물","12957"
"70대","13","R42","현기 및 어지러움","11460"
"70대","14","H04","눈물기관의 장애","10822"
"70대","15","M17","윤충증","10509"
"70대","16","N18","만성 콩팥(신장)기능상실","10464"
"70대","17","H35","기타 망막장애","9632"
"70대","18","L29","소양증","9534"
"70대","19","K02","치아우식증","9193"
"70대","20","L30","기타 피부염","8412"
"80대","1","N40","전립선증식증","10298"
"80대","2","I10","본태성(원발성) 고혈압","9898"
"80대","3","E11","인슐린-비의존 당뇨병","8139"
"80대","4","M48","기타 척추병증","5655"
"80대","5","K08","치아 및 지지구조의 기타 장애","5047"
"80대","6","I63","뇌경색증","4727"
"80대","7","K05","치은염(잇몸염)및 치주 질환","4692"
"80대","8","I20","협심증","4453"
"80대","9","H25","노인성 백내장","4431"
"80대","10","R42","현기 및 어지러움","3995"
"80대","11","N18","만성 콩팥(신장)기능상실","3431"
"80대","12","C61","전립선의 악성 신생물","2917"
"80대","13","M51","기타 추간판장애","2852"
"80대","14","M17","윤충증","2820"
"80대","15","H35","기타 망막장애","2456"
"80대","16","F00","알츠하이머병에서의 치매(G30.-+)","2289"
"80대","17","H04","눈물기관의 장애","2175"
"80대","18","F32","우울증 에피소드","1940"
"80대","19","F03","상세불명의 치매","1735"
"80대","20","R52","달리 분류되지 않은 통증","1679"
"90세 이상","1","N40","전립선증식증","3761"
"90세 이상","2","I10","본태성(원발성) 고혈압","2765"
"90세 이상","3","I63","뇌경색증","1954"
"90세 이상","4","E11","인슐린-비의존 당뇨병","1661"
"90세 이상","5","M48","기타 척추병증","1477"
"90세 이상","6","R42","현기 및 어지러움","1257"
"90세 이상","7","N18","만성 콩팥(신장)기능상실","1153"
"90세 이상","8","I20","협심증","1129"
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1058"
"90세 이상","10","H25","노인성 백내장","964"
"90세 이상","11","K08","치아 및 지지구조의 기타 장애","961"
"90세 이상","12","F03","상세불명의 치매","889"
"90세 이상","13","K05","치은염(잇몸염)및 치주 질환","803"
"90세 이상","14","H35","기타 망막장애","680"
"90세 이상","15","G81","편마비","671"
"90세 이상","16","J44","기타 만성 폐쇄성 폐질환","654"
"90세 이상","17","M17","윤충증","634"
"90세 이상","18","C61","전립선의 악성 신생물","619"
"90세 이상","19","F32","우울증 에피소드","610"
"90세 이상","20","H04","눈물기관의 장애","600"
