"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","183"
"가정의학과","2","U07","U07의 응급사용","22"
"가정의학과","3","C34","기관지 및 폐의 악성 신생물","2"
"가정의학과","4","E11","2형 당뇨병","1"
"가정의학과","4","C22","간 및 간내 담관의 악성 신생물","1"
"가정의학과","4","C16","위의 악성 신생물","1"
"가정의학과","4","K71","독성간질환","1"
"가정의학과","4","M62","근육의 기타 장애","1"
"가정의학과","4","C25","췌장의 악성 신생물","1"
"내과","1","I20","협심증","390"
"내과","2","E11","2형 당뇨병","245"
"내과","3","U07","U07의 응급사용","131"
"내과","4","N18","만성 신장병","115"
"내과","5","J18","상세불명 병원체의 폐렴","104"
"내과","6","I48","심방세동 및 조동","91"
"내과","7","R07","목구멍 및 가슴의 통증","67"
"내과","8","I50","심부전","53"
"내과","9","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","46"
"내과","10","J44","기타 만성 폐색성 폐질환","44"
"내과","11","I70","죽상경화증","35"
"내과","12","R53","병감 및 피로","28"
"내과","13","I42","심근병증","21"
"내과","13","I49","기타 심장부정맥","21"
"내과","15","K21","위-식도역류병","19"
"내과","16","E87","수분, 전해질 및 산-염기균형의 기타 장애","18"
"내과","16","I10","본태성(원발성) 고혈압","18"
"내과","16","I21","급성 심근경색증","18"
"내과","19","D13","기타 및 부위불명의 소화계통의 양성 신생물","17"
"내과","19","E10","1형 당뇨병","17"
"비뇨의학과","1","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가","131"
"비뇨의학과","2","C61","전립선의 악성 신생물","78"
"비뇨의학과","3","N40","전립선증식증","64"
"비뇨의학과","4","N39","비뇨계통의 기타 장애","45"
"비뇨의학과","5","C67","방광의 악성 신생물","23"
"비뇨의학과","6","D09","기타 및 상세불명 부위의 제자리암종","21"
"비뇨의학과","7","N10","급성 세뇨관-간질신장염","10"
"비뇨의학과","8","N32","방광의 기타 장애","5"
"비뇨의학과","9","N45","고환염 및 부고환염","4"
"비뇨의학과","9","R31","상세불명의 혈뇨","4"
"비뇨의학과","11","N30","방광염","3"
"비뇨의학과","11","N43","음낭수종 및 정액류","3"
"비뇨의학과","11","N21","하부요로의 결석","3"
"비뇨의학과","14","N31","달리 분류되지 않은 방광의 신경근육기능장애","2"
"비뇨의학과","14","Z54","회복기","2"
"비뇨의학과","14","D29","남성생식기관의 양성 신생물","2"
"비뇨의학과","17","T19","비뇨생식관의 이물","1"
"비뇨의학과","17","A75","발진티푸스","1"
"비뇨의학과","17","N17","급성 신부전","1"
"비뇨의학과","17","N41","전립선의 염증성 질환","1"
"비뇨의학과","17","J18","상세불명 병원체의 폐렴","1"
"비뇨의학과","17","L02","피부의 농양, 종기 및 큰종기","1"
"비뇨의학과","17","Z08","악성 신생물에 대한 치료후 추적검사","1"
"비뇨의학과","17","N48","음경의 기타 장애","1"
"비뇨의학과","17","N35","요도협착","1"
"비뇨의학과","17","Z48","기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람","1"
"비뇨의학과","17","I86","기타 부위의 정맥류","1"
"비뇨의학과","17","A41","기타 패혈증","1"
"비뇨의학과","17","R33","소변정체","1"
"비뇨의학과","17","K80","담석증","1"
"비뇨의학과","17","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","1"
"순환기내과","1","I20","협심증","76"
"순환기내과","2","I48","심방세동 및 조동","22"
"순환기내과","3","I50","심부전","14"
"순환기내과","4","I70","죽상경화증","10"
"순환기내과","5","I21","급성 심근경색증","8"
"순환기내과","6","I47","발작성 빈맥","5"
"순환기내과","6","R07","목구멍 및 가슴의 통증","5"
"순환기내과","6","I11","고혈압성 심장병","5"
"순환기내과","9","I49","기타 심장부정맥","4"
"순환기내과","9","I10","본태성(원발성) 고혈압","4"
"순환기내과","9","E11","2형 당뇨병","4"
