"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","32"
"가정의학과","2","I69","뇌혈관질환의 후유증","5"
"가정의학과","3","E86","용적고갈","4"
"가정의학과","4","F06","뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애","3"
"가정의학과","4","N18","만성 신장병","3"
"가정의학과","4","M96","달리 분류되지 않은 처치후 근골격장애","3"
"가정의학과","4","G82","하반신마비 및 사지마비","3"
"가정의학과","8","E11","2형 당뇨병","2"
"가정의학과","8","C50","유방의 악성 신생물","2"
"가정의학과","8","I63","뇌경색증","2"
"가정의학과","8","I67","기타 뇌혈관질환","2"
"가정의학과","8","R53","병감 및 피로","2"
"가정의학과","13","F03","상세불명의 치매","1"
"가정의학과","13","K90","장흡수장애","1"
"가정의학과","13","C18","결장의 악성 신생물","1"
"가정의학과","13","C34","기관지 및 폐의 악성 신생물","1"
"가정의학과","13","K83","담도의 기타 질환","1"
"가정의학과","13","R47","달리 분류되지 않은 언어장애","1"
"가정의학과","13","C25","췌장의 악성 신생물","1"
"가정의학과","13","C16","위의 악성 신생물","1"
"가정의학과","13","M48","기타 척추병증","1"
"내과","1","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","100"
"내과","2","E11","2형 당뇨병","83"
"내과","3","C25","췌장의 악성 신생물","6"
"내과","4","I95","저혈압","5"
"내과","5","J18","상세불명 병원체의 폐렴","4"
"내과","5","J84","기타 간질성 폐질환","4"
"내과","5","C16","위의 악성 신생물","4"
"내과","8","C61","전립선의 악성 신생물","3"
"내과","8","C34","기관지 및 폐의 악성 신생물","3"
"내과","8","A75","발진티푸스","3"
"내과","8","D50","철결핍빈혈","3"
"내과","8","N17","급성 신부전","3"
"내과","13","J44","기타 만성 폐색성 폐질환","2"
"내과","13","D46","골수형성이상증후군","2"
"내과","13","E27","부신의 기타 장애","2"
"내과","13","C73","갑상선의 악성 신생물","2"
"내과","13","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"내과","13","I10","본태성(원발성) 고혈압","2"
"내과","13","K80","담석증","2"
"내과","13","N10","급성 세뇨관-간질신장염","2"
"내과","13","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자","2"
"내과","13","N39","비뇨계통의 기타 장애","2"
"류마티스내과","1","E11","2형 당뇨병","36"
"류마티스내과","2","J18","상세불명 병원체의 폐렴","4"
"류마티스내과","3","N39","비뇨계통의 기타 장애","3"
"류마티스내과","4","M05","혈청검사양성 류마티스관절염","2"
"류마티스내과","4","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"류마티스내과","4","M10","통풍","2"
"류마티스내과","4","I48","심방세동 및 조동","2"
"류마티스내과","8","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"류마티스내과","8","E14","상세불명의 당뇨병","1"
"류마티스내과","8","J40","급성인지 만성인지 명시되지 않은 기관지염","1"
"류마티스내과","8","Z08","악성 신생물에 대한 치료후 추적검사","1"
"류마티스내과","8","C56","난소의 악성 신생물","1"
"류마티스내과","8","R57","달리 분류되지 않은 쇼크","1"
"류마티스내과","8","I15","이차성 고혈압","1"
"비뇨의학과","1","N40","전립선증식증","49"
"비뇨의학과","2","C61","전립선의 악성 신생물","46"
"비뇨의학과","3","D09","기타 및 상세불명 부위의 제자리암종","6"
"비뇨의학과","4","R31","상세불명의 혈뇨","2"
"비뇨의학과","5","N41","전립선의 염증성 질환","1"
"비뇨의학과","5","N28","달리 분류되지 않은 신장 및 요관의 기타 장애","1"
"비뇨의학과","5","N10","급성 세뇨관-간질신장염","1"
"소아청소년과","1","U07","U07의 응급사용","8"
"소아청소년과","2","N39","비뇨계통의 기타 장애","1"
"소화기내과","1","D12","결장, 직장, 항문 및 항문관의 양성 신생물","371"
"소화기내과","2","K63","장의 기타 질환","229"
"소화기내과","3","K29","위염 및 십이지장염","61"
"소화기내과","4","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","53"
"소화기내과","5","K25","위궤양","41"
"소화기내과","6","K59","기타 기능성 장장애","39"
"소화기내과","7","E11","2형 당뇨병","33"
"소화기내과","8","K58","과민대장증후군","29"
"소화기내과","9","J18","상세불명 병원체의 폐렴","26"
"소화기내과","10","K70","알콜성 간질환","24"
"소화기내과","11","C16","위의 악성 신생물","18"
"소화기내과","12","K21","위-식도역류병","16"
"소화기내과","13","K31","위 및 십이지장의 기타 질환","15"
"소화기내과","14","K30","기능성 소화불량","12"
"소화기내과","15","K92","소화계통의 기타 질환","10"
"소화기내과","15","N10","급성 세뇨관-간질신장염","10"
"소화기내과","17","C18","결장의 악성 신생물","9"
"소화기내과","17","A04","기타 세균성 장감염","9"
"소화기내과","17","N39","비뇨계통의 기타 장애","9"
"소화기내과","17","D64","기타 빈혈","9"
"신경과","1","I63","뇌경색증","73"
"신경과","2","R42","어지럼증 및 어지럼","35"
"신경과","3","I69","뇌혈관질환의 후유증","27"
"신경과","4","G45","일과성 뇌허혈발작 및 관련 증후군","4"
"신경과","5","G40","뇌전증","3"
"신경과","5","G20","파킨슨병","3"
"신경과","5","R56","달리 분류되지 않은 경련","3"
"신경과","8","G22","달리 분류된 질환에서의 파킨슨증","2"
"신경과","8","F03","상세불명의 치매","2"
"신경과","8","R51","두통","2"
"신경과","8","R25","이상불수의운동","2"
"신경과","8","H81","전정기능의 장애","2"
"신경과","13","G03","기타 및 상세불명의 원인에 의한 수막염","1"
"신경과","13","R26","보행과 이동의 이상","1"
"신경과","13","H49","마비성 사시","1"
"신경과","13","C71","뇌의 악성 신생물","1"
"신경과","13","G43","편두통","1"
"신경과","13","F05","알콜 및 기타 정신활성물질에 의하여 유발된 것이 아닌 섬망","1"
"신경외과","1","S06","두개내손상","26"
"신경외과","2","M48","기타 척추병증","13"
"신경외과","3","I61","뇌내출혈","11"
"신경외과","4","I67","기타 뇌혈관질환","8"
"신경외과","5","I69","뇌혈관질환의 후유증","5"
"신경외과","5","M51","기타 추간판장애","5"
"신경외과","7","S13","목부위의 관절 및 인대의 탈구, 염좌 및 긴장","4"
"신경외과","7","I62","기타 비외상성 두개내출혈","4"
"신경외과","9","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착","3"
"신경외과","10","G95","척수의 기타 질환","2"
"신경외과","10","M54","등통증","2"
"신경외과","10","S32","요추 및 골반의 골절","2"
"신경외과","10","D17","양성 지방종성 신생물","2"
"신경외과","14","T90","머리손상의 후유증","1"
"신경외과","14","I66","뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착","1"
"신경외과","14","D43","뇌 및 중추신경계통의 행동양식 불명 또는 미상의 신생물","1"
"신경외과","14","M46","기타 염증성 척추병증","1"
"신경외과","14","D33","뇌 및 중추신경계통의 기타 부분의 양성 신생물","1"
"신경외과","14","S02","두개골 및 안면골의 골절","1"
"신경외과","14","D42","수막의 행동양식 불명 또는 미상의 신생물","1"
"신경외과","14","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"신경외과","14","S22","늑골, 흉골 및 흉추의 골절","1"
"신경외과","14","T81","달리 분류되지 않은 처치의 합병증","1"
"신경외과","14","D32","수막의 양성 신생물","1"
"신경외과","14","S14","목부위의 신경 및 척수의 손상","1"
"신장내과","1","N18","만성 신장병","45"
"신장내과","2","E11","2형 당뇨병","22"
"신장내과","3","N17","급성 신부전","10"
"신장내과","4","J18","상세불명 병원체의 폐렴","9"
"신장내과","5","N10","급성 세뇨관-간질신장염","4"
"신장내과","5","N39","비뇨계통의 기타 장애","4"
"신장내과","7","R50","기타 및 원인미상의 열","2"
"신장내과","7","M62","근육의 기타 장애","2"
"신장내과","7","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"신장내과","7","E87","수분, 전해질 및 산-염기균형의 기타 장애","2"
"신장내과","11","D64","기타 빈혈","1"
"신장내과","11","R57","달리 분류되지 않은 쇼크","1"
"신장내과","11","N20","신장 및 요관의 결석","1"
"신장내과","11","I10","본태성(원발성) 고혈압","1"
"신장내과","11","I48","심방세동 및 조동","1"
"신장내과","11","A41","기타 패혈증","1"
"신장내과","11","R10","복부 및 골반 통증","1"
"신장내과","11","L03","연조직염","1"
"신장내과","11","J69","고체 및 액체에 의한 폐렴","1"
"심장내과","1","I20","협심증","64"
"심장내과","2","I50","심부전","12"
"심장내과","3","R07","목구멍 및 가슴의 통증","6"
"심장내과","4","J18","상세불명 병원체의 폐렴","5"
"심장내과","5","R50","기타 및 원인미상의 열","4"
"심장내과","6","I10","본태성(원발성) 고혈압","3"
"심장내과","6","R06","호흡의 이상","3"
"심장내과","6","I48","심방세동 및 조동","3"
"심장내과","6","I70","죽상경화증","3"
"심장내과","6","I25","만성 허혈심장병","3"
"심장내과","11","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","2"
"심장내과","11","I44","방실차단 및 좌각차단","2"
