"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","E11","2형 당뇨병","5"
"가정의학과","2","C34","기관지 및 폐의 악성 신생물","2"
"가정의학과","2","M48","기타 척추병증","2"
"가정의학과","2","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가","2"
"가정의학과","5","R60","달리 분류되지 않은 부종","1"
"가정의학과","5","K70","알콜성 간질환","1"
"가정의학과","5","K63","장의 기타 질환","1"
"가정의학과","5","C61","전립선의 악성 신생물","1"
"가정의학과","5","M35","결합조직의 기타 전신침범","1"
"가정의학과","5","K86","췌장의 기타 질환","1"
"가정의학과","5","S76","엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상","1"
"가정의학과","5","I27","기타 폐성 심장질환","1"
"가정의학과","5","I20","협심증","1"
"가정의학과","5","A15","세균학적 및 조직학적으로 확인된 호흡기결핵","1"
"가정의학과","5","I89","림프관 및 림프절의 기타 비감염성 장애","1"
"가정의학과","5","R55","실신 및 허탈","1"
"가정의학과","5","D12","결장, 직장, 항문 및 항문관의 양성 신생물","1"
"가정의학과","5","C22","간 및 간내 담관의 악성 신생물","1"
"가정의학과","5","D01","기타 및 상세불명의 소화기관의 제자리암종","1"
"가정의학과","5","E66","비만","1"
"가정의학과","5","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","1"
"가정의학과","5","I25","만성 허혈심장병","1"
"가정의학과","5","J44","기타 만성 폐색성 폐질환","1"
"내분비내과","1","E11","2형 당뇨병","74"
"내분비내과","2","D35","기타 및 상세불명의 내분비선의 양성 신생물","6"
"내분비내과","3","K91","달리 분류되지 않은 소화계통의 처치후 장애","1"
"내분비내과","3","E26","고알도스테론증","1"
"내분비내과","3","E83","무기질대사장애","1"
"내분비내과","3","E24","쿠싱증후군","1"
"내분비내과","3","E16","췌장내분비의 기타 장애","1"
"내분비내과","3","E27","부신의 기타 장애","1"
"비뇨기과","1","C61","전립선의 악성 신생물","142"
"비뇨기과","2","N40","전립선증식증","121"
"비뇨기과","3","C67","방광의 악성 신생물","94"
"비뇨기과","4","D09","기타 및 상세불명 부위의 제자리암종","93"
"비뇨기과","5","N20","신장 및 요관의 결석","48"
"비뇨기과","6","N13","폐색성 및 역류성 요로병증","42"
