"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","E11","인슐린-비의존 당뇨병","62"
"가정의학과","2","I10","본태성(원발성) 고혈압","12"
"가정의학과","3","E46","상세불명의 단백질-에너지영양실조","7"
"가정의학과","4","J44","기타 만성 폐색성 폐질환","5"
"가정의학과","5","J18","상세불명 병원체의 폐렴","4"
"가정의학과","6","J20","급성 기관지염","4"
"가정의학과","7","J00","급성 비인두염[감기]","3"
"가정의학과","8","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자","3"
"가정의학과","9","R42","어지럼증 및 어지럼","1"
"가정의학과","10","K30","기능성 소화불량","1"
"가정의학과","11","J40","급성인지 만성인지 명시되지 않은 기관지염","1"
"가정의학과","12","E14","상세불명의 당뇨병","1"
"가정의학과","13","N39","비뇨계통의 기타 장애","1"
"가정의학과","14","I20","협심증","1"
"가정의학과","15","R53","병감 및 피로","1"
"가정의학과","16","B90","결핵의 후유증","1"
"가정의학과","17","G20","파킨슨병","1"
"가정의학과","18","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","1"
"가정의학과","19","M81","병적 골절이 없는 골다공증","1"
"가정의학과","20","J11","바이러스가 확인되지 않은 인플루엔자","1"
"내과","1","E11","인슐린-비의존 당뇨병","68"
"내과","2","I10","본태성(원발성) 고혈압","28"
"내과","3","J45","천식","20"
"내과","4","J18","상세불명 병원체의 폐렴","16"
"내과","5","J44","기타 만성 폐색성 폐질환","12"
"내과","6","K56","탈장이 없는 마비성 장폐색증 및 장폐색","11"
"내과","7","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","10"
"내과","8","J21","급성 세기관지염","10"
"내과","9","K70","알콜성 간질환","9"
"내과","10","C34","기관지 및 폐의 악성 신생물","9"
"내과","11","K29","위염 및 십이지장염","8"
"내과","12","K58","과민대장증후군","5"
"내과","13","C61","전립선의 악성 신생물","4"
"내과","14","K30","기능성 소화불량","4"
"내과","15","N17","급성 신부전","4"
"내과","16","K59","기타 기능성 장장애","3"
"내과","17","E87","수분, 전해질 및 산-염기균형의 기타장애","3"
"내과","18","E46","상세불명의 단백질-에너지영양실조","3"
"내과","19","I26","폐색전증","3"
"내과","20","N10","급성 세뇨관-간질신장염","3"
"비뇨의학과","1","N31","달리 분류되지 않은 방광의 신경근육기능장애","92"
"비뇨의학과","2","C67","방광의 악성 신생물","58"
"비뇨의학과","3","N40","전립선증식증","55"
"비뇨의학과","4","C61","전립선의 악성 신생물","37"
"비뇨의학과","5","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","24"
"비뇨의학과","6","N30","방광염","20"
"비뇨의학과","7","N45","고환염 및 부고환염","8"
"비뇨의학과","8","N21","하부요로의 결석","7"
"비뇨의학과","9","N41","전립선의 염증성 질환","6"
"비뇨의학과","10","N20","신장 및 요관의 결석","6"
"비뇨의학과","11","L29","가려움","4"
"비뇨의학과","12","D09","기타 및 상세불명 부위의 제자리암종","3"
"비뇨의학과","13","N39","비뇨계통의 기타 장애","3"
"비뇨의학과","14","N10","급성 세뇨관-간질신장염","2"
"비뇨의학과","15","L50","두드러기","2"
"비뇨의학과","16","N43","음낭수종 및 정액류","2"
"비뇨의학과","17","Z51","기타 의학적 관리","1"
"비뇨의학과","18","R31","상세불명의 혈뇨","1"
"비뇨의학과","19","Q64","비뇨계통의 기타 선천기형","1"
"비뇨의학과","20","J18","상세불명 병원체의 폐렴","1"
"소화기내과","1","E11","인슐린-비의존 당뇨병","43"
"소화기내과","2","K59","기타 기능성 장장애","19"
"소화기내과","3","K63","장의 기타 질환","15"
"소화기내과","4","J44","기타 만성 폐색성 폐질환","13"
"소화기내과","5","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","13"
"소화기내과","6","K58","과민대장증후군","7"
"소화기내과","7","K29","위염 및 십이지장염","6"
"소화기내과","8","K81","담낭염","4"
"소화기내과","9","I38"," 상세불명 판막의 심내막염","4"
"소화기내과","10","K31","위 및 십이지장의 기타 질환","3"
"소화기내과","11","K21","위-식도역류병","3"
"소화기내과","12","A41","기타 패혈증","2"
"소화기내과","13","J18","상세불명 병원체의 폐렴","2"
"소화기내과","14","E23","뇌하수체의 기능저하 및 기타 장애","2"
"소화기내과","15","G20","파킨슨병","2"
"소화기내과","16","K30","기능성 소화불량","2"
"소화기내과","17","C15","식도의 악성 신생물","2"
"소화기내과","18","K74","간의 섬유증 및 경변증","2"
"소화기내과","19","I50","심부전","2"
"소화기내과","20","N10","급성 세뇨관-간질신장염","2"
"신경과","1","I63","뇌경색증","3"
"신경과","2","F00","알츠하이머병에서의 치매","2"
"신경과","3","R44","일반적 감각 및 지각에 관련된 기타 증상 및 징후","1"
"신경과","4","I61","뇌내출혈","1"
"신경과","5","R51","두통","1"
"신경과","6","G20","파킨슨병","1"
"신경과","7","R42","어지럼증 및 어지럼","1"
"신경외과","1","M48","기타 척추병증","33"
"신경외과","2","M96","달리 분류되지 않은 처치후 근골격장애","18"
"신경외과","3","I67","기타 뇌혈관질환","9"
"신경외과","4","S32","요추 및 골반의 골절","8"
"신경외과","5","S06","두개내손상","7"
"신경외과","6","M47","척추증","6"
"신경외과","7","S22","늑골, 흉골 및 흉추의 골절","6"
"신경외과","8","M50","경추간판장애","5"
"신경외과","9","M53","달리 분류되지 않은 기타 등병증","5"
"신경외과","10","M51","기타 추간판장애","4"
"신경외과","11","I62","기타 비외상성 두개내출혈","4"
"신경외과","12","M54","등통증","4"
"신경외과","13","I63","뇌경색증","3"
"신경외과","14","S33","요추 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장","3"
"신경외과","15","G20","파킨슨병","2"
"신경외과","16","G56","팔의 단일신경병증","2"
"신경외과","17","M46","기타 염증성 척추병증","2"
"신경외과","18","H49","마비성 사시","2"
"신경외과","19","G44","기타 두통증후군","1"
"신경외과","20","G54","신경근 및 신경총 장애","1"
"안과","1","H25","노년백내장","204"
"외과","1","K40","사타구니탈장","18"
"외과","2","K64","치핵 및 항문주위정맥혈전증","15"
"외과","3","K80","담석증","10"
"외과","4","C18","결장의 악성 신생물","4"
"외과","5","I86","기타 부위의 정맥류","3"
"외과","6","K35","급성 충수염","3"
"외과","7","K81","담낭염","2"
"외과","8","D17","양성 지방종성 신생물","2"
"외과","9","L60","손발톱장애","2"
"외과","10","L73","기타 모낭장애","2"
"외과","11","K56","탈장이 없는 마비성 장폐색증 및 장폐색","2"
"외과","12","R53","병감 및 피로","2"
"외과","13","T81","달리 분류되지 않은 처치의 합병증","1"
"외과","14","L05","모소낭","1"
"외과","15","M67","윤활막 및 힘줄의 기타 장애","1"
"외과","16","K42","배꼽탈장","1"
"외과","17","C23","담낭의 악성 신생물","1"
"외과","18","C48","후복막 및 복막의 악성 신생물","1"
"외과","19","L89","욕창궤양 및 압박부위","1"
"외과","20","C80","부위의 명시가 없는 악성 신생물","1"
"이비인후과","1","J31","만성 비염, 비인두염 및 인두염","32"
"이비인후과","2","H66","화농성 및 상세불명의 중이염","31"
"이비인후과","3","H81","전정기능의 장애","15"
"이비인후과","4","R42","어지럼증 및 어지럼","14"
"이비인후과","5","H90","전음성 및 감각신경성 청력소실","11"
"이비인후과","6","J34","코 및 비동의 기타 장애","9"
"이비인후과","7","J32","만성 부비동염","7"
"이비인후과","8","K11","침샘의 질환","5"
"이비인후과","9","H71","중이의 진주종","4"
