시뮬레이션회차,지표명,시뮬레이션값,전국평균,평가
bed_0.8_spec_0.8,병상가동률(%),44.81629527216353,67.43,낮음 (전국평균 대비 66.5%)
bed_0.8_spec_0.8,병상당의사수,0.09889559358761613,0.1671,낮음 (전국평균 대비 59.2%)
bed_0.8_spec_0.8,의사당입원환자수,0.683102980052872,4.0327,낮음 (전국평균 대비 16.9%)
bed_0.8_spec_0.8,의사당외래환자수,5.438267930099221,10.625,낮음 (전국평균 대비 51.2%)
bed_0.8_spec_0.8,외래대비입원비율,0.15922282778374294,0.3795,낮음 (전국평균 대비 42.0%)
bed_0.8_spec_0.8,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bed_0.8_spec_1.0,병상가동률(%),58.647446598215744,67.43,적정 (전국평균 대비 87.0%)
bed_0.8_spec_1.0,병상당의사수,0.12448627559078279,0.1671,낮음 (전국평균 대비 74.5%)
bed_0.8_spec_1.0,의사당입원환자수,0.7122731390882077,4.0327,낮음 (전국평균 대비 17.7%)
bed_0.8_spec_1.0,의사당외래환자수,5.326758987461043,10.625,낮음 (전국평균 대비 50.1%)
bed_0.8_spec_1.0,외래대비입원비율,0.16197063757965943,0.3795,낮음 (전국평균 대비 42.7%)
bed_0.8_spec_1.0,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bed_0.8_spec_1.2,병상가동률(%),73.00001640341286,67.43,적정 (전국평균 대비 108.3%)
bed_0.8_spec_1.2,병상당의사수,0.14882066811580702,0.1671,적정 (전국평균 대비 89.1%)
bed_0.8_spec_1.2,의사당입원환자수,0.7435377452870787,4.0327,낮음 (전국평균 대비 18.4%)
bed_0.8_spec_1.2,의사당외래환자수,5.212852593946372,10.625,낮음 (전국평균 대비 49.1%)
bed_0.8_spec_1.2,외래대비입원비율,0.16661325235043034,0.3795,낮음 (전국평균 대비 43.9%)
bed_0.8_spec_1.2,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bed_1.0_spec_0.8,병상가동률(%),25.1002960322618,67.43,낮음 (전국평균 대비 37.2%)
bed_1.0_spec_0.8,병상당의사수,0.0790523585078764,0.1671,낮음 (전국평균 대비 47.3%)
bed_1.0_spec_0.8,의사당입원환자수,0.4311015638411096,4.0327,낮음 (전국평균 대비 10.7%)
bed_1.0_spec_0.8,의사당외래환자수,6.37965130291482,10.625,낮음 (전국평균 대비 60.0%)
bed_1.0_spec_0.8,외래대비입원비율,0.08970617203565616,0.3795,낮음 (전국평균 대비 23.6%)
bed_1.0_spec_0.8,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bed_1.0_spec_1.0,병상가동률(%),34.06165150237678,67.43,낮음 (전국평균 대비 50.5%)
bed_1.0_spec_1.0,병상당의사수,0.09950823331349577,0.1671,낮음 (전국평균 대비 59.6%)
bed_1.0_spec_1.0,의사당입원환자수,0.47276137928535195,4.0327,낮음 (전국평균 대비 11.7%)
bed_1.0_spec_1.0,의사당외래환자수,6.2233237297963315,10.625,낮음 (전국평균 대비 58.6%)
bed_1.0_spec_1.0,외래대비입원비율,0.09629999068288565,0.3795,낮음 (전국평균 대비 25.4%)
bed_1.0_spec_1.0,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bed_1.0_spec_1.2,병상가동률(%),43.50308497214991,67.43,낮음 (전국평균 대비 64.5%)
bed_1.0_spec_1.2,병상당의사수,0.11895990375850567,0.1671,낮음 (전국평균 대비 71.2%)
bed_1.0_spec_1.2,의사당입원환자수,0.5110801657696328,4.0327,낮음 (전국평균 대비 12.7%)
bed_1.0_spec_1.2,의사당외래환자수,6.080396849482739,10.625,낮음 (전국평균 대비 57.2%)
bed_1.0_spec_1.2,외래대비입원비율,0.1028649312524006,0.3795,낮음 (전국평균 대비 27.1%)
bed_1.0_spec_1.2,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
bed_1.2_spec_0.8,병상가동률(%),12.036730547699081,67.43,낮음 (전국평균 대비 17.9%)
bed_1.2_spec_0.8,병상당의사수,0.06594892236004792,0.1671,낮음 (전국평균 대비 39.5%)
bed_1.2_spec_0.8,의사당입원환자수,0.2650006179833144,4.0327,낮음 (전국평균 대비 6.6%)
bed_1.2_spec_0.8,의사당외래환자수,7.008407662993098,10.625,낮음 (전국평균 대비 66.0%)
bed_1.2_spec_0.8,외래대비입원비율,0.03917072777255148,0.3795,낮음 (전국평균 대비 10.3%)
bed_1.2_spec_0.8,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bed_1.2_spec_1.0,병상가동률(%),17.92720239441179,67.43,낮음 (전국평균 대비 26.6%)
bed_1.2_spec_1.0,병상당의사수,0.08301375007724086,0.1671,낮음 (전국평균 대비 49.7%)
bed_1.2_spec_1.0,의사당입원환자수,0.3167616148438066,4.0327,낮음 (전국평균 대비 7.9%)
bed_1.2_spec_1.0,의사당외래환자수,6.806164202362832,10.625,낮음 (전국평균 대비 64.1%)
bed_1.2_spec_1.0,외래대비입원비율,0.04834500457423799,0.3795,낮음 (전국평균 대비 12.7%)
bed_1.2_spec_1.0,고가도지표,1.0,1.0,적정 (전국평균 대비 100.0%)
bed_1.2_spec_1.2,병상가동률(%),25.312898224876875,67.43,낮음 (전국평균 대비 37.5%)
bed_1.2_spec_1.2,병상당의사수,0.09924138313576573,0.1671,낮음 (전국평균 대비 59.4%)
bed_1.2_spec_1.2,의사당입원환자수,0.37570181400192637,4.0327,낮음 (전국평균 대비 9.3%)
bed_1.2_spec_1.2,의사당외래환자수,6.592705504602539,10.625,낮음 (전국평균 대비 62.0%)
bed_1.2_spec_1.2,외래대비입원비율,0.059419781338633335,0.3795,낮음 (전국평균 대비 15.7%)
bed_1.2_spec_1.2,고가도지표,0.9999999999999999,1.0,적정 (전국평균 대비 100.0%)
