"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","I10","본태성(일차성)고혈압","4340"
"가정의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3317"
"가정의학과","3","E11","인슐린-비의존 당뇨병","2149"
"가정의학과","4","F00","알츠하이머병에서의 치매(G30.-+)","1021"
"가정의학과","5","E78","지질단백질대사장애 및 기타 지질증","589"
"가정의학과","6","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","512"
"가정의학과","7","E46","상세불명의 단백칼로리 영양실조","503"
"가정의학과","8","M81","병적 골절이 없는 골다공증","442"
"가정의학과","9","G47","수면장애","419"
"가정의학과","10","J40","급성인지 만성인지 명시되지 않은 기관지염","374"
"가정의학과","11","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","219"
"가정의학과","12","J44","기타 만성 폐쇄성 폐질환","158"
"가정의학과","13","I63","뇌경색증","122"
"가정의학과","14","K59","기타 기능적 창자 장애","110"
"가정의학과","15","R42","어지럼증 및 어지럼","102"
"가정의학과","16","J02","급성 인두염","101"
"가정의학과","17","K21","위-식도역류병","90"
"가정의학과","18","E03","기타 갑상선기능저하증","86"
"가정의학과","19","I20","협심증","86"
"가정의학과","20","J30","혈관운동성 및 앨러지성 비염","79"
"내과","1","I10","본태성(일차성)고혈압","3577"
"내과","2","E11","인슐린-비의존 당뇨병","2585"
"내과","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","2129"
"내과","4","J21","급성 세기관지염","1363"
"내과","5","K29","위염 및 십이지장염","797"
"내과","6","K21","위-식도역류병","663"
"내과","7","E78","지질단백질대사장애 및 기타 지질증","467"
"내과","8","K59","기타 기능적 창자 장애","330"
"내과","9","J44","기타 만성 폐쇄성 폐질환","323"
"내과","10","K58","자극성 장증후군","230"
"내과","11","J45","천식","204"
"내과","12","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","197"
"내과","13","K25","위궤양","181"
"내과","14","I20","협심증","180"
"내과","15","E03","기타 갑상선기능저하증","143"
"내과","16","J41","단순성 및 점액화농성 만성 기관지염","135"
"내과","17","B18","만성 바이러스간염","104"
"내과","18","K30","기능성 소화불량","101"
"내과","19","K56","탈장이 없는 마비성 장폐색증 및 장폐색","85"
"내과","20","K70","알콜성 간질환","82"
"마취통증의학과","1","M48","기타 척추병증","232"
"마취통증의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","205"
"마취통증의학과","3","M54","등통증","127"
"마취통증의학과","4","M13","기타 관절염","53"
"마취통증의학과","5","M75","어깨병변","50"
"마취통증의학과","6","M79","달리 분류되지 않은 기타 연조직장애","43"
"마취통증의학과","7","M51","기타 추간판장애","41"
"마취통증의학과","8","G53","달리 분류된 질환에서의 뇌신경장애","40"
"마취통증의학과","9","M17","무릎관절증","22"
"마취통증의학과","10","M50","경추간판장애","18"
"마취통증의학과","11","S99","발목 및 발의 기타 및 상세불명의 손상","14"
"마취통증의학과","12","S46","어깨 및 위팔 부위의 근육 및 힘줄의 손상","11"
"마취통증의학과","13","R10","복부 및 골반통증","8"
"마취통증의학과","14","M19","기타 관절증","8"
"마취통증의학과","15","G95","척수의 기타 질환","6"
"마취통증의학과","16","M47","척추증","5"
"마취통증의학과","17","G20","파킨슨병","4"
"마취통증의학과","18","M10","통풍","4"
"마취통증의학과","19","R07","목구멍 및 가슴의 통증","4"
"마취통증의학과","20","M77","기타 골부착부병증","3"
"비뇨의학과","1","N40","전립선증식증","16151"
"비뇨의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3050"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","1400"
"비뇨의학과","4","C61","전립선의 악성 신생물","741"
"비뇨의학과","5","C67","방광의 악성 신생물","594"
"비뇨의학과","6","N30","방광염","146"
"비뇨의학과","7","N45","고환염 및 부고환염","141"
"비뇨의학과","8","N34","요도염 및 요도증후군","117"
"비뇨의학과","9","N20","신장 및 요관의 결석","108"
"비뇨의학과","10","R31","상세불명의 혈뇨","102"
"비뇨의학과","11","N21","하부요로의 결석","80"
"비뇨의학과","12","L29","가려움","50"
"비뇨의학과","13","U07","U07의 응급사용","43"
"비뇨의학과","14","N41","전립선의 염증성 질환","31"
"비뇨의학과","15","L50","두드러기","30"
"비뇨의학과","16","N48","음경의 기타 장애","19"
"비뇨의학과","17","L40","건선","19"
"비뇨의학과","18","N43","음낭수종 및 정액류","18"
"비뇨의학과","19","L03","연조직염","18"
"비뇨의학과","20","B35","백선증","16"
"소화기내과","1","I10","본태성(일차성)고혈압","2259"
"소화기내과","2","E11","인슐린-비의존 당뇨병","1576"
"소화기내과","3","K29","위염 및 십이지장염","840"
"소화기내과","4","K59","기타 기능적 창자 장애","829"
"소화기내과","5","K21","위-식도역류병","662"
"소화기내과","6","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","348"
"소화기내과","7","K30","기능성 소화불량","260"
"소화기내과","8","E78","지질단백질대사장애 및 기타 지질증","258"
"소화기내과","9","K75","기타 염증성 간질환","230"
