진료과,순위,상명코드,상병명,건수
가정의학과,1,E86,체액용적고갈,8744
가정의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,4844
가정의학과,3,U07,U07의 응급사용,3281
가정의학과,4,Z29,기타 예방적 조치의 필요,2772
가정의학과,5,I10,본태성(일차성)고혈압,1674
가정의학과,6,J30,혈관운동성 및 앨러지성 비염,1170
가정의학과,7,E78,지질단백질대사장애 및 기타 지질증,687
가정의학과,8,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,644
가정의학과,9,E11,인슐린-비의존 당뇨병,631
가정의학과,10,J00,급성 코인두염[감기],623
가정의학과,11,J06,다발성 및 상세불명 부위의 급성 상기도감염,534
가정의학과,12,J02,급성 인두염,530
가정의학과,13,K29,위염 및 십이지장염,427
가정의학과,14,Z01,호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사,386
가정의학과,15,M81,병적골절이 없는 골다공증,323
가정의학과,16,C16,위의 악성 신생물,243
가정의학과,17,J20,급성 기관지염,205
가정의학과,18,R53,병감 및 피로,186
가정의학과,19,C34,기관지 및 폐의 악성 신생물,142
가정의학과,20,K59,기타 기능적 창자 장애,142
내과,1,E11,인슐린-비의존 당뇨병,1279
내과,2,I10,본태성(일차성)고혈압,1221
내과,3,N18,만성 콩팥(신장)기능상실,594
내과,4,E78,지질단백질대사장애 및 기타 지질증,195
내과,5,K29,위염 및 십이지장염,174
내과,6,I20,협심증,173
내과,7,R60,달리 분류되지 않은 부종,140
내과,8,E87,수분. 전해질 및 산-염기균형의 기타장애,117
내과,9,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,94
내과,10,E14,상세불명의 당뇨병,87
내과,11,U07,U07의 응급사용,69
내과,12,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,68
내과,13,R80,고립성 단백뇨증,52
내과,14,K21,위-식도역류병,45
내과,15,J15,달리 분류되지 않은 세균폐렴,38
내과,16,I25,만성 허혈심장병,34
내과,17,J44,기타 만성 폐쇄성 폐질환,31
내과,18,E10,인슐린-의존 당뇨병,29
내과,19,K58,자극성 장증후군,29
내과,20,I87,정맥의 기타 장애,29
내분비내과,1,E11,인슐린-비의존 당뇨병,3478
내분비내과,2,I10,본태성(일차성)고혈압,481
내분비내과,3,E03,기타 갑상선기능저하증,255
내분비내과,4,E78,지질단백질대사장애 및 기타 지질증,222
내분비내과,5,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,219
내분비내과,6,E05,갑상선독증[갑상선기능항진증],122
내분비내과,7,Z29,기타 예방적 조치의 필요,106
내분비내과,8,R73,혈당치상승,103
내분비내과,9,M81,병적골절이 없는 골다공증,83
내분비내과,10,U07,U07의 응급사용,77
내분비내과,11,E04,기타 비중독성 갑상선종,69
내분비내과,12,D35,기타 및 상세불명의 내분비선의 양성 신생물,54
내분비내과,13,E10,인슐린-의존 당뇨병,47
내분비내과,14,J44,기타 만성 폐쇄성 폐질환,28
내분비내과,15,E27,부신의 기타 장애,22
내분비내과,16,C73,갑상선의 악성 신생물,13
내분비내과,17,K29,위염 및 십이지장염,12
내분비내과,18,K21,위-식도역류병,9
내분비내과,19,E23,뇌하수체의 기능저하증 및 기타 장애,8
내분비내과,20,R94,기능검사의 이상결과,8
류마티스내과,1,E11,인슐린-비의존 당뇨병,4143
류마티스내과,2,I10,본태성(일차성)고혈압,2454
류마티스내과,3,M10,활막 및 건 장애,676
류마티스내과,4,M15,진균증,593
류마티스내과,5,M19,"연기, 불 및 화염에 노출",512
류마티스내과,6,U07,U07의 응급사용,349
류마티스내과,7,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,348
류마티스내과,8,M05,흑색종 및 피부의 기타 악성 신생물,317
류마티스내과,9,E78,지질단백질대사장애 및 기타 지질증,282
류마티스내과,10,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,141
류마티스내과,11,E79,퓨린 및 피리미딘의 대사장애,109
류마티스내과,12,M35,달리 분류된 질환 및 사망원인과 관련된 보조 요인,95
류마티스내과,13,M81,병적골절이 없는 골다공증,72
류마티스내과,14,K29,위염 및 십이지장염,57
류마티스내과,15,M06,피부 및 피하조직의 방사선 관련성 장애,56
류마티스내과,16,M79,달리 분류되지 않은 기타 연조직장애,54
류마티스내과,17,M17,윤충증,53
류마티스내과,18,M45,강직척추염,39
류마티스내과,19,M13,추 락,38
류마티스내과,20,I20,협심증,37
비뇨의학과,1,N40,전립선증식증,26132
비뇨의학과,2,N31,달리 분류되지 않은 방광의 신경근육기능장애,1794
비뇨의학과,3,C61,전립선의 악성 신생물,1746
비뇨의학과,4,N39,비뇨기계통의 기타 장애,281
비뇨의학과,5,R31,상세불명의 혈뇨,278
비뇨의학과,6,C67,방광의 악성 신생물,225
비뇨의학과,7,N20,콩팥(신장)및 요관의 결석,161
비뇨의학과,8,R35,다뇨증,130
비뇨의학과,9,N30,방광염,84
비뇨의학과,10,F52,기질적 장애나 질병에 의하지 않은 성기능 이상,80
비뇨의학과,11,N41,전립선의 염증성 질환,75
비뇨의학과,12,R32,상세불명의 요실금,61
비뇨의학과,13,N45,고환염 및 부고환염,59
비뇨의학과,14,N28,달리 분류되지 않은 콩팥(신장)및 요관의 기타 장애,53
비뇨의학과,15,C64,콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물,33
비뇨의학과,16,R33,요폐,31
비뇨의학과,17,S37,비뇨기 및 골반 장기의 손상,30
비뇨의학과,18,N21,하부요로의 결석,26
비뇨의학과,19,N43,음낭수종 및 정액류,25
비뇨의학과,20,N32,방광의 기타 장애,23
산부인과,1,U07,U07의 응급사용,8752
산부인과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2226
산부인과,3,Z29,기타 예방적 조치의 필요,1138
산부인과,4,N95,폐경기 및 기타 폐경기전후 장애,551
산부인과,5,N76,질 및 외음부의 기타 염증,139
산부인과,6,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,58
산부인과,7,M81,병적골절이 없는 골다공증,42
산부인과,8,N31,달리 분류되지 않은 방광의 신경근육기능장애,24
