"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","185"
"가정의학과","2","R10","복부 및 골반 통증","1"
"가정의학과","2","C43","피부의 악성 흑색종","1"
"가정의학과","2","N17","급성 신부전","1"
"가정의학과","2","J10","확인된 계절성 인플루엔자바이러스에 의한 인플루엔자","1"
"내과","1","I20","협심증","534"
"내과","2","E11","2형 당뇨병","349"
"내과","3","J18","상세불명 병원체의 폐렴","160"
"내과","4","I48","심방세동 및 조동","147"
"내과","5","R07","목구멍 및 가슴의 통증","109"
"내과","6","I70","죽상경화증","87"
"내과","6","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","87"
"내과","8","N18","만성 신장병","86"
"내과","9","J44","기타 만성 폐색성 폐질환","64"
"내과","10","I50","심부전","54"
"내과","11","R53","병감 및 피로","40"
"내과","12","J15","달리 분류되지 않은 세균성 폐렴","39"
"내과","13","I21","급성 심근경색증","32"
"내과","14","I49","기타 심장부정맥","31"
"내과","14","I10","본태성(원발성) 고혈압","31"
"내과","16","I25","만성 허혈심장병","24"
"내과","17","D13","기타 및 부위불명의 소화계통의 양성 신생물","23"
"내과","18","J69","고체 및 액체에 의한 폐렴","22"
"내과","19","E10","1형 당뇨병","20"
"내과","20","C22","간 및 간내 담관의 악성 신생물","19"
"비뇨의학과","1","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가","145"
"비뇨의학과","2","N40","전립선증식증","115"
"비뇨의학과","3","C61","전립선의 악성 신생물","105"
"비뇨의학과","4","N39","비뇨계통의 기타 장애","89"
"비뇨의학과","5","C67","방광의 악성 신생물","33"
"비뇨의학과","6","D09","기타 및 상세불명 부위의 제자리암종","31"
"비뇨의학과","7","N10","급성 세뇨관-간질신장염","17"
"비뇨의학과","8","N43","음낭수종 및 정액류","9"
"비뇨의학과","9","N35","요도협착","7"
"비뇨의학과","10","N30","방광염","6"
"비뇨의학과","10","R31","상세불명의 혈뇨","6"
"비뇨의학과","10","N32","방광의 기타 장애","6"
