년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),코드그룹,국비비율
2021,서울,입원(실인원),1.0, U07 , Emergency use of U07 ,39.142550911039656,397.9707038227939,21.822079314040728,3.75848517327617,4.744551625580565,6.688102893890675,1.9435512683101108,0.18578063594140765,,U07,0.01429081814933905
2021,서울,입원(실인원),2.0, H25 ," Senile incipient cataract, ",602.9400630914827,2087.3615141955834,8.067507886435331,12.313564668769716,42.03596214511041,446.2605678233438,78.55205047318611,15.710410094637224,,H25,0.4246056782334385
2021,서울,입원(실인원),3.0, Z51 , therapeutic radiology ,434.0716934487021,5201.98022249691,27.520395550061803,21.26576019777503,28.145859085290482,302.72435105067984,48.78615574783684,5.629171817058096,,Z51,0.6254635352286774
2021,서울,입원(실인원),4.0, M17 ," Osteoarthritis of patellofemoral joint, both ",129.74716981132076,2792.181132075472,4.407547169811321,7.437735849056604,14.049056603773584,87.6,15.426415094339623,0.8264150943396227,,M17,0.27547169811320754
2021,서울,입원(실인원),5.0, C34 , lung cancer of hilus ,220.76950998185117,5549.618874773139,4.0508166969147,1.3502722323049001,8.77676950998185,171.48457350272233,27.005444646098002,8.1016333938294,,C34,0.6751361161524501
2021,서울,입원(실인원),6.0, M48 , spinal stenosis ,164.6010016694491,2645.1485809682804,6.814691151919867,6.814691151919867,11.532554257095159,123.18864774624375,12.580968280467445,3.669449081803005,,M48,0.5242070116861436
2021,서울,입원(실인원),7.0, I25 , Atherosclerotic cardiovascular disease ,203.52998065764024,2356.943907156673,5.338491295938105,4.671179883945841,10.67698259187621,146.8085106382979,31.363636363636363,4.671179883945841,,I25,0.6673114119922631
2021,서울,입원(실인원),8.0, I67 , Dissection intracranial ,97.7910447761194,633.1970149253731,6.985074626865671,6.635820895522388,17.113432835820895,62.865671641791046,4.191044776119403,0.0,,I67,0.3492537313432836
2021,서울,입원(실인원),9.0, C22 , Combined hepatocellular carcinoma and cholangiocarcinoma ,187.88165680473372,2145.7278106508875,5.218934911242604,8.946745562130179,8.201183431952662,138.67455621301775,26.09467455621302,0.7455621301775148,,C22,0.7455621301775148
2021,서울,입원(실인원),10.0, I65 , Occlusion and stenosis of vertebral artery ,179.8029197080292,1218.6642335766423,0.7135036496350365,2.1405109489051095,5.708029197080292,158.39781021897812,11.416058394160585,1.427007299270073,,I65,0.7135036496350365
2021,서울,입원(실인원),11.0, Z04 , Examination and observation following work accident ,241.02439024390245,820.8658536585366,0.0,0.9878048780487805,0.0,212.3780487804878,25.682926829268293,1.975609756097561,,Z04,0.9878048780487805
2021,서울,입원(실인원),12.0, I63 , cerebral infarction due to thrombosis of precerebral arteries ,130.84514435695536,2192.4671916010498,4.866141732283464,3.7847769028871387,2.7034120734908136,72.4514435695538,31.359580052493435,15.679790026246717,,I63,0.5406824146981627
2021,서울,입원(실인원),13.0, M75 , periarthritis of shoulder ,118.11650485436894,1671.527508090615,10.737864077669904,6.135922330097088,10.22653721682848,85.90291262135923,4.601941747572816,0.511326860841424,,M75,0.511326860841424
2021,서울,입원(실인원),14.0, K80 , gallstone(impacted) of cystic duct ,108.38709677419355,1294.3548387096776,4.35483870967742,1.935483870967742,4.35483870967742,71.61290322580645,19.35483870967742,6.774193548387097,,K80,0.4838709677419355
2021,서울,입원(실인원),15.0, C61 , Acinar Prostate Adenocarcinoma ,149.45652173913044,2209.2391304347825,1.358695652173913,2.717391304347826,4.076086956521739,127.03804347826087,12.228260869565219,2.0380434782608696,,C61,0.6793478260869565
2021,서울,입원(실인원),16.0, C16 , Malignant neoplasm of cardia of stomach ,108.9963503649635,2084.1788321167883,3.6131386861313866,2.408759124087591,3.010948905109489,76.47810218978103,16.25912408759124,7.226277372262773,,C16,0.6021897810218978
2021,서울,입원(실인원),17.0, I50 , Right heart failure ,90.71934604904634,1801.7166212534062,1.5204359673024523,0.5068119891008175,0.5068119891008175,36.997275204359674,39.531335149863764,11.656675749318802,,I50,0.5068119891008175
