"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","C34","기관지 및 폐의 악성 신생물","52"
"가정의학과","2","C22","간 및 간내 담관의 악성 신생물","23"
"가정의학과","3","C25","췌장의 악성 신생물","20"
"가정의학과","4","C16","위의 악성 신생물","19"
"가정의학과","5","C61","전립선의 악성 신생물","15"
"가정의학과","6","C18","결장의 악성 신생물","12"
"가정의학과","7","C23","담낭의 악성 신생물","10"
"가정의학과","8","C24","담도의 기타 및 상세불명 부분의 악성 신생물","9"
"가정의학과","9","C67","방광의 악성 신생물","7"
"가정의학과","9","C20","직장의 악성 신생물","7"
"가정의학과","11","C15","식도의 악성 신생물","5"
"가정의학과","11","C64","신우를 제외한 신장의 악성 신생물","5"
"가정의학과","13","C56","난소의 악성 신생물","4"
"가정의학과","13","C90","다발골수종 및 악성 형질세포신생물","4"
"가정의학과","15","C50","유방의 악성 신생물","3"
"가정의학과","16","C65","신우의 악성 신생물","2"
"가정의학과","16","C17","소장의 악성 신생물","2"
"가정의학과","16","C53","자궁경부의 악성 신생물","2"
"가정의학과","16","C71","뇌의 악성 신생물","2"
"가정의학과","16","C85","기타 및 상세불명 유형의 비호지킨림프종","2"
"내분비내과","1","E11","2형 당뇨병","22"
"내분비내과","2","D35","기타 및 상세불명의 내분비선의 양성 신생물","7"
"내분비내과","3","R73","혈당치상승","1"
"내분비내과","3","E14","상세불명의 당뇨병","1"
"내분비내과","3","E10","1형 당뇨병","1"
"류마티스내과","1","M10","통풍","2"
"류마티스내과","2","M62","근육의 기타 장애","1"
"류마티스내과","2","M34","전신경화증","1"
"비뇨의학과","1","N40","전립선증식증","150"
"비뇨의학과","2","C61","전립선의 악성 신생물","32"
"비뇨의학과","3","N41","전립선의 염증성 질환","12"
"비뇨의학과","3","C67","방광의 악성 신생물","12"
"비뇨의학과","5","N48","음경의 기타 장애","11"
"비뇨의학과","6","N45","고환염 및 부고환염","10"
"비뇨의학과","7","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","9"
"비뇨의학과","7","N31","달리 분류되지 않은 방광의 신경근육기능장애","9"
"비뇨의학과","9","C64","신우를 제외한 신장의 악성 신생물","4"
"비뇨의학과","9","R33","소변정체","4"
"비뇨의학과","9","N21","하부요로의 결석","4"
"비뇨의학과","12","N35","요도협착","3"
"비뇨의학과","12","D30","비뇨기관의 양성 신생물","3"
"비뇨의학과","12","N39","비뇨계통의 기타 장애","3"
"비뇨의학과","12","S37","비뇨 및 골반 기관의 손상","3"
"비뇨의학과","16","N30","방광염","2"
"비뇨의학과","16","N43","음낭수종 및 정액류","2"
"비뇨의학과","16","N10","급성 세뇨관-간질신장염","2"
"비뇨의학과","16","N49","달리 분류되지 않은 남성생식기관의 염증성 장애","2"
"비뇨의학과","16","N20","신장 및 요관의 결석","2"
"소아청소년과","1","U07","U07의 응급사용","7"
"소화기내과","1","K29","위염 및 십이지장염","104"
"소화기내과","2","K63","장의 기타 질환","95"
"소화기내과","3","E11","2형 당뇨병","55"
"소화기내과","4","K59","기타 기능성 장장애","54"
"소화기내과","5","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","42"
"소화기내과","6","K21","위-식도역류병","40"
"소화기내과","7","C16","위의 악성 신생물","38"
"소화기내과","8","K92","소화계통의 기타 질환","35"
"소화기내과","8","C22","간 및 간내 담관의 악성 신생물","35"
"소화기내과","10","K58","과민대장증후군","26"
"소화기내과","11","K70","알코올성 간질환","23"
"소화기내과","11","D13","기타 및 부위불명의 소화계통의 양성 신생물","23"
"소화기내과","13","K31","위 및 십이지장의 기타 질환","22"
"소화기내과","14","J18","상세불명 병원체의 폐렴","21"
"소화기내과","15","I50","심부전","20"
"소화기내과","16","D64","기타 빈혈","19"
"소화기내과","16","K30","기능성 소화불량","19"
"소화기내과","18","K25","위궤양","16"
"소화기내과","19","C18","결장의 악성 신생물","15"
"소화기내과","19","K74","간의 섬유증 및 경변증","15"
"순환기내과","1","I20","협심증","731"
"순환기내과","2","I50","심부전","160"
"순환기내과","3","I73","기타 말초혈관질환","65"
"순환기내과","4","I48","심방세동 및 조동","42"
"순환기내과","5","I10","본태성(원발성) 고혈압","38"
"순환기내과","6","I21","급성 심근경색증","17"
"순환기내과","7","I77","동맥 및 세동맥의 기타 장애","14"
"순환기내과","8","I44","방실차단 및 좌각차단","13"
"순환기내과","9","I95","저혈압","11"
"순환기내과","10","Z45","이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람","9"
"순환기내과","10","I26","폐색전증","9"
"순환기내과","12","I49","기타 심장부정맥","8"
"순환기내과","12","I35","비류마티스성 대동맥판장애","8"
"순환기내과","14","Z95","심장 및 혈관 삽입물 및 이식편의 존재","7"
"순환기내과","14","I70","죽상경화증","7"
"순환기내과","14","I42","심근병증","7"
"순환기내과","17","I47","발작성 빈맥","6"
"순환기내과","17","R55","실신 및 허탈","6"
"순환기내과","17","I71","대동맥동맥류 및 박리","6"
"순환기내과","17","R60","달리 분류되지 않은 부종","6"
"신경과","1","I63","뇌경색증","25"
"신경과","2","R42","어지럼증 및 어지럼","3"
"신경과","2","H81","전정기능의 장애","3"
"신경과","4","G58","기타 단일신경병증","1"
"신경과","4","I67","기타 뇌혈관질환","1"
"신경과","4","G20","파킨슨병","1"
"신경과","4","G23","기저핵의 기타 퇴행성 질환","1"
"신경과","4","F03","상세불명의 치매","1"
"신경과","4","G41","뇌전증지속상태","1"
"신경과","4","I69","뇌혈관질환의 후유증","1"
"신경외과","1","M48","기타 척추병증","200"
"신경외과","2","M51","기타 추간판장애","172"
"신경외과","3","M50","경추간판장애","58"
"신경외과","4","S32","요추 및 골반의 골절","53"
