"부서명","순위","질병코드","상병명","실인원"
"가정의학과","1","E11","2형 당뇨병","11"
"가정의학과","2","R42","어지럼증 및 어지럼","3"
"가정의학과","3","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람","2"
"가정의학과","4","R63","음식 및 수액 섭취에 관계된 증상 및 징후","1"
"가정의학과","4","R60","달리 분류되지 않은 부종","1"
"가정의학과","4","C34","기관지 및 폐의 악성 신생물","1"
"가정의학과","4","I70","죽상경화증","1"
"가정의학과","4","C24","담도의 기타 및 상세불명 부분의 악성 신생물","1"
"가정의학과","4","D13","기타 및 부위불명의 소화계통의 양성 신생물","1"
"가정의학과","4","C18","결장의 악성 신생물","1"
"가정의학과","4","K58","과민대장증후군","1"
"가정의학과","4","K56","탈장이 없는 마비성 장폐색증 및 장폐색","1"
"가정의학과","4","K71","독성간질환","1"
"가정의학과","4","I50","심부전","1"
"가정의학과","4","R53","병감 및 피로","1"
"가정의학과","4","I10","본태성(원발성) 고혈압","1"
"가정의학과","4","C56","난소의 악성 신생물","1"
"가정의학과","4","K29","위염 및 십이지장염","1"
"가정의학과","4","M54","등통증","1"
"가정의학과","4","N17","급성 신부전","1"
"내분비내과","1","E11","2형 당뇨병","69"
"내분비내과","2","E23","뇌하수체의 기능저하 및 기타 장애","4"
"내분비내과","3","E27","부신의 기타 장애","2"
"내분비내과","3","E10","1형 당뇨병","2"
"내분비내과","3","E16","췌장내분비의 기타 장애","2"
"내분비내과","6","E05","갑상선독증[갑상선기능항진증]","1"
"내분비내과","6","E06","갑상선염","1"
"내분비내과","6","I50","심부전","1"
"내분비내과","6","C79","기타 및 상세불명 부위의 이차성 악성 신생물","1"
"내분비내과","6","E87","수분, 전해질 및 산-염기균형의 기타 장애","1"
"내분비내과","6","E83","무기질대사장애","1"
"내분비내과","6","S32","요추 및 골반의 골절","1"
"내분비내과","6","E14","상세불명의 당뇨병","1"
"내분비내과","6","E03","기타 갑상선기능저하증","1"
"내분비내과","6","C73","갑상선의 악성 신생물","1"
"비뇨기과","1","C61","전립선의 악성 신생물","287"
"비뇨기과","2","D09","기타 및 상세불명 부위의 제자리암종","113"
"비뇨기과","3","C67","방광의 악성 신생물","88"
"비뇨기과","4","N40","전립선증식증","84"
"비뇨기과","5","N13","폐색성 및 역류성 요로병증","36"
"비뇨기과","6","C64","신우를 제외한 신장의 악성 신생물","31"
"비뇨기과","7","N30","방광염","28"
"비뇨기과","8","N21","하부요로의 결석","25"
