"부서명","순위","질병코드","상병명","실인원"
"내과","1","E11","인슐린-비의존 당뇨병","42"
"내과","2","U07","U07의 응급사용","24"
"내과","3","J44","기타 만성 폐색성 폐질환","9"
"내과","4","E14","상세불명의 당뇨병","7"
"내과","5","K29","위염 및 십이지장염","6"
"내과","6","K70","알콜성 간질환","6"
"내과","7","C34","기관지 및 폐의 악성 신생물","5"
"내과","8","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","5"
"내과","9","J45","천식","4"
"내과","10","M05","혈청검사양성 류마티스관절염","4"
"내과","11","D13","기타 및 부위불명의 소화계통의 양성 신생물","4"
"내과","12","C18","결장의 악성 신생물","3"
"내과","13","I10","본태성(원발성) 고혈압","3"
"내과","14","E10","1형 당뇨병","3"
"내과","15","K58","과민대장증후군","2"
"내과","16","N39","비뇨계통의 기타 장애","2"
"내과","17","K63","장의 기타 질환","2"
"내과","18","K80","담석증","2"
"내과","19","C22","간 및 간내 담관의 악성 신생물","2"
"내과","20","I48","심방세동 및 조동","2"
"소화기내과","1","U07","U07의 응급사용","10"
"소화기내과","2","E11","인슐린-비의존 당뇨병","5"
"소화기내과","3","C34","기관지 및 폐의 악성 신생물","4"
"소화기내과","4","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","3"
"소화기내과","5","K29","위염 및 십이지장염","2"
"소화기내과","6","R63","음식 및 수액 섭취에 관계된 증상 및 징후","2"
"소화기내과","7","E14","상세불명의 당뇨병","2"
"소화기내과","8","J18","상세불명 병원체의 폐렴","2"
"소화기내과","9","L50","두드러기","1"
"소화기내과","10","Z04","기타 이유의 검사 및 관찰","1"
"소화기내과","11","C15","식도의 약성 신생물","1"
"소화기내과","12","A31","기타 형태의 마이코박테리아에 의한 감염","1"
"소화기내과","13","K81","담낭염","1"
"소화기내과","14","J44","기타 만성 폐색성 폐질환","1"
"소화기내과","15","R42","어지럼증 및 어지럼","1"
"소화기내과","16","D12","결장, 직장, 항문 및 항문관의 양성 신생물","1"
"소화기내과","17","C22","간 및 간내 담관의 악성 신생물","1"
"소화기내과","18","K30","기능성 소화불량","1"
"소화기내과","19","I10","본태성(원발성) 고혈압","1"
"소화기내과","20","K63","장의 기타 질환","1"
"가정의학과","1","E11","인슐린-비의존 당뇨병","8"
"가정의학과","2","U07","U07의 응급사용","5"
"가정의학과","3","I10","본태성(원발성) 고혈압","4"
"가정의학과","4","F00","알츠하이머병에서의 치매(G30.-+)","3"
"가정의학과","5","J45","천식","1"
"가정의학과","6","C34","기관지 및 폐의 악성 신생물","1"
"가정의학과","7","I50","심부전","1"
"신경과","1","I63","뇌경색증","2"
"신경과","2","G62","기타 다발신경병증","1"
"신경과","3","F03","상세불명의 치매","1"
"신경과","4","G45","일과성 뇌허혈발작 및 관련 증후군","1"
"안과","1","H25","노년백내장","8"
"이비인후과","1","H81","전정기능의 장애","2"
"이비인후과","2","H66","화농성 및 상세불명의 중이염","1"
"이비인후과","3","U07","U07의 응급사용","1"
"이비인후과","4","K11","침샘의 질환","1"
"재활의학과","1","G81","편마비","8"
"재활의학과","2","M54","등통증","7"
"재활의학과","3","I63","뇌경색증","6"
"재활의학과","4","M17","무릎관절증","5"
"재활의학과","5","G82","하반신마비 및 사지마비","3"
"재활의학과","6","S72","대퇴골의 골절","3"
"재활의학과","7","I62","기타 비외상성 두개내출혈","2"
"재활의학과","8","M51","기타 추간판장애","2"
"재활의학과","9","M50","경추간판장애","2"
"재활의학과","10","G57","다리의 단일신경병증","1"
"재활의학과","11","G62","기타 다발신경병증","1"
"재활의학과","12","S06","두개내손상","1"
"재활의학과","13","G95","척수의 기타 질환","1"
"재활의학과","14","G61","염증성 다발신경병증","1"
"재활의학과","15","M43","기타 변형성 등병증","1"
"치과","1","K05","치은염 및 치주질환","1"
"신경외과","1","M48","기타 척추병증","56"
"신경외과","2","M96","달리 분류되지 않은 처치후 근골격장애","8"
"신경외과","3","G95","척수의 기타 질환","7"
"신경외과","4","M80","병적 골절을 동반한 골다공증","6"
