"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","E86","용적고갈","7481"
"가정의학과","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3696"
"가정의학과","3","I10","본태성(원발성) 고혈압","1460"
"가정의학과","4","J30","혈관운동성 및 앨러지성 비염","1432"
"가정의학과","5","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","939"
"가정의학과","6","J00","급성 비인두염[감기]","886"
"가정의학과","7","J02","급성 인두염","787"
"가정의학과","8","E11","2형 당뇨병","709"
"가정의학과","9","J06","다발성 및 상세불명 부위의 급성 상기도감염","686"
"가정의학과","10","U07","U07의 응급사용","655"
"가정의학과","11","E78","지질단백질대사장애 및 기타 지질증","624"
"가정의학과","12","Z29","기타 예방적 조치의 필요","506"
"가정의학과","13","K29","위염 및 십이지장염","505"
"가정의학과","14","M81","병적 골절이 없는 골다공증","300"
"가정의학과","15","J20","급성 기관지염","250"
"가정의학과","16","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","177"
"가정의학과","17","K21","위-식도역류병","157"
"가정의학과","18","R63","음식 및 수액 섭취에 관계된 증상 및 징후","154"
"가정의학과","19","K59","기타 기능성 장장애","152"
"가정의학과","20","R53","병감 및 피로","124"
"내과","1","E11","2형 당뇨병","6634"
"내과","2","I10","본태성(원발성) 고혈압","2838"
"내과","3","E78","지질단백질대사장애 및 기타 지질증","626"
"내과","4","K29","위염 및 십이지장염","331"
"내과","5","I20","협심증","241"
"내과","6","Z29","기타 예방적 조치의 필요","228"
"내과","7","K21","위-식도역류병","177"
"내과","8","U07","U07의 응급사용","167"
"내과","9","E03","기타 갑상선기능저하증","161"
"내과","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","132"
"내과","11","E10","1형 당뇨병","119"
"내과","12","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","92"
"내과","13","K76","간의 기타 질환","68"
"내과","14","J00","급성 비인두염[감기]","58"
"내과","15","J18","상세불명 병원체의 폐렴","53"
"내과","16","N39","비뇨계통의 기타 장애","47"
"내과","17","K58","과민대장증후군","47"
