"진료과","순위","상명코드","상병명","건수"
"가정의학과","1","I10","본태성(원발성) 고혈압","6111"
"가정의학과","2","J00","급성 코인두염 [감기]","4163"
"가정의학과","3","E11","인슐린-비의존 당뇨병","2707"
"가정의학과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1813"
"가정의학과","5","R53","병감 및 피로","1299"
"가정의학과","6","J30","혈관운동성 및 앨러지성 비염","1090"
"가정의학과","7","E78","지질단백질대사장애 및 기타 지질증","1050"
"가정의학과","8","M79","달리 분류되지 않은 기타 연조직장애","417"
"가정의학과","9","K59","기타 기능적 창자 장애","346"
"가정의학과","10","J40","급성인지 만성인지 명시되지 않은 기관지염","339"
"가정의학과","11","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염","272"
"가정의학과","12","C34","기관지 및 폐의 악성 신생물","217"
"가정의학과","13","K30","소화불량","212"
"가정의학과","14","K29","위염 및 십이지장염","128"
"가정의학과","15","C22","간 및 간내담관의 악성 신생물","110"
"가정의학과","16","J03","급성 편도염","108"
"가정의학과","17","C20","직장의 악성 신생물","89"
"가정의학과","18","J42","상세불명의 만성 기관지염","76"
"가정의학과","19","C16","위의 악성 신생물","73"
"가정의학과","20","R69","미상 및 상세불명의 병인","70"
"내분비내과","1","E11","인슐린-비의존 당뇨병","18051"
"내분비내과","2","E03","기타 갑상선기능저하증","1308"
"내분비내과","3","I10","본태성(원발성) 고혈압","1248"
"내분비내과","4","E04","기타 비중독성 갑상선종","777"
"내분비내과","5","E78","지질단백질대사장애 및 기타 지질증","740"
"내분비내과","6","R73","혈당치상승","457"
"내분비내과","7","E05","갑상선독증[갑상선기능항진증]","279"
"내분비내과","8","E06","갑상선염","267"
"내분비내과","9","D35","기타 및 상세불명의 내분비선의 양성 신생물","259"
"내분비내과","10","Z08","악성신생물의 치료후 추후검사","145"
"내분비내과","11","E14","상세불명의 당뇨병","71"
"내분비내과","12","E27","부신의 기타 장애","65"
"내분비내과","13","C73","갑상선의 악성 신생물","60"
"내분비내과","14","M81","병적골절이 없는 골다공증","58"
"내분비내과","15","E10","인슐린-의존 당뇨병","54"
"내분비내과","16","M85","뼈 밀도 및 구조의 기타 장애","45"
"내분비내과","17","E89","달리 분류되지 않은 처치후의 내분비및 대사장애","27"
"내분비내과","18","K29","위염 및 십이지장염","26"
"내분비내과","19","E13","기타 명시된 당뇨병","25"
"내분비내과","20","E26","고알도스테론증","24"
"류마티스내과","1","M13","추 락","1427"
"류마티스내과","2","M10","활막 및 건 장애","760"
"류마티스내과","3","M05","흑색종 및 피부의 기타 악성 신생물","395"
"류마티스내과","4","M15","진균증","126"
"류마티스내과","5","M06","피부 및 피하조직의 방사선 관련성 장애","104"
"류마티스내과","6","M45","강직척추염","91"
"류마티스내과","7","M35","달리 분류된 질환 및 사망원인과 관련된 보조 요인","57"
"류마티스내과","8","M32","진단 및 치료에 이용되는 의료장치에 의한 부작용","32"
"류마티스내과","9","M17","윤충증","22"
"류마티스내과","10","M79","달리 분류되지 않은 기타 연조직장애","22"
"류마티스내과","11","I73","기타 말초혈관질환","21"
"류마티스내과","12","M81","병적골절이 없는 골다공증","20"
"류마티스내과","13","G56","팔의 단일신경병증","18"
"류마티스내과","14","M34","질환과 사망의 외인의 후유증","9"
"류마티스내과","15","M77","기타 골부착부병증","7"
"류마티스내과","16","E14","상세불명의 당뇨병","7"
"류마티스내과","17","M46","기타 염증성 척추병증","7"
"류마티스내과","18","L40","건선","6"
"류마티스내과","19","D68","기타 응고결함","5"
"류마티스내과","20","L52","결절홍반","5"
"비뇨의학과","1","N40","전립선증식증","40557"
"비뇨의학과","2","C61","전립선의 악성 신생물","6614"
"비뇨의학과","3","N31","달리 분류되지 않은 방광의 신경근육기능장애","2378"
"비뇨의학과","4","R31","상세불명의 혈뇨","2086"
"비뇨의학과","5","C67","방광의 악성 신생물","1037"
"비뇨의학과","6","M79","달리 분류되지 않은 기타 연조직장애","607"
"비뇨의학과","7","N20","콩팥(신장)및 요관의 결석","604"
"비뇨의학과","8","N41","전립선의 염증성 질환","488"
"비뇨의학과","9","C64","콩팥깔때기를  제외한 콩팥(신장)의 악성 신생물","438"
"비뇨의학과","10","N30","방광염","272"
"비뇨의학과","11","N45","고환염 및 부고환염","211"
"비뇨의학과","12","N39","비뇨기계통의 기타 장애","198"
"비뇨의학과","13","N21","하부요로의 결석","192"
"비뇨의학과","14","Q61","낭성 콩팥(신장)병","183"
"비뇨의학과","15","D30","비뇨기관의 양성 신생물","135"
"비뇨의학과","16","N35","요도협착","134"
"비뇨의학과","17","N43","음낭수종 및 정액류","110"
"비뇨의학과","18","D41","비뇨기관의 행동양식 불명 또는 미상의 신생물","107"
"비뇨의학과","19","N13","폐쇄성 및 역류성 요로병증","91"
"비뇨의학과","20","R35","다뇨증","91"
"산부인과","1","N95","폐경기 및 기타 폐경기전후 장애","554"
"산부인과","2","M81","병적골절이 없는 골다공증","419"
"산부인과","3","Z01","호소증상 또는 보고된 진단명이 없는 사람의 기타 특수 검사 및 조사","368"
"산부인과","4","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","305"
"산부인과","5","D25","자궁의 평활근종","110"
"산부인과","6","B37","칸디다증","71"
"산부인과","7","N76","질 및 외음부의 기타 염증","65"
