부서명,순위,질병코드,상병명,실인원
가정의학과,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,235
가정의학과,2,C34,기관지 및 폐의 악성 신생물,2
내분비내과,1,E11,2형 당뇨병,63
내분비내과,2,J18,상세불명 병원체의 폐렴,8
내분비내과,3,U07,U07의 응급사용,7
내분비내과,4,J69,고체 및 액체에 의한 폐렴,6
내분비내과,5,N39,비뇨계통의 기타 장애,5
내분비내과,6,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3
내분비내과,6,E10,1형 당뇨병,3
내분비내과,8,J44,기타 만성 폐쇄성 폐질환,2
내분비내과,8,J15,달리 분류되지 않은 세균성 폐렴,2
내분비내과,8,I95,저혈압,2
내분비내과,11,I77,동맥 및 세동맥의 기타 장애,1
내분비내과,11,R50,기타 및 원인미상의 열,1
내분비내과,11,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1
내분비내과,11,J93,기흉,1
내분비내과,11,N41,전립선의 염증성 질환,1
내분비내과,11,J06,다발성 및 상세불명 부위의 급성 상기도감염,1
내분비내과,11,C34,기관지 및 폐의 악성 신생물,1
내분비내과,11,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1
내분비내과,11,E16,췌장내분비의 기타 장애,1
내분비내과,11,K81,담낭염,1
내분비내과,11,D70,무과립구증,1
내분비내과,11,I63,뇌경색증,1
내분비내과,11,K85,급성 췌장염,1
내분비내과,11,A41,기타 패혈증,1
내분비내과,11,N10,급성 세뇨관-간질신장염,1
내분비내과,11,J90,달리 분류되지 않은 흉막삼출액,1
비뇨의학과,1,C61,전립선의 악성 신생물,73
비뇨의학과,2,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",63
비뇨의학과,3,N40,전립선증식증,29
비뇨의학과,4,N39,비뇨계통의 기타 장애,24
비뇨의학과,5,D09,기타 및 상세불명 부위의 제자리암종,21
비뇨의학과,6,R31,상세불명의 혈뇨,13
비뇨의학과,7,N20,신장 및 요관의 결석,6
비뇨의학과,7,N10,급성 세뇨관-간질신장염,6
비뇨의학과,7,C67,방광의 악성 신생물,6
비뇨의학과,10,N35,요도협착,5
비뇨의학과,11,N21,하부요로의 결석,4
비뇨의학과,12,N30,방광염,3
비뇨의학과,12,R33,소변정체,3
비뇨의학과,12,N43,음낭수종 및 정액류,3
비뇨의학과,15,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,2
비뇨의학과,15,N17,급성 신부전,2
비뇨의학과,15,N13,폐색성 및 역류성 요로병증,2
비뇨의학과,18,N45,고환염 및 부고환염,1
비뇨의학과,18,N48,음경의 기타 장애,1
비뇨의학과,18,I20,협심증,1
비뇨의학과,18,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,1
비뇨의학과,18,N32,방광의 기타 장애,1
비뇨의학과,18,C65,신우의 악성 신생물,1
비뇨의학과,18,R10,복부 및 골반 통증,1
비뇨의학과,18,R50,기타 및 원인미상의 열,1
비뇨의학과,18,T81,달리 분류되지 않은 처치의 합병증,1
비뇨의학과,18,S37,비뇨 및 골반 기관의 손상,1
비뇨의학과,18,N31,달리 분류되지 않은 방광의 신경근육기능장애,1
소화기내과,1,E11,2형 당뇨병,42
소화기내과,2,J18,상세불명 병원체의 폐렴,38
소화기내과,3,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,27
소화기내과,4,D13,기타 및 부위불명의 소화계통의 양성 신생물,26
소화기내과,5,J44,기타 만성 폐쇄성 폐질환,24
소화기내과,6,U07,U07의 응급사용,18
소화기내과,7,R53,병감 및 피로,16
소화기내과,8,K59,기타 기능성 장장애,11
소화기내과,8,K21,위-식도역류병,11
소화기내과,10,J15,달리 분류되지 않은 세균성 폐렴,10
소화기내과,11,K80,담석증,9
소화기내과,11,I10,본태성(원발성) 고혈압,9
소화기내과,13,C34,기관지 및 폐의 악성 신생물,8
소화기내과,13,C25,췌장의 악성 신생물,8
소화기내과,13,C22,간 및 간내 담관의 악성 신생물,8
소화기내과,16,K30,기능성 소화불량,7
소화기내과,16,N10,급성 세뇨관-간질신장염,7
소화기내과,16,R63,음식 및 수액 섭취에 관계된 증상 및 징후,7
소화기내과,19,K31,위 및 십이지장의 기타 질환,6
소화기내과,19,K29,위염 및 십이지장염,6
소화기내과,19,K25,위궤양,6
순환기내과,1,I20,협심증,590
순환기내과,2,I48,심방세동 및 조동,137
순환기내과,3,R07,목구멍 및 가슴의 통증,93
순환기내과,4,I70,죽상경화증,54
순환기내과,5,I77,동맥 및 세동맥의 기타 장애,50
순환기내과,5,E11,2형 당뇨병,50
순환기내과,7,J18,상세불명 병원체의 폐렴,42
순환기내과,8,I50,심부전,41
순환기내과,9,J44,기타 만성 폐쇄성 폐질환,35
순환기내과,10,I25,만성 허혈심장병,30
순환기내과,11,I21,급성 심근경색증,24
순환기내과,12,I49,기타 심장부정맥,22
순환기내과,13,I10,본태성(원발성) 고혈압,19
순환기내과,14,J90,달리 분류되지 않은 흉막삼출액,17
순환기내과,15,I35,비류마티스성 대동맥판장애,14
순환기내과,15,U07,U07의 응급사용,14
순환기내과,17,I47,발작성 빈맥,12
순환기내과,17,I11,고혈압성 심장병,12
순환기내과,19,J15,달리 분류되지 않은 세균성 폐렴,11
순환기내과,19,I44,방실차단 및 좌각차단,11
신경과,1,I63,뇌경색증,24
신경과,2,G20,파킨슨병,2
신경과,3,G45,일과성 뇌허혈발작 및 관련 증후군,1
신경과,3,R26,보행과 이동의 이상,1
신경과,3,G81,편마비,1
신경과,3,G25,기타 추체외로 및 운동 장애,1
신경과,3,H81,전정기능의 장애,1
신경과,3,I67,기타 뇌혈관질환,1
신경과,3,H91,기타 청력소실,1
신경외과,1,M51,기타 추간판장애,122
신경외과,2,M48,기타 척추병증,116
신경외과,3,S32,요추 및 골반의 골절,110
신경외과,4,S22,"늑골, 흉골 및 흉추의 골절",37
신경외과,5,M96,달리 분류되지 않은 처치후 근골격장애,30
신경외과,5,M43,기타 변형성 등병증,30
신경외과,7,M46,기타 염증성 척추병증,13
신경외과,8,M54,등통증,8
신경외과,9,M50,경추간판장애,7
신경외과,10,S06,두개내손상,5
신경외과,11,I60,거미막하출혈,4
신경외과,11,G82,하반신마비 및 사지마비,4
신경외과,13,I61,뇌내출혈,3
신경외과,14,C71,뇌의 악성 신생물,2
신경외과,14,C79,기타 및 상세불명 부위의 이차성 악성 신생물,2
신경외과,14,I63,뇌경색증,2
신경외과,17,G95,척수의 기타 질환,1
신경외과,17,S12,목의 골절,1
신경외과,17,R42,어지럼증 및 어지럼,1
신경외과,17,S01,머리의 열린상처,1
신경외과,17,I62,기타 비외상성 두개내출혈,1
신경외과,17,G81,편마비,1
신경외과,17,S02,두개골 및 안면골의 골절,1
신경외과,17,U07,U07의 응급사용,1
신경외과,17,L72,피부 및 피하조직의 모낭낭,1
신경외과,17,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",1
신경외과,17,A04,기타 세균성 장감염,1
신경외과,17,M47,척추증,1
신장내과,1,N18,만성 신장병,72
신장내과,2,E11,2형 당뇨병,55
신장내과,3,J18,상세불명 병원체의 폐렴,33
신장내과,4,U07,U07의 응급사용,20
신장내과,5,N39,비뇨계통의 기타 장애,16
신장내과,6,N17,급성 신부전,12
신장내과,7,I12,고혈압성 신장병,10
신장내과,8,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,9
신장내과,9,N10,급성 세뇨관-간질신장염,7
신장내과,10,J69,고체 및 액체에 의한 폐렴,5
신장내과,10,E87,"수분, 전해질 및 산-염기균형의 기타 장애",5
신장내과,10,C34,기관지 및 폐의 악성 신생물,5
신장내과,10,J15,달리 분류되지 않은 세균성 폐렴,5
신장내과,14,R50,기타 및 원인미상의 열,3
신장내과,15,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,2
신장내과,15,E16,췌장내분비의 기타 장애,2
신장내과,15,J42,상세불명의 만성 기관지염,2
신장내과,15,L03,연조직염,2
신장내과,15,A41,기타 패혈증,2
신장내과,20,G47,수면장애,1
신장내과,20,C90,다발골수종 및 악성 형질세포신생물,1
신장내과,20,I20,협심증,1
신장내과,20,R53,병감 및 피로,1
신장내과,20,C16,위의 악성 신생물,1
신장내과,20,T68,저체온증,1
신장내과,20,R57,달리 분류되지 않은 쇼크,1
신장내과,20,A08,바이러스성 및 기타 명시된 장감염,1
신장내과,20,C25,췌장의 악성 신생물,1
신장내과,20,I50,심부전,1
신장내과,20,A93,달리 분류되지 않은 기타 절지동물매개바이러스열,1
신장내과,20,A04,기타 세균성 장감염,1
신장내과,20,R06,호흡의 이상,1
신장내과,20,N03,만성 신염증후군,1
신장내과,20,T79,달리 분류되지 않은 외상의 특정 조기합병증,1
신장내과,20,Q61,낭성 신장병,1
신장내과,20,M62,근육의 기타 장애,1
신장내과,20,J84,기타 간질성 폐질환,1
신장내과,20,K55,장의 혈관장애,1
신장내과,20,K75,기타 염증성 간질환,1
신장내과,20,C22,간 및 간내 담관의 악성 신생물,1
신장내과,20,J12,달리 분류되지 않은 바이러스폐렴,1
신장내과,20,R42,어지럼증 및 어지럼,1
신장내과,20,U09,코로나-19 이후 병태,1
신장내과,20,J13,폐렴연쇄알균에 의한 폐렴,1
신장내과,20,J32,만성 부비동염,1
신장내과,20,K92,소화계통의 기타 질환,1
신장내과,20,E14,상세불명의 당뇨병,1
신장내과,20,J44,기타 만성 폐쇄성 폐질환,1
안과,1,H25,노년백내장,506
안과,2,H40,녹내장,28
안과,3,H26,기타 백내장,7
안과,4,H04,눈물계통의 장애,4
안과,5,H43,유리체의 장애,2
안과,5,H02,눈꺼풀의 기타 장애,2
안과,7,H20,홍채섬모체염,1
안과,7,H27,수정체의 기타 장애,1
안과,7,H35,기타 망막장애,1
외과,1,K40,사타구니탈장,45
외과,2,K80,담석증,38
외과,3,K35,급성 충수염,17
외과,4,S22,"늑골, 흉골 및 흉추의 골절",13
외과,5,K64,치핵 및 항문주위정맥혈전증,12
외과,6,I83,하지의 정맥류,8
외과,7,K56,탈장이 없는 마비성 장폐색증 및 장폐색,7
외과,7,L89,욕창궤양 및 압박부위,7
외과,9,D13,기타 및 부위불명의 소화계통의 양성 신생물,6
외과,10,K81,담낭염,5
외과,11,K61,항문 및 직장부의 농양,4
외과,12,K60,항문 및 직장부의 열창 및 누공,3
외과,12,K66,복막의 기타 장애,3
외과,14,K63,장의 기타 질환,2
외과,14,C20,직장의 악성 신생물,2
외과,14,D17,양성 지방종성 신생물,2
외과,14,K65,복막염,2
외과,14,J93,기흉,2
외과,19,K82,담낭의 기타 질환,1
외과,19,T20,머리 및 목의 화상 및 부식,1
외과,19,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,1
외과,19,L72,피부 및 피하조직의 모낭낭,1
외과,19,S39,"복부, 아래등 및 골반의 기타 및 상세불명의 손상",1
외과,19,T25,발목 및 발의 화상 및 부식,1
외과,19,C34,기관지 및 폐의 악성 신생물,1
외과,19,C19,직장구불결장접합부의 악성 신생물,1
외과,19,R02,달리 분류되지 않은 괴저,1
외과,19,M79,달리 분류되지 않은 기타 연조직장애,1
외과,19,J12,달리 분류되지 않은 바이러스폐렴,1
외과,19,J10,확인된 계절성 인플루엔자바이러스에 의한 인플루엔자,1
외과,19,K43,복벽탈장,1
외과,19,T81,달리 분류되지 않은 처치의 합병증,1
이비인후과,1,H66,화농성 및 상세불명의 중이염,1
재활의학과,1,M51,기타 추간판장애,169
재활의학과,2,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,67
재활의학과,3,M48,기타 척추병증,31
재활의학과,4,M50,경추간판장애,21
재활의학과,5,G62,기타 다발신경병증,20
재활의학과,6,M96,달리 분류되지 않은 처치후 근골격장애,16
재활의학과,7,I63,뇌경색증,10
재활의학과,8,G95,척수의 기타 질환,8
재활의학과,9,G20,파킨슨병,7
재활의학과,10,G61,염증성 다발신경병증,5
재활의학과,11,G21,이차성 파킨슨증,4
재활의학과,12,R26,보행과 이동의 이상,3
재활의학과,12,S72,대퇴골의 골절,3
재활의학과,12,G83,기타 마비증후군,3
재활의학과,12,M17,무릎관절증,3
재활의학과,12,G04,"뇌염, 척수염 및 뇌척수염",3
재활의학과,12,M47,척추증,3
재활의학과,18,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",2
재활의학과,18,G57,다리의 단일신경병증,2
재활의학과,18,G60,유전성 및 특발성 신경병증,2
재활의학과,18,G81,편마비,2
정형외과,1,M17,무릎관절증,164
정형외과,2,M75,어깨병변,90
정형외과,3,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,38
정형외과,3,S72,대퇴골의 골절,38
정형외과,5,S82,발목을 포함한 아래다리의 골절,28
정형외과,6,L03,연조직염,26
정형외과,7,S52,아래팔의 골절,20
정형외과,8,M23,무릎의 내부장애,18
정형외과,9,M19,기타 관절증,16
정형외과,10,S42,어깨 및 위팔의 골절,14
정형외과,11,G56,팔의 단일신경병증,13
정형외과,11,T84,"내부 정형외과적 인공삽입장치, 삽입물 및 이식편의 합병증",13
정형외과,11,M20,손가락 및 발가락의 후천변형,13
정형외과,14,E11,2형 당뇨병,12
정형외과,15,S92,발목을 제외한 발의 골절,11
정형외과,16,S32,요추 및 골반의 골절,10
정형외과,17,M25,달리 분류되지 않은 기타 관절장애,9
정형외과,17,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",9
정형외과,19,M86,골수염,8
정형외과,20,M87,골괴사,7
