병원,진료과,예측연도,ARIMA예측,RF예측,XGB예측,최근3년평균,최근3년증감률
광주,순환기내과,2024,2227.5237939551025,11406.24,14020.4697265625,8484.333333333334,102.57151112395262
광주,순환기내과,2025,13916.005791054662,11406.24,14020.4697265625,8484.333333333334,102.57151112395262
광주,순환기내과,2026,2332.5654576467405,11406.24,14020.4697265625,8484.333333333334,102.57151112395262
광주,호흡기내과,2024,0.0,1542.3,382.68865966796875,5241.333333333333,-96.62222222222222
광주,호흡기내과,2025,0.0,1542.3,382.68865966796875,5241.333333333333,-96.62222222222222
광주,호흡기내과,2026,0.0,1542.3,382.68865966796875,5241.333333333333,-96.62222222222222
광주,내분비내과,2024,2735.11847611789,1509.44,1891.9168701171875,1073.3333333333333,122.85041224970554
광주,내분비내과,2025,3519.8310936386824,1509.44,1891.9168701171875,1073.3333333333333,122.85041224970554
광주,내분비내과,2026,4250.183837100838,1509.44,1891.9168701171875,1073.3333333333333,122.85041224970554
광주,감염내과,2024,1354.9470029068848,1431.68,1107.1417236328125,2221.0,-68.41654778887303
광주,감염내과,2025,1378.882206162812,1431.68,1107.1417236328125,2221.0,-68.41654778887303
광주,감염내과,2026,1381.1927561923992,1431.68,1107.1417236328125,2221.0,-68.41654778887303
광주,소화기내과,2024,12153.862440912264,7005.62,8218.650390625,5622.333333333333,66.20829120323559
광주,소화기내과,2025,15582.380430652782,7005.62,8218.650390625,5622.333333333333,66.20829120323559
광주,소화기내과,2026,18569.711190619353,7005.62,8218.650390625,5622.333333333333,66.20829120323559
광주,혈액종양내과,2024,2833.995971164344,3036.3,2834.575927734375,3771.3333333333335,-44.86381322957199
광주,혈액종양내과,2025,2833.991942352441,3036.3,2834.575927734375,3771.3333333333335,-44.86381322957199
광주,혈액종양내과,2026,2833.9879135642905,3036.3,2834.575927734375,3771.3333333333335,-44.86381322957199
광주,신장내과,2024,2381.858446739954,4995.06,4548.85693359375,7885.333333333333,-67.11030741410488
광주,신장내과,2025,217.89740789822872,4995.06,4548.85693359375,7885.333333333333,-67.11030741410488
광주,신장내과,2026,0.0,4995.06,4548.85693359375,7885.333333333333,-67.11030741410488
광주,신경과,2024,10640.602923877786,10703.5,10669.90625,10641.333333333334,3.8847239801382534
광주,신경과,2025,10635.71583966033,10703.5,10669.90625,10641.333333333334,3.8847239801382534
광주,신경과,2026,10634.903391781187,10703.5,10669.90625,10641.333333333334,3.8847239801382534
광주,소아청소년과,2024,576.0691080831396,169.68,209.1051788330078,124.66666666666667,944.9999999999999
광주,소아청소년과,2025,423.2698831770862,169.68,209.1051788330078,124.66666666666667,944.9999999999999
광주,소아청소년과,2026,486.8753531492489,169.68,209.1051788330078,124.66666666666667,944.9999999999999
광주,외과,2024,24075.178427103227,22633.72,23635.42578125,21761.666666666668,16.123802505526896
광주,외과,2025,24181.339805284944,22633.72,23635.42578125,21761.666666666668,16.123802505526896
광주,외과,2026,24207.060464998725,22633.72,23635.42578125,21761.666666666668,16.123802505526896
광주,정형외과,2024,8905.954379472158,12594.62,10179.4765625,15769.333333333334,-57.71100860241866
광주,정형외과,2025,10175.941704173432,12594.62,10179.4765625,15769.333333333334,-57.71100860241866
광주,정형외과,2026,8906.012672622914,12594.62,10179.4765625,15769.333333333334,-57.71100860241866
광주,신경외과,2024,4898.590856268898,5588.5,6217.6318359375,6553.666666666667,-50.58814178985853
