병원,진료과,연도,실제값,ARIMA예측,RF예측,XGB예측,ARIMA_RMSE,ARIMA_MAE,ARIMA_MAPE,ARIMA_R2,ARIMA_Adjusted_R2,RF_RMSE,RF_MAE,RF_MAPE,RF_R2,RF_Adjusted_R2,XGB_RMSE,XGB_MAE,XGB_MAPE,XGB_R2,XGB_Adjusted_R2
광주,가정의학과,2023,29111,,30926.28,28127.537,,,,,,1815.2799999999988,1815.2799999999988,6.235718456940671,0.9376428154305932,0.9376428154305932,983.4628869459183,983.462890625,3.3783205339047093,0.9662167946609529,0.9662167946609529
광주,건강관리과,2023,7077,,7546.28,7161.739,,,,,,469.27999999999975,469.27999999999975,6.631058358061321,0.9336894164193867,0.9336894164193867,84.73877022760892,84.73876953125,1.1973826413911262,0.9880261735860887,0.9880261735860887
광주,내과,2017,213639,,216119.54,214208.44,,,,,,2480.540000000008,2480.540000000008,1.1610895014487093,0.9883891049855129,0.9883891049855129,569.4374965700802,569.4375,0.26654192352519906,0.997334580764748,0.997334580764748
광주,마취과,2023,726,,789.9,748.0141,,,,,,63.89999999999998,63.89999999999998,8.80165289256198,0.9119834710743802,0.9119834710743802,22.014099458101207,22.01409912109375,3.032245058001894,0.9696775494199811,0.9696775494199811
광주,비뇨기과,2017,40105,,35853.3,35929.953,,,,,,4251.699999999997,4251.699999999997,10.601421269168426,0.8939857873083157,0.8939857873083157,4175.046826084708,4175.046875,10.410290175788555,0.8958970982421145,0.8958970982421145
광주,산부인과,2023,3880,,4952.32,4356.6973,,,,,,1072.3199999999997,1072.3199999999997,27.637113402061846,0.7236288659793815,0.7236288659793815,476.69726373244475,476.697265625,12.286012000644329,0.8771398799935567,0.8771398799935567
광주,소아청소년과,2023,23702,,23955.7,23842.078,,,,,,253.70000000000073,253.70000000000073,1.0703738081174614,0.9892962619188254,0.9892962619188254,140.0781241285555,140.078125,0.5909970677579951,0.9940900293224201,0.9940900293224201
광주,신경과,2023,49909,,49061.26,49703.457,,,,,,847.739999999998,847.739999999998,1.6985713999479009,0.983014286000521,0.983014286000521,205.54296425869217,205.54296875,0.4118354780700876,0.9958816452192991,0.9958816452192991
광주,신경외과,2023,14066,,21636.06,12563.993,,,,,,7570.060000000001,7570.060000000001,53.81814303995451,0.46181856960045486,0.46181856960045486,1502.0068242188515,1502.0068359375,10.678279794806626,0.8932172020519338,0.8932172020519338
광주,안과,2023,19468,,15677.14,12195.758,,,,,,3790.8600000000006,3790.8600000000006,19.472262173823715,0.8052773782617628,0.8052773782617628,7272.242295193416,7272.2421875,37.354849946065336,0.6264515005393466,0.6264515005393466
광주,외과,2023,32093,,30253.48,30738.656,,,,,,1839.5200000000004,1839.5200000000004,5.731841834667997,0.94268158165332,0.94268158165332,1354.3437525237084,1354.34375,4.220059670333094,0.957799403296669,0.957799403296669
광주,이비인후과,2023,15686,,11304.72,10913.748,,,,,,4381.280000000001,4381.280000000001,27.931148795103915,0.7206885120489608,0.7206885120489608,4772.251879354232,4772.251953125,30.423638614847636,0.6957636138515236,0.6957636138515236
광주,재활의학과,2023,76866,,62941.48,66434.33,,,,,,13924.519999999997,13924.519999999997,18.115317565633696,0.8188468243436631,0.8188468243436631,10431.671773977554,10431.671875,13.571243300028621,0.8642875669997138,0.8642875669997138
광주,정신과,2017,12486,,8979.0,9069.947,,,,,,3507.0,3507.0,28.087457952907258,0.7191254204709274,0.7191254204709274,3416.05269280203,3416.052734375,27.359064026709916,0.7264093597329009,0.7264093597329009
광주,정형외과,2023,37401,,49890.18,43981.39,,,,,,12489.18,12489.18,33.392636560519776,0.6660736343948023,0.6660736343948023,6580.390565916282,6580.390625,17.594156907569317,0.8240584309243069,0.8240584309243069
광주,치과,2023,21737,,23031.44,21724.635,,,,,,1294.4399999999987,1294.4399999999987,5.955007590743887,0.9404499240925611,0.9404499240925611,12.365234220749091,12.365234375,0.05688565291898606,0.9994311434708102,0.9994311434708102
광주,피부과,2023,16289,,17755.18,15517.796,,,,,,1466.1800000000003,1466.1800000000003,9.001043649088343,0.9099895635091165,0.9099895635091165,771.2040910161201,771.2041015625,4.734508573654,0.95265491426346,0.95265491426346
광주,핵의학과,2023,228,,180.54,192.99524,,,,,,47.46000000000001,47.46000000000001,20.815789473684216,0.7918421052631579,0.7918421052631579,35.00476041845059,35.0047607421875,15.352965237801536,0.8464703476219846,0.8464703476219846
광주,흉부외과,2017,0,,4813.92,5049.8657,,,,,,4813.92,4813.92,,0.0,0.0,5049.865740789551,5049.86572265625,,0.0,0.0
광주,응급의학과,2023,16091,,4351.24,4148.8354,,,,,,11739.76,11739.76,72.95854825678951,0.2704145174321049,0.2704145174321049,11942.163958010291,11942.1640625,74.21642253919116,0.2578357746080884,0.2578357746080884
광주,정신건강의학과,2023,12050,,13327.36,12886.918,,,,,,1277.3600000000006,1277.3600000000006,10.600497925311208,0.8939950207468879,0.8939950207468879,836.9179693972403,836.91796875,6.945377334024896,0.9305462266597511,0.9305462266597511
광주,내분비내과,2023,17058,,17360.58,16452.664,,,,,,302.58000000000175,302.58000000000175,1.7738304607808755,0.9822616953921912,0.9822616953921912,605.3359346263858,605.3359375,3.54869232911244,0.9645130767088756,0.9645130767088756
광주,소화기내과,2023,34881,,29146.14,26250.418,,,,,,5734.860000000001,5734.860000000001,16.44121441472435,0.8355878558527565,0.8355878558527565,8630.581903904278,8630.58203125,24.74293177159485,0.7525706822840514,0.7525706822840514
광주,순환기내과,2023,61474,,51559.06,48242.566,,,,,,9914.940000000002,9914.940000000002,16.12867228421772,0.8387132771578227,0.8387132771578227,13231.433482431146,13231.43359375,21.523625587646812,0.7847637441235319,0.7847637441235319
