구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
일반내과,0,0,0,0,0,0,0,0,0.0
순환기내과,"5,931",0,"2,348",128,0,0,"2,476","8,407",23.0
호흡기내과,"5,717",23,"2,476",89,0,0,"2,588","8,305",22.8
내분비내과,"1,383",0,196,34,0,0,230,"1,613",4.4
소화기내과,"28,719",4,"5,182",646,0,0,"5,832","34,551",94.7
신장내과,"3,970",0,"1,287",176,0,0,"1,463","5,433",14.9
소아청소년과,0,0,0,0,0,0,0,0,0.0
신경과,"2,164",0,410,31,0,0,441,"2,605",7.1
정신건강의학과,0,0,0,0,0,0,0,0,0.0
외과,"2,603",9,789,272,0,0,"1,070","3,673",10.1
정형외과,"27,208",0,"6,837",588,16,146,"7,587","34,795",95.3
신경외과,"27,939",0,"6,479",673,289,7,"7,448","35,387",97.0
산부인과,0,0,0,0,0,0,0,0,0.0
안과,114,1,40,2,0,0,43,157,0.4
이비인후과,304,0,412,0,0,0,412,716,2.0
피부과,0,0,0,0,0,0,0,0,0.0
비뇨의학과,"3,866",10,888,68,8,0,974,"4,840",13.3
치과,0,0,0,0,0,0,0,0,0.0
재활의학과,"10,545",0,"1,303",230,0,0,"1,533","12,078",33.1
가정의학과,"1,385",0,"4,154",683,0,0,"4,837","6,222",17.0
계,"121,848",47,"32,801","3,620",313,153,"36,934","158,782",435.0
