구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
일반내과,0,0,0,0,0,0,0,0,0
순환기내과,"7,858",3,"2,699",148,0,0,"2,850","10,708",29.3
호흡기·알레르기내과,"4,405",13,"1,861",133,0,0,"2,007","6,412",17.6
내분비내과,10,0,12,0,0,0,12,22,0.1
소화기내과,"19,518",0,"4,363",659,0,0,"5,022","24,540",67.2
혈액종양내과,"1,312",0,256,0,0,0,256,"1,568",4.3
신장내과,"2,004",0,303,16,0,0,319,"2,323",6.4
류마티스내과,13,0,7,0,0,0,7,20,0.1
소아청소년과,0,0,7,0,0,0,7,7,0
신경과,692,0,452,0,0,0,452,"1,144",3.1
정신건강의학과,0,0,0,0,0,0,0,0,0
피부과,0,0,0,0,0,0,0,0,0
재활의학과,"15,599",0,"2,482",89,0,76,"2,647","18,246",50
가정의학과,"1,897",0,"4,142",148,0,0,"4,290","6,187",17
외과,779,0,288,15,0,0,303,"1,082",3
정형외과,"22,417",6,"7,473",470,106,96,"8,151","30,568",83.7
신경외과,"27,181",85,"5,841",798,163,6,"6,893","34,074",93.4
산부인과,0,0,0,0,0,0,0,0,0
안과,75,0,43,1,0,0,44,119,0.3
이비인후과,240,0,104,0,0,0,104,344,0.9
비뇨의학과,"2,984",0,"1,113",38,8,0,"1,159","4,143",11.4
치과,0,0,0,0,0,0,0,0,0
계,"106,984",107,"31,446","2,515",277,178,"34,523","141,507",387.7
