구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,"10,805",-,"2,774",457,-,-,"3,231","14,036",38.5
소화기내과,"14,889",-,"3,881",717,-,-,"4,598","19,487",53.4
내분비내과,"3,838",-,590,161,-,-,751,"4,589",12.6
순환기내과,"18,506",-,"5,120",786,-,-,"5,906","24,412",66.9
호흡기내과,-,-,-,-,-,-,-,-,-
신장내과,"5,895",-,"1,381",167,-,-,"1,548","7,443",20.4
감염내과,-,-,-,-,-,-,-,-,-
신경과,"1,261",-,938,32,-,-,970,"2,231",6.1
정신건강의학과,-,-,-,-,-,-,-,-,-
외과,"1,800",-,819,273,-,-,"1,092","2,892",7.9
흉부외과,-,-,-,-,-,-,-,-,-
정형외과,"13,533",15,"8,124","1,020",35,167,"9,361","22,894",62.7
신경외과,"17,004",34,"6,575",994,282,116,"8,001","25,005",68.5
마취통증의학과,-,-,-,-,-,-,-,-,-
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
안과,902,1,359,26,-,-,386,"1,288",3.5
이비인후과,25,-,32,-,-,-,32,57,0.2
피부과,21,-,7,-,-,-,7,28,0.1
비뇨의학과,"1,898",-,593,80,13,-,686,"2,584",7.1
재활의학과,"10,125",-,901,236,28,-,"1,165","11,290",30.9
가정의학과,"1,701",-,"3,569",542,-,-,"4,111","5,812",15.9
치과,-,-,-,-,-,-,-,-,-
응급의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
계,"102,203",50,"35,663","5,491",358,283,"41,845","144,048",394.7
