구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,-,-,-,-,-,-,-,-,-
소화기내과,"16,926",-,"3,025",877,-,-,"3,902","20,828",57.1
내분비내과,"2,859",-,963,144,-,-,"1,107","3,966",10.9
순환기내과,"19,452",1,"6,501",859,-,-,"7,361","26,813",73.5
호흡기내과,-,-,-,-,-,-,-,-,-
신장내과,"6,493",9,"2,142",302,-,-,"2,453","8,946",24.5
감염내과,-,-,-,-,-,-,-,-,-
신경과,224,-,297,-,-,-,297,521,1.4
정신건강의학과,-,-,-,-,-,-,-,-,-
외과,"1,053",5,431,8,6,15,465,"1,518",4.2
흉부외과,-,-,-,-,-,-,-,-,-
정형외과,"11,357",74,"8,475","1,248",109,130,"10,036","21,393",58.6
신경외과,"15,102",25,"4,802","1,190",115,-,"6,132","21,234",58.2
마취통증의학과,-,-,-,-,-,-,-,-,-
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
안과,383,3,260,17,-,-,280,663,1.8
이비인후과,-,-,3,-,-,-,3,3,0.0
피부과,-,-,-,-,-,-,-,-,-
비뇨의학과,"1,941",-,612,107,-,-,719,"2,660",7.3
재활의학과,"17,687",-,"1,353",664,-,67,"2,084","19,771",54.2
가정의학과,"1,107",-,"3,810",638,-,-,"4,448","5,555",15.2
치과,-,-,-,-,-,-,-,-,-
응급의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
합계,"94,584",117,"32,674","6,054",230,212,"39,287","133,871",366.8
