구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
일반내과,0,0,0,0,0,0,0,0,0.0
순환기내과,"4,450",0,"1,598",263,0,0,"1,861","6,311",17.3
호흡기내과,"5,047",0,"1,903",50,0,0,"1,953","7,000",19.2
내분비내과,"2,439",0,367,78,0,0,445,"2,884",7.9
소화기내과,"29,308",4,"6,457",825,0,0,"7,286","36,594",100.3
신장내과,"6,368",0,"1,208",111,0,0,"1,319","7,687",21.1
소아청소년과,0,0,0,0,0,0,0,0,0.0
신경과,"2,478",0,942,87,0,0,"1,029","3,507",9.6
정신건강의학과,0,0,0,0,0,0,0,0,0.0
외과,"2,467",0,577,80,0,0,657,"3,124",8.6
정형외과,"32,856",0,"10,044","1,007",58,123,"11,232","44,088",120.8
신경외과,"27,059",31,"6,618","1,014",436,42,"8,141","35,200",96.4
산부인과,0,0,0,0,0,0,0,0,0.0
안과,135,0,42,3,0,0,45,180,0.5
이비인후과,430,0,467,14,0,0,481,911,2.5
피부과,0,0,0,0,0,0,0,0,0.0
비뇨의학과,"4,686",0,"1,041",80,0,0,"1,121","5,807",15.9
치과,0,0,0,0,0,0,0,0,0.0
재활의학과,"7,588",0,839,8,0,0,847,"8,435",23.1
가정의학과,"4,952",0,"2,538",292,0,0,"2,830","7,782",21.3
계,"130,263",35,"34,641","3,912",494,165,"39,247","169,510",464.4
