구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,"2,466",7,"4,069",58,-,-,"4,134","6,600",18.1
소화기내과,"10,227",3,"2,513",559,-,-,"3,075","13,302",36.4
심장내과,301,-,207,24,-,-,231,532,1.5
호흡기내과,"4,042",103,"4,893",641,-,-,"5,637","9,679",26.5
류마티스내과,"1,276",-,624,48,-,-,672,"1,948",5.3
신장내과,"2,924",-,"1,453",25,-,-,"1,478","4,402",12.1
소아청소년과,-,4,105,-,-,-,109,109,0.3
신경과,"5,430",-,"1,232",348,-,-,"1,580","7,010",19.2
정신건강의학과,-,-,-,-,-,-,-,-,-
피부과,-,-,-,-,-,-,-,-,-
재활의학과,"7,550",-,469,17,-,-,486,"8,036",22.0
가정의학과,"3,227",-,795,53,-,-,848,"4,075",11.2
외과,"3,268",46,"1,657",285,-,16,"2,004","5,272",14.4
정형외과,"21,367",21,"10,711",907,24,144,"11,807","33,174",90.9
신경외과,"5,692",-,"1,488",365,-,19,"1,872","7,564",20.7
산부인과,-,-,-,-,-,-,-,-,-
안과,68,1,45,-,-,-,46,114,0.3
이비인후과,395,4,203,-,-,-,207,602,1.6
비뇨기과,121,-,111,-,-,-,111,232,0.6
치과,-,-,-,-,-,-,-,-,-
마취통증의학과,-,-,-,-,-,-,-,-,-
한방진료과,-,-,-,-,-,-,-,-,-
응급의학과,-,-,-,-,-,-,-,-,-
합계,"68,354",189,"30,575","3,330",24,179,"34,297","102,651",281.2
