구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,757,-,446,1,-,-,447,"1,204",3.3
소화기내과,"5,663",-,"1,638",180,-,-,"1,818","7,481",20.5
심장내과,417,2,346,2,-,-,350,767,2.1
호흡기내과,"3,272",5,"2,040",241,-,-,"2,286","5,558",15.2
내분비내과,562,-,91,30,-,-,121,683,1.9
류마티스내과,308,-,78,36,-,-,114,422,1.2
신장내과,"2,241",-,663,39,62,-,764,"3,005",8.2
신경과,"3,222",-,866,9,-,-,875,"4,097",11.2
정신건강의학과,-,-,-,-,-,-,-,-,-
혈액종양내과,"3,629",13,"5,142",439,-,-,"5,594","9,223",25.3
외과,"4,913",-,"1,450",133,-,-,"1,583","6,496",17.8
정형외과,"21,510",12,"12,106","1,119",29,41,"13,307","34,817",95.4
신경외과,"3,178",-,"1,145",566,29,55,"1,795","4,973",13.6
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
심장초음파실,-,-,-,-,-,-,-,-,-
안과,141,-,104,4,-,-,108,249,0.7
이비인후과,395,-,123,-,-,-,123,518,1.4
피부과,-,-,-,-,-,-,-,-,-
비뇨의학과,119,-,86,-,-,-,86,205,0.6
통증클리닉,-,-,-,-,-,-,-,-,-
건강검진실,-,-,-,-,-,-,-,-,-
가정간호사업실,-,-,-,-,-,-,-,-,-
가정의학과,"1,886",32,351,99,-,-,482,"2,368",6.5
재활의학과,"8,003",-,792,229,-,3,"1,024","9,027",24.7
한방진료과,-,-,-,-,-,-,-,-,-
응급실,-,-,-,-,-,-,-,-,-
마취통증의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
영상의학과,-,-,-,-,-,-,-,-,-
진단검사의학과,-,-,-,-,-,-,-,-,-
암센터,-,-,-,-,-,-,-,-,-
호스피스실,-,-,-,-,-,-,-,-,-
치과,-,-,-,-,-,-,-,-,-
계,"60,216",64,"27,467","3,127",120,99,"30,877","91,093",249.6
