구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,757,8,"1,295",428,-,-,"1,731","2,488",6.8
소화기내과,196,13,184,35,-,-,232,428,1.2
순환기내과,-,-,-,-,-,-,-,-,-
호흡기내과,-,-,-,-,-,-,-,-,-
내분비내과,-,-,-,-,-,-,-,-,-
신경과,26,-,2,-,-,-,2,28,0.1
외과,131,19,400,20,-,-,439,570,1.6
정형외과,507,-,662,43,-,51,756,"1,263",3.5
신경외과,665,-,906,136,-,-,"1,042","1,707",4.7
마취통증의학과,-,-,-,-,-,-,-,-,-
안과,4,-,4,-,-,-,4,8,0.0
이비인후과,4,-,15,10,-,-,25,29,0.1
피부과,-,-,-,-,-,-,-,-,-
비뇨의학과,"2,314",-,"2,315",308,-,-,"2,623","4,937",13.5
재활의학과,851,-,994,33,-,-,"1,027","1,878",5.1
치과,-,-,1,-,-,-,1,1,0.0
가정의학과,148,20,145,98,-,-,263,411,1.1
계,"5,603",60,"6,923","1,111",-,51,"8,145","13,748",37.7
