구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
일반내과,0,0,28,6,0,0,34,34,0.1
순환기내과,"6,407",0,"2,001",129,0,0,"2,130","8,537",23.4
호흡기내과,"2,489",25,"4,538",311,0,7,"4,881","7,370",20.2
내분비내과,266,0,32,7,0,0,39,305,0.8
소화기내과,"26,718",0,"3,728",586,0,0,"4,314","31,032",85.0
혈액종양내과,942,0,149,0,0,0,149,"1,091",3.0
신장내과,"2,525",0,324,26,0,0,350,"2,875",7.9
류마티스내과,161,0,9,0,0,0,9,170,0.5
소아청소년과,0,0,55,5,0,0,60,60,0.2
신경과,652,0,638,0,0,0,638,"1,290",3.5
정신건강의학과,0,0,0,0,0,0,0,0,0.0
피부과,0,0,0,0,0,0,0,0,0.0
재활의학과,"8,081",0,"1,044",116,0,0,"1,160","9,241",25.3
가정의학과,"2,277",0,"3,449",533,0,0,"3,982","6,259",17.1
외과,"1,778",22,"1,124",29,0,0,"1,175","2,953",8.1
정형외과,"24,547",32,"7,773",753,127,119,"8,804","33,351",91.4
신경외과,"25,995",0,"5,093","1,144",308,29,"6,574","32,569",89.2
산부인과,0,0,0,0,0,0,0,0,0.0
안과,109,0,31,0,0,0,31,140,0.4
이비인후과,282,0,100,4,0,0,104,386,1.1
비뇨의학과,"2,420",0,708,134,0,0,842,"3,262",8.9
치과,0,0,0,0,0,0,0,0,0.0
계,"105,649",79,"30,824","3,783",435,155,"35,276","140,925",386.1
