구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,"49,091",1,"11,947","2,423",-,7,"14,378","63,469",173.4
순화기내과,"2,743",-,592,271,-,-,863,"3,606",9.9
신경과,"1,138",-,393,11,-,-,404,"1,542",4.2
정신건강의학과,-,-,-,-,-,-,-,-,-
외과,"1,546",-,"1,609",106,11,-,"1,726","3,272",8.9
흉부외과,-,-,-,-,-,-,-,-,-
정형외과,"9,530",-,"7,309",877,120,140,"8,446","17,976",49.1
신경외과,"14,561",-,"4,782",618,211,45,"5,656","20,217",55.2
마취통증의학과,-,-,-,-,-,-,-,-,-
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
안과,869,1,245,23,-,-,269,"1,138",3.1
이비인후과,89,-,54,-,-,-,54,143,0.4
피부과,7,-,13,-,-,-,13,20,0.1
비뇨의학과,"1,661",-,674,80,14,-,768,"2,429",6.6
재활의학과,"4,061",-,267,53,-,-,320,"4,381",12.0
가정의학과,"1,721",-,"4,061",126,-,-,"4,187","5,908",16.1
치과,-,-,-,-,-,-,-,-,-
응급의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
계,"87,017",2,"31,946","4,588",356,192,"37,084","124,101",339.1
