구분,국비,사비,계,일평균환자
일반,건강보험,의료급여,산재,자보,계
내과,-,-,-,-,-,-,-,-,-
소화기내과,"18,563",21,"5,953","1,189",7,-,"7,170","25,733",70.5
내분비내과,"4,277",-,"1,572",210,-,-,"1,782","6,059",16.6
순환기내과,"14,016",31,"7,009","1,012",-,-,"8,052","22,068",60.5
호흡기내과,-,-,-,-,-,-,-,-,-
신장내과,"6,553",-,"2,898",488,-,-,"3,386","9,939",27.2
감염내과,-,-,-,-,-,-,-,-,-
신경과,319,6,886,79,-,-,971,"1,290",3.5
정신건강의학과,-,-,-,-,-,-,-,-,-
외과,"1,294",-,659,11,23,39,732,"2,026",5.6
흉부외과,-,-,-,-,-,-,-,-,-
정형외과,"9,384",20,"7,451",728,44,13,"8,256","17,640",48.3
신경외과,"13,550",-,"6,378","1,158",58,39,"7,633","21,183",58.0
마취통증의학과,-,-,-,-,-,-,-,-,-
산부인과,-,-,-,-,-,-,-,-,-
소아청소년과,-,-,-,-,-,-,-,-,-
안과,743,6,304,19,-,-,329,"1,072",2.9
이비인후과,9,-,-,-,-,-,-,9,0.0
피부과,-,-,7,-,-,-,7,7,0.0
비뇨의학과,"1,181",-,385,21,-,-,406,"1,587",4.3
재활의학과,"13,501",-,"1,666",378,46,-,"2,090","15,591",42.7
가정의학과,"1,192",-,"3,373",546,24,-,"3,943","5,135",14.1
치과,-,-,-,-,-,-,-,-,-
응급의학과,-,-,-,-,-,-,-,-,-
핵의학과,-,-,-,-,-,-,-,-,-
합계,"84,582",84,"38,541","5,839",202,91,"44,757","129,339",354.4
