"연령대","순위","상병코드","상병명","건수"
"59세 이하","1","U07","U07의 응급사용","15462"
"59세 이하","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","6136"
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","5608"
"59세 이하","4","E11","인슐린-비의존 당뇨병","858"
"59세 이하","5","J00","급성 코인두염 [감기]","719"
"59세 이하","6","N18","만성 콩팥(신장)기능상실","684"
"59세 이하","7","I10","본태성(원발성) 고혈압","672"
"59세 이하","8","K02","치아우식증","563"
"59세 이하","9","M17","윤충증","547"
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","540"
"59세 이하","11","L30","기타 피부염","528"
"59세 이하","12","R52","달리 분류되지 않은 통증","470"
"59세 이하","13","K30","소화불량","407"
"59세 이하","14","K29","위염 및 십이지장염","396"
"59세 이하","15","M75","어깨병변","376"
"59세 이하","16","M54","배통","353"
"59세 이하","17","L29","소양증","343"
"59세 이하","18","M48","기타 척추병증","341"
"59세 이하","19","U11","코로나-19에 대한 예방접종의 필요","338"
"59세 이하","20","F32","우울증 에피소드","329"
"60대","1","U07","U07의 응급사용","2754"
"60대","2","E11","인슐린-비의존 당뇨병","2253"
"60대","3","M17","윤충증","1956"
"60대","4","I10","본태성(원발성) 고혈압","1724"
"60대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1595"
"60대","6","N40","전립선증식증","1574"
"60대","7","K05","치은염(잇몸염)및 치주 질환","1138"
"60대","8","M48","기타 척추병증","1097"
"60대","9","I20","협심증","930"
"60대","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","877"
"60대","11","N18","만성 콩팥(신장)기능상실","869"
"60대","12","K02","치아우식증","821"
"60대","13","K08","치아 및 지지구조의 기타 장애","748"
"60대","14","L30","기타 피부염","691"
"60대","15","M54","배통","691"
"60대","16","M75","어깨병변","660"
"60대","17","K29","위염 및 십이지장염","657"
"60대","18","K30","소화불량","631"
"60대","19","H04","눈물기관의 장애","615"
"60대","20","L29","소양증","597"
"70대","1","N40","전립선증식증","29218"
"70대","2","E11","인슐린-비의존 당뇨병","18358"
"70대","3","M48","기타 척추병증","13918"
"70대","4","I10","본태성(원발성) 고혈압","13637"
"70대","5","M17","윤충증","12722"
"70대","6","I20","협심증","12060"
"70대","7","N18","만성 콩팥(신장)기능상실","10108"
"70대","8","K05","치은염(잇몸염)및 치주 질환","9017"
"70대","9","L29","소양증","7880"
"70대","10","K02","치아우식증","7295"
"70대","11","L30","기타 피부염","7037"
"70대","12","M54","배통","6972"
"70대","13","K08","치아 및 지지구조의 기타 장애","6449"
"70대","14","I63","뇌경색증","5921"
"70대","15","H25","노인성 백내장","5878"
"70대","16","C61","전립선의 악성 신생물","5307"
"70대","17","H35","기타 망막장애","5225"
"70대","18","H04","눈물기관의 장애","4896"
"70대","19","M75","어깨병변","4668"
"70대","20","K29","위염 및 십이지장염","4362"
"80대","1","N40","전립선증식증","4892"
"80대","2","E11","인슐린-비의존 당뇨병","3041"
"80대","3","I10","본태성(원발성) 고혈압","2589"
"80대","4","M48","기타 척추병증","2409"
"80대","5","M17","윤충증","2201"
"80대","6","I20","협심증","1863"
"80대","7","N18","만성 콩팥(신장)기능상실","1834"
"80대","8","M54","배통","1557"
"80대","9","L29","소양증","1210"
"80대","10","L30","기타 피부염","1190"
"80대","11","K05","치은염(잇몸염)및 치주 질환","1142"
"80대","12","H25","노인성 백내장","961"
"80대","13","I63","뇌경색증","959"
"80대","14","C61","전립선의 악성 신생물","854"
"80대","15","K02","치아우식증","816"
"80대","16","H35","기타 망막장애","774"
"80대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","761"
"80대","18","F41","기타 불안장애","756"
"80대","19","H04","눈물기관의 장애","696"
"80대","20","K08","치아 및 지지구조의 기타 장애","682"
"90세 이상","1","N40","전립선증식증","2109"
"90세 이상","2","N18","만성 콩팥(신장)기능상실","987"
"90세 이상","3","I10","본태성(원발성) 고혈압","773"
"90세 이상","4","E11","인슐린-비의존 당뇨병","621"
"90세 이상","5","I20","협심증","479"
"90세 이상","6","M48","기타 척추병증","429"
"90세 이상","7","L29","소양증","389"
"90세 이상","8","I63","뇌경색증","377"
"90세 이상","9","M17","윤충증","366"
"90세 이상","10","F03","상세불명의 치매","357"
"90세 이상","11","M50","목뼈원판 장애","351"
"90세 이상","12","F00","알츠하이머병에서의 치매(G30.-+)","311"
"90세 이상","13","L30","기타 피부염","304"
"90세 이상","14","C61","전립선의 악성 신생물","266"
"90세 이상","15","H04","눈물기관의 장애","262"
"90세 이상","16","R42","현기 및 어지러움","262"
"90세 이상","17","K05","치은염(잇몸염)및 치주 질환","259"
"90세 이상","18","K08","치아 및 지지구조의 기타 장애","257"
"90세 이상","19","K59","기타 기능적 창자 장애","246"
"90세 이상","20","I50","심장기능상실(심부전)","242"
