년도,지역,구분,상병코드,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과,ARIMA예측_평균,RF예측_평균,XGB예측_평균,실제값_평균,예측값_평균,예측값_표준편차,가중예측값,ARIMA_오차,RF_오차,XGB_오차,ARIMA예측_log,RF예측_log,XGB예측_log,실제값_log,ARIMA_비율,RF_비율,XGB_비율,high_cost,pred_bin_timeseries,pred_cost_timeseries
2021,부산,외래,N40,38146.0,418.0,574.0,1723.0,30461,3974.0,996.0,2862117.0,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,1,1,1670186.377274899
2021,부산,외래,E11,25010.0,1058.0,1016.0,2026.0,18205,2381.0,324.0,2335613.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,부산,외래,U07,22080.0,15801.0,1290.0,1489.0,3128,332.0,40.0,1626120.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,부산,외래,I10,19397.0,794.0,739.0,1479.0,13795,2158.0,432.0,1222231.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,1,1670186.377274899
2021,부산,외래,M48,17974.0,360.0,616.0,934.0,14226,1641.0,197.0,3357376.0,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,1,1,1670186.377274899
2021,부산,외래,M17,17668.0,627.0,757.0,1967.0,12373,1753.0,191.0,2027268.0,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,1,1,1670186.377274899
2021,부산,외래,I20,15411.0,224.0,392.0,907.0,12155,1479.0,254.0,1605526.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,부산,외래,N18,14458.0,709.0,558.0,880.0,10203,1667.0,441.0,3125036.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,1,1,1670186.377274899
2021,부산,외래,K05,12109.0,643.0,427.0,954.0,9146,838.0,101.0,1750215.0,치과,41476.21427290371,42353.049999999996,41658.776666666665,40430.0,41829.34697985679,462.63473376352954,41830.54618791408,1046.2142729037078,1923.0499999999956,1228.7766666666648,10.63289950176866,10.653819327148872,10.637291353942857,10.60735209643727,1.0258771771680364,1.0475649270343803,1.0303926951933382,1,1,1670186.377274899
2021,부산,외래,Z26,11370.0,6328.0,849.0,850.0,2987,294.0,62.0,778061.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,1,1670186.377274899
2021,부산,외래,L29,10275.0,387.0,273.0,460.0,8055,933.0,167.0,337624.0,피부과,21195.020207107726,22261.343333333334,20646.8789,20075.5,21367.74748014702,820.9749598881042,21240.846491421544,1119.5202071077256,2185.843333333334,571.3788999999997,9.961568716957533,10.010651890328162,9.935367876406435,9.907305255824324,1.0557654956094606,1.1088811403618009,1.0284615028268287,0,0,239736.7312487878
2021,부산,외래,K02,9685.0,661.0,297.0,727.0,7370,569.0,61.0,1586334.0,치과,41476.21427290371,42353.049999999996,41658.776666666665,40430.0,41829.34697985679,462.63473376352954,41830.54618791408,1046.2142729037078,1923.0499999999956,1228.7766666666648,10.63289950176866,10.653819327148872,10.637291353942857,10.60735209643727,1.0258771771680364,1.0475649270343803,1.0303926951933382,1,1,1670186.377274899
2021,부산,외래,M54,9634.0,373.0,219.0,666.0,7716,646.0,14.0,571500.0,재활의학과,53967.07846424424,51586.26,52769.34541666667,61065.0,52774.22796030364,1190.4167418790132,52653.96640118219,7097.921535755762,9478.739999999998,8295.65458333333,10.896148011203508,10.851030021760216,10.873704672079763,11.019710525463898,0.8837644880740889,0.8447762220584624,0.8641504203171485,0,1,1670186.377274899
2021,부산,외래,L30,9239.0,518.0,268.0,630.0,6786,903.0,134.0,316325.0,피부과,21195.020207107726,22261.343333333334,20646.8789,20075.5,21367.74748014702,820.9749598881042,21240.846491421544,1119.5202071077256,2185.843333333334,571.3788999999997,9.961568716957533,10.010651890328162,9.935367876406435,9.907305255824324,1.0557654956094606,1.1088811403618009,1.0284615028268287,0,0,239736.7312487878
2021,부산,외래,K08,8358.0,299.0,262.0,706.0,6401,571.0,119.0,1737556.0,치과,41476.21427290371,42353.049999999996,41658.776666666665,40430.0,41829.34697985679,462.63473376352954,41830.54618791408,1046.2142729037078,1923.0499999999956,1228.7766666666648,10.63289950176866,10.653819327148872,10.637291353942857,10.60735209643727,1.0258771771680364,1.0475649270343803,1.0303926951933382,1,1,1670186.377274899
2021,부산,외래,Z00,8154.0,5735.0,409.0,516.0,1348,128.0,18.0,428460.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,1,1670186.377274899
2021,부산,외래,I63,7725.0,308.0,128.0,257.0,5977,847.0,208.0,869314.0,신경과,37889.24354162098,38717.073333333334,38293.57188333333,34099.0,38299.962919429214,413.9518994018689,38339.75664999086,3790.2435416209773,4618.073333333334,4194.57188333333,10.542448931588215,10.564061781199328,10.553063438840894,10.437052663271608,1.1111540966486106,1.1354313420725926,1.1230115804960066,0,1,1670186.377274899
2021,부산,외래,H25,7365.0,29.0,87.0,347.0,6052,736.0,114.0,597724.0,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,1,1670186.377274899
2021,부산,외래,H04,6739.0,310.0,248.0,529.0,4962,540.0,150.0,473048.0,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,1,1670186.377274899
2021,부산,외래,H35,6518.0,111.0,80.0,292.0,5362,543.0,130.0,925464.0,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,1,1670186.377274899
2022,부산,외래,H25,5228.0,12.0,56.0,184.0,4252,610.0,114.0,420786.0,안과,26840.802391306148,27928.100000000002,26459.8155,24674.833333333332,27076.23929710205,761.9302761362912,26976.498228261233,2165.969057972816,3253.26666666667,1784.9821666666685,10.197715742009265,10.237424435004355,10.183420257299836,10.113579636105607,1.0877804939434708,1.1318455376260563,1.07234019142311,0,1,1670186.377274899
2023,부산,외래,K21,6301.0,313.0,186.0,391.0,4594,699.0,118.0,782946.0,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,1,1670186.377274899
2023,인천,입원(연인원),M48,1939.0,8.0,30.0,23.0,1268,482.0,128.0,973729.965,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,입원(연인원),N40,3027.0,0.0,8.0,9.0,2403,126.0,481.0,857832.837,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
2023,인천,입원(연인원),M17,1723.0,56.0,54.0,254.0,1283,76.0,0.0,742317.371,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,입원(연인원),M75,1723.0,56.0,54.0,254.0,1283,76.0,0.0,638796.708,정형외과,56233.61123422626,58787.79666666667,56171.34816666666,54803.5,57064.25202251986,1492.9580629310515,56968.735330178584,1430.1112342262568,3984.296666666669,1367.848166666663,10.937287704579163,10.981706582853205,10.936179889293363,10.91152758635303,1.0260952536649348,1.07270150020832,1.0249591388627854,0,1,1670186.377274899
2023,인천,입원(연인원),C67,1366.0,0.0,3.0,0.0,442,193.0,728.0,417298.582,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
2023,인천,입원(연인원),C61,1406.0,0.0,5.0,173.0,671,229.0,328.0,369346.544,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
2023,인천,입원(연인원),E11,1406.0,0.0,5.0,173.0,671,229.0,328.0,336459.804,내과,63188.58045681606,68830.66500000001,62359.665,60139.0,64792.97015227203,3521.2227948773675,64466.74809136322,3049.58045681606,8691.665000000008,2220.665000000001,11.053894700353405,11.139419165133251,11.040689987001961,11.00443045654252,1.0507088654087375,1.1445262641547085,1.0369255391675951,0,0,239736.7312487878
2023,인천,입원(연인원),I63,1098.0,0.0,0.0,67.0,469,453.0,109.0,321773.812,신경과,37889.24354162098,38717.073333333334,38293.57188333333,34099.0,38299.962919429214,413.9518994018689,38339.75664999086,3790.2435416209773,4618.073333333334,4194.57188333333,10.542448931588215,10.564061781199328,10.553063438840894,10.437052663271608,1.1111540966486106,1.1354313420725926,1.1230115804960066,0,0,239736.7312487878
2023,인천,입원(연인원),N31,1111.0,31.0,0.0,0.0,574,172.0,334.0,273214.609,비뇨의학과,51061.03587711858,50931.40333333333,50535.54749999999,48922.333333333336,50842.6622368173,273.75307355321394,50759.40192542371,2138.7025437852426,2009.0699999999924,1613.2141666666575,10.840796562251255,10.838254607717444,10.830452066380861,10.798009725937135,1.0437162824841806,1.0410665204030878,1.0329750045991264,0,0,239736.7312487878
